paper_title,author,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation
Aggregate Risk and the Pareto Principle,Luciano Pomatto,California Institute of Technology,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, L507",Econometric Society,Individual and Social Decisions,"D8, D7",Bart Lipman,Boston University,Victor Aguiar,University of Western Ontario,Luca Rigotti,University of Pittsburgh,Christopher Chambers,Georgetown University,Urmee Khan,University of California-Riverside
Aggregate Risk and the Pareto Principle,Nabil Al-Najjar,Northwestern University,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, L507",Econometric Society,Individual and Social Decisions,"D8, D7",Bart Lipman,Boston University,Victor Aguiar,University of Western Ontario,Luca Rigotti,University of Pittsburgh,Christopher Chambers,Georgetown University,Urmee Khan,University of California-Riverside
Misinterpreting Others and the Fragility of Social Learning,Mira Frick,Yale University,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 1",Econometric Society,Learning and Information Aggregation with Misspecified Models,"C7, D8",Muhamet Yildiz,Massachusetts Institute of Technology,Philipp Strack,University of California-Berkeley,Alvaro Sandroni,Northwestern University,Muhamet Yildiz,Massachusetts Institute of Technology
Misinterpreting Others and the Fragility of Social Learning,Ryota Iijima,Yale University,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 1",Econometric Society,Learning and Information Aggregation with Misspecified Models,"C7, D8",Muhamet Yildiz,Massachusetts Institute of Technology,Philipp Strack,University of California-Berkeley,Alvaro Sandroni,Northwestern University,Muhamet Yildiz,Massachusetts Institute of Technology
Misinterpreting Others and the Fragility of Social Learning,Yuhta Ishii,Technological Autonomous University of Mexico (ITAM),Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 1",Econometric Society,Learning and Information Aggregation with Misspecified Models,"C7, D8",Muhamet Yildiz,Massachusetts Institute of Technology,Philipp Strack,University of California-Berkeley,Alvaro Sandroni,Northwestern University,Muhamet Yildiz,Massachusetts Institute of Technology
Divisible Updating,Martin Cripps,University College London,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 1",Econometric Society,Learning and Information Aggregation with Misspecified Models,"C7, D8",Muhamet Yildiz,Massachusetts Institute of Technology,Philipp Strack,University of California-Berkeley,Alvaro Sandroni,Northwestern University,Muhamet Yildiz,Massachusetts Institute of Technology
The Cost of Information,Luciano Pomatto,California Institute of Technology,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 1",Econometric Society,Learning and Information Aggregation with Misspecified Models,"C7, D8",Muhamet Yildiz,Massachusetts Institute of Technology,Philipp Strack,University of California-Berkeley,Alvaro Sandroni,Northwestern University,Muhamet Yildiz,Massachusetts Institute of Technology
The Cost of Information,Philipp Strack,University of California-Berkeley,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 1",Econometric Society,Learning and Information Aggregation with Misspecified Models,"C7, D8",Muhamet Yildiz,Massachusetts Institute of Technology,Philipp Strack,University of California-Berkeley,Alvaro Sandroni,Northwestern University,Muhamet Yildiz,Massachusetts Institute of Technology
The Cost of Information,Omer Tamuz,California Institute of Technology,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 1",Econometric Society,Learning and Information Aggregation with Misspecified Models,"C7, D8",Muhamet Yildiz,Massachusetts Institute of Technology,Philipp Strack,University of California-Berkeley,Alvaro Sandroni,Northwestern University,Muhamet Yildiz,Massachusetts Institute of Technology
The Wisdom of the Confused Crowd,George Mailath,University of Pennsylvania and Australian National University,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 1",Econometric Society,Learning and Information Aggregation with Misspecified Models,"C7, D8",Muhamet Yildiz,Massachusetts Institute of Technology,Philipp Strack,University of California-Berkeley,Alvaro Sandroni,Northwestern University,Muhamet Yildiz,Massachusetts Institute of Technology
The Wisdom of the Confused Crowd,Larry Samuelson,Yale University,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 1",Econometric Society,Learning and Information Aggregation with Misspecified Models,"C7, D8",Muhamet Yildiz,Massachusetts Institute of Technology,Philipp Strack,University of California-Berkeley,Alvaro Sandroni,Northwestern University,Muhamet Yildiz,Massachusetts Institute of Technology
Selection with Skills: Evidence from Radiologists,David C. Chan,Stanford University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 303",Health Economics Research Organization,Personalizing Health Care: Using Economics to Target Treatments,"I1, L1",Gautam Gowrisankaran,University of Arizona,Pierre-Thomas Léger,University of Illinois,Sebastian Fleitas,University of Leuven,Matthew Notowidigdo,Northwestern University
Selection with Skills: Evidence from Radiologists,Matthew Gentzkow,Stanford University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 303",Health Economics Research Organization,Personalizing Health Care: Using Economics to Target Treatments,"I1, L1",Gautam Gowrisankaran,University of Arizona,Pierre-Thomas Léger,University of Illinois,Sebastian Fleitas,University of Leuven,Matthew Notowidigdo,Northwestern University
Extrapolation using Selection and Moral Hazard Heterogeneity from within the Oregon Health Insurance Experiment,Amanda Kowalski,University of Michigan,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 303",Health Economics Research Organization,Personalizing Health Care: Using Economics to Target Treatments,"I1, L1",Gautam Gowrisankaran,University of Arizona,Pierre-Thomas Léger,University of Illinois,Sebastian Fleitas,University of Leuven,Matthew Notowidigdo,Northwestern University
The Impacts of Hospital Delivery Practices on Infant Health,David Silver,Princeton University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 303",Health Economics Research Organization,Personalizing Health Care: Using Economics to Target Treatments,"I1, L1",Gautam Gowrisankaran,University of Arizona,Pierre-Thomas Léger,University of Illinois,Sebastian Fleitas,University of Leuven,Matthew Notowidigdo,Northwestern University
The Impacts of Hospital Delivery Practices on Infant Health,David Card,University of California-Berkeley,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 303",Health Economics Research Organization,Personalizing Health Care: Using Economics to Target Treatments,"I1, L1",Gautam Gowrisankaran,University of Arizona,Pierre-Thomas Léger,University of Illinois,Sebastian Fleitas,University of Leuven,Matthew Notowidigdo,Northwestern University
The Impacts of Hospital Delivery Practices on Infant Health,Alessandra Fenizia,University of California-Berkeley,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 303",Health Economics Research Organization,Personalizing Health Care: Using Economics to Target Treatments,"I1, L1",Gautam Gowrisankaran,University of Arizona,Pierre-Thomas Léger,University of Illinois,Sebastian Fleitas,University of Leuven,Matthew Notowidigdo,Northwestern University
"Engineering, Management Science, and American Economics, 1900 – 1940",Thomas Stapleford,University of Notre Dame,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 405",History of Economics Society,"Economics and Engineering: Institutions, Practices and Cultures","B2, B1",Pedro Garcia Duarte,University of São Paulo,Alvin Roth,Stanford University and Harvard University
"Engineering and Economics at Stanford, 1950-1990",Beatrice Cherrier,University of Cergy-Pontoise and CNRS,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 405",History of Economics Society,"Economics and Engineering: Institutions, Practices and Cultures","B2, B1",Pedro Garcia Duarte,University of São Paulo,Alvin Roth,Stanford University and Harvard University
"Engineering and Economics at Stanford, 1950-1990",Aurélien Saïdi,Paris Nanterre University and ESCP Europe,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 405",History of Economics Society,"Economics and Engineering: Institutions, Practices and Cultures","B2, B1",Pedro Garcia Duarte,University of São Paulo,Alvin Roth,Stanford University and Harvard University
German Fears in Economic Engineering: An Affective Criticism,Till Duppe,University of Québec-Montréal,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 405",History of Economics Society,"Economics and Engineering: Institutions, Practices and Cultures","B2, B1",Pedro Garcia Duarte,University of São Paulo,Alvin Roth,Stanford University and Harvard University
Fiduciary Duty and the Market for Financial Advice,Vivek Bhattacharya,Northwestern University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 304",Industrial Organization Society,The Industrial Organization of Financial Markets,"L1, L2",Vivek Bhattacharya,Northwestern University,Neale Mahoney,University of Chicago,Andrea Pozzi,Einaudi Institute for Economics and Finance,Tobias Salz,Columbia University,Glenn Ellison,Massachusetts Institute of Technology
Fiduciary Duty and the Market for Financial Advice,Gaston Illanes,Northwestern University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 304",Industrial Organization Society,The Industrial Organization of Financial Markets,"L1, L2",Vivek Bhattacharya,Northwestern University,Neale Mahoney,University of Chicago,Andrea Pozzi,Einaudi Institute for Economics and Finance,Tobias Salz,Columbia University,Glenn Ellison,Massachusetts Institute of Technology
Fiduciary Duty and the Market for Financial Advice,Manisha Padi,University of Chicago,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 304",Industrial Organization Society,The Industrial Organization of Financial Markets,"L1, L2",Vivek Bhattacharya,Northwestern University,Neale Mahoney,University of Chicago,Andrea Pozzi,Einaudi Institute for Economics and Finance,Tobias Salz,Columbia University,Glenn Ellison,Massachusetts Institute of Technology
Arbitration with Uninformed Consumers,Mark Egan,Harvard University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 304",Industrial Organization Society,The Industrial Organization of Financial Markets,"L1, L2",Vivek Bhattacharya,Northwestern University,Neale Mahoney,University of Chicago,Andrea Pozzi,Einaudi Institute for Economics and Finance,Tobias Salz,Columbia University,Glenn Ellison,Massachusetts Institute of Technology
Arbitration with Uninformed Consumers,Gregor Matvos,University of Texas-Austin,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 304",Industrial Organization Society,The Industrial Organization of Financial Markets,"L1, L2",Vivek Bhattacharya,Northwestern University,Neale Mahoney,University of Chicago,Andrea Pozzi,Einaudi Institute for Economics and Finance,Tobias Salz,Columbia University,Glenn Ellison,Massachusetts Institute of Technology
Arbitration with Uninformed Consumers,Amit Seru,Stanford University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 304",Industrial Organization Society,The Industrial Organization of Financial Markets,"L1, L2",Vivek Bhattacharya,Northwestern University,Neale Mahoney,University of Chicago,Andrea Pozzi,Einaudi Institute for Economics and Finance,Tobias Salz,Columbia University,Glenn Ellison,Massachusetts Institute of Technology
Search and Screening in Credit Markets,Sumit Agarwal,National University of Singapore,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 304",Industrial Organization Society,The Industrial Organization of Financial Markets,"L1, L2",Vivek Bhattacharya,Northwestern University,Neale Mahoney,University of Chicago,Andrea Pozzi,Einaudi Institute for Economics and Finance,Tobias Salz,Columbia University,Glenn Ellison,Massachusetts Institute of Technology
Search and Screening in Credit Markets,John Grigsby,University of Chicago,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 304",Industrial Organization Society,The Industrial Organization of Financial Markets,"L1, L2",Vivek Bhattacharya,Northwestern University,Neale Mahoney,University of Chicago,Andrea Pozzi,Einaudi Institute for Economics and Finance,Tobias Salz,Columbia University,Glenn Ellison,Massachusetts Institute of Technology
Search and Screening in Credit Markets,Ali Hortaçsu,University of Chicago,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 304",Industrial Organization Society,The Industrial Organization of Financial Markets,"L1, L2",Vivek Bhattacharya,Northwestern University,Neale Mahoney,University of Chicago,Andrea Pozzi,Einaudi Institute for Economics and Finance,Tobias Salz,Columbia University,Glenn Ellison,Massachusetts Institute of Technology
Search and Screening in Credit Markets,Gregor Matvos,University of Texas-Austin,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 304",Industrial Organization Society,The Industrial Organization of Financial Markets,"L1, L2",Vivek Bhattacharya,Northwestern University,Neale Mahoney,University of Chicago,Andrea Pozzi,Einaudi Institute for Economics and Finance,Tobias Salz,Columbia University,Glenn Ellison,Massachusetts Institute of Technology
Search and Screening in Credit Markets,Amit Seru,Stanford University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 304",Industrial Organization Society,The Industrial Organization of Financial Markets,"L1, L2",Vivek Bhattacharya,Northwestern University,Neale Mahoney,University of Chicago,Andrea Pozzi,Einaudi Institute for Economics and Finance,Tobias Salz,Columbia University,Glenn Ellison,Massachusetts Institute of Technology
Regulatory Interventions in Consumer Search Markets: The Case of Credit Cards,Alessandro Gavazza,London School of Economics,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 304",Industrial Organization Society,The Industrial Organization of Financial Markets,"L1, L2",Vivek Bhattacharya,Northwestern University,Neale Mahoney,University of Chicago,Andrea Pozzi,Einaudi Institute for Economics and Finance,Tobias Salz,Columbia University,Glenn Ellison,Massachusetts Institute of Technology
Regulatory Interventions in Consumer Search Markets: The Case of Credit Cards,Manollis Galenianos,Royal Holloway University of London,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 304",Industrial Organization Society,The Industrial Organization of Financial Markets,"L1, L2",Vivek Bhattacharya,Northwestern University,Neale Mahoney,University of Chicago,Andrea Pozzi,Einaudi Institute for Economics and Finance,Tobias Salz,Columbia University,Glenn Ellison,Massachusetts Institute of Technology
Bonuses and Promotion Tournaments: Theory and Evidence,Michael Waldman,Cornell University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover B",Labor and Employment Relations Association,Human Capital and Careers in Organizations: Theory and Evidence,M5,Kathryn Shaw,Stanford University,Aloysius Siow,University of Toronto,Dora Gicheva,University of North Carolina-Greensboro
Bonuses and Promotion Tournaments: Theory and Evidence,Emre Ekinci,University Carlos III of Madrid,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover B",Labor and Employment Relations Association,Human Capital and Careers in Organizations: Theory and Evidence,M5,Kathryn Shaw,Stanford University,Aloysius Siow,University of Toronto,Dora Gicheva,University of North Carolina-Greensboro
Bonuses and Promotion Tournaments: Theory and Evidence,Antti Kauhanen,Research Institute of the Finnish Economy (ETLA),Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover B",Labor and Employment Relations Association,Human Capital and Careers in Organizations: Theory and Evidence,M5,Kathryn Shaw,Stanford University,Aloysius Siow,University of Toronto,Dora Gicheva,University of North Carolina-Greensboro
Working Hours and Top Management Appointments: Evidence from Linked Employer-Employee Data,Anders Frederiksen,Aarhus University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover B",Labor and Employment Relations Association,Human Capital and Careers in Organizations: Theory and Evidence,M5,Kathryn Shaw,Stanford University,Aloysius Siow,University of Toronto,Dora Gicheva,University of North Carolina-Greensboro
Working Hours and Top Management Appointments: Evidence from Linked Employer-Employee Data,Takao Kato,Colgate University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover B",Labor and Employment Relations Association,Human Capital and Careers in Organizations: Theory and Evidence,M5,Kathryn Shaw,Stanford University,Aloysius Siow,University of Toronto,Dora Gicheva,University of North Carolina-Greensboro
Working Hours and Top Management Appointments: Evidence from Linked Employer-Employee Data,Nina Smith,Aarhus University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover B",Labor and Employment Relations Association,Human Capital and Careers in Organizations: Theory and Evidence,M5,Kathryn Shaw,Stanford University,Aloysius Siow,University of Toronto,Dora Gicheva,University of North Carolina-Greensboro
Internal and External Hiring: The Role of Prior Work History,Jed DeVaro,California State University-East Bay,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover B",Labor and Employment Relations Association,Human Capital and Careers in Organizations: Theory and Evidence,M5,Kathryn Shaw,Stanford University,Aloysius Siow,University of Toronto,Dora Gicheva,University of North Carolina-Greensboro
Internal and External Hiring: The Role of Prior Work History,Antti Kauhanen,Research Institute of the Finnish Economy (ETLA),Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover B",Labor and Employment Relations Association,Human Capital and Careers in Organizations: Theory and Evidence,M5,Kathryn Shaw,Stanford University,Aloysius Siow,University of Toronto,Dora Gicheva,University of North Carolina-Greensboro
Internal and External Hiring: The Role of Prior Work History,Nelli Valmari,Research Institute of the Finnish Economy (ETLA),Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover B",Labor and Employment Relations Association,Human Capital and Careers in Organizations: Theory and Evidence,M5,Kathryn Shaw,Stanford University,Aloysius Siow,University of Toronto,Dora Gicheva,University of North Carolina-Greensboro
"Firm-Specificity of Asset, Managerial Capability, and Labor Market Competition",Hodaka Morita,Hitotsubashi University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover B",Labor and Employment Relations Association,Human Capital and Careers in Organizations: Theory and Evidence,M5,Kathryn Shaw,Stanford University,Aloysius Siow,University of Toronto,Dora Gicheva,University of North Carolina-Greensboro
"Firm-Specificity of Asset, Managerial Capability, and Labor Market Competition",Cheng-Tao Tang,International University of Japan,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover B",Labor and Employment Relations Association,Human Capital and Careers in Organizations: Theory and Evidence,M5,Kathryn Shaw,Stanford University,Aloysius Siow,University of Toronto,Dora Gicheva,University of North Carolina-Greensboro
The Role of Labor Market Entry and Exports in Sorting: Evidence from West Germany,Benjamin S. Smith,Federal Trade Commission,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover C",Labor and Employment Relations Association,The Effects of Firm and Co-Worker Behaviors on Employee Outcomes: Quasi-experimental Evidence from Administrative Data,J3,Patrick M. Kline,University of California-Berkeley,Bruce D. Meyer,University of Chicago,Serena Canaan,American University of Beirut,Till von Wachter,University of California-Los Angeles
The Effects of Partial Employment Protection Reforms: Evidence from Italy,Raffaele Saggio,Princeton University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover C",Labor and Employment Relations Association,The Effects of Firm and Co-Worker Behaviors on Employee Outcomes: Quasi-experimental Evidence from Administrative Data,J3,Patrick M. Kline,University of California-Berkeley,Bruce D. Meyer,University of Chicago,Serena Canaan,American University of Beirut,Till von Wachter,University of California-Los Angeles
The Effects of Partial Employment Protection Reforms: Evidence from Italy,Diego Daruich,New York University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover C",Labor and Employment Relations Association,The Effects of Firm and Co-Worker Behaviors on Employee Outcomes: Quasi-experimental Evidence from Administrative Data,J3,Patrick M. Kline,University of California-Berkeley,Bruce D. Meyer,University of Chicago,Serena Canaan,American University of Beirut,Till von Wachter,University of California-Los Angeles
The Effects of Partial Employment Protection Reforms: Evidence from Italy,Sabrina Di Addario,Bank of Italy,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover C",Labor and Employment Relations Association,The Effects of Firm and Co-Worker Behaviors on Employee Outcomes: Quasi-experimental Evidence from Administrative Data,J3,Patrick M. Kline,University of California-Berkeley,Bruce D. Meyer,University of Chicago,Serena Canaan,American University of Beirut,Till von Wachter,University of California-Los Angeles
How Responsive are Wages to Demand within the Firm? Evidence from Idiosyncratic Export Demand Shocks,Andrew Garin,Harvard University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover C",Labor and Employment Relations Association,The Effects of Firm and Co-Worker Behaviors on Employee Outcomes: Quasi-experimental Evidence from Administrative Data,J3,Patrick M. Kline,University of California-Berkeley,Bruce D. Meyer,University of Chicago,Serena Canaan,American University of Beirut,Till von Wachter,University of California-Los Angeles
How Responsive are Wages to Demand within the Firm? Evidence from Idiosyncratic Export Demand Shocks,Filipe Silverio,Bank of Portugal,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover C",Labor and Employment Relations Association,The Effects of Firm and Co-Worker Behaviors on Employee Outcomes: Quasi-experimental Evidence from Administrative Data,J3,Patrick M. Kline,University of California-Berkeley,Bruce D. Meyer,University of Chicago,Serena Canaan,American University of Beirut,Till von Wachter,University of California-Los Angeles
The Role of Firms in Determining Work Hours,Marta Lachowska,W.E. Upjohn Institute for Employment Research,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover C",Labor and Employment Relations Association,The Effects of Firm and Co-Worker Behaviors on Employee Outcomes: Quasi-experimental Evidence from Administrative Data,J3,Patrick M. Kline,University of California-Berkeley,Bruce D. Meyer,University of Chicago,Serena Canaan,American University of Beirut,Till von Wachter,University of California-Los Angeles
The Role of Firms in Determining Work Hours,Alexandre Mas,Princeton University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover C",Labor and Employment Relations Association,The Effects of Firm and Co-Worker Behaviors on Employee Outcomes: Quasi-experimental Evidence from Administrative Data,J3,Patrick M. Kline,University of California-Berkeley,Bruce D. Meyer,University of Chicago,Serena Canaan,American University of Beirut,Till von Wachter,University of California-Los Angeles
The Role of Firms in Determining Work Hours,Stephen A. Woodbury,Michigan State University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover C",Labor and Employment Relations Association,The Effects of Firm and Co-Worker Behaviors on Employee Outcomes: Quasi-experimental Evidence from Administrative Data,J3,Patrick M. Kline,University of California-Berkeley,Bruce D. Meyer,University of Chicago,Serena Canaan,American University of Beirut,Till von Wachter,University of California-Los Angeles
Understanding the Heterogeneity of Online Education: Which Students Benefit from Online Economics Courses?,Gregory Pac,Alfred University,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, M105",Omicron Delta Epsilon,Omicron Delta Epsilon Chapter Advisor's Session,"A1, A1",Ali Zadeh,Susquehanna University,Gregory Pac,Alfred University,Yaya Sissoko,Indiana University of Pennsylvania,Christina Houseworth,Hobart and William Smith Colleges,Guangjun Qu,Birmingham-Southern College,Brian Sloboda,University of Pheonix
The Development of Real-Life Economics Courses for Freshman and Sophomore Students at the Collegiate Level,Yaya Sissoko,Indiana University of Pennsylvania,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, M105",Omicron Delta Epsilon,Omicron Delta Epsilon Chapter Advisor's Session,"A1, A1",Ali Zadeh,Susquehanna University,Gregory Pac,Alfred University,Yaya Sissoko,Indiana University of Pennsylvania,Christina Houseworth,Hobart and William Smith Colleges,Guangjun Qu,Birmingham-Southern College,Brian Sloboda,University of Pheonix
The Development of Real-Life Economics Courses for Freshman and Sophomore Students at the Collegiate Level,Brian Sloboda,University of Phoenix,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, M105",Omicron Delta Epsilon,Omicron Delta Epsilon Chapter Advisor's Session,"A1, A1",Ali Zadeh,Susquehanna University,Gregory Pac,Alfred University,Yaya Sissoko,Indiana University of Pennsylvania,Christina Houseworth,Hobart and William Smith Colleges,Guangjun Qu,Birmingham-Southern College,Brian Sloboda,University of Pheonix
Marriage Markets and Educational Outcomes among Black and White Women,Christina Houseworth,Hobart and William Smith Colleges,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, M105",Omicron Delta Epsilon,Omicron Delta Epsilon Chapter Advisor's Session,"A1, A1",Ali Zadeh,Susquehanna University,Gregory Pac,Alfred University,Yaya Sissoko,Indiana University of Pennsylvania,Christina Houseworth,Hobart and William Smith Colleges,Guangjun Qu,Birmingham-Southern College,Brian Sloboda,University of Pheonix
"Political Loyalty, Leadership Style, and Economic Growth: Evidence from China",Guangjun Qu,Birmingham-Southern College,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, M105",Omicron Delta Epsilon,Omicron Delta Epsilon Chapter Advisor's Session,"A1, A1",Ali Zadeh,Susquehanna University,Gregory Pac,Alfred University,Yaya Sissoko,Indiana University of Pennsylvania,Christina Houseworth,Hobart and William Smith Colleges,Guangjun Qu,Birmingham-Southern College,Brian Sloboda,University of Pheonix
Markups across Space and Time,Eric Anderson,Northwestern University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 403",Society for Economic Dynamics,"Markups, Consumption and Market Concentration","E3, D4",Arlene Wong,Princeton University
Markups across Space and Time,Sergio Rebelo,Northwestern University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 403",Society for Economic Dynamics,"Markups, Consumption and Market Concentration","E3, D4",Arlene Wong,Princeton University
Markups across Space and Time,Arlene Wong,Princeton University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 403",Society for Economic Dynamics,"Markups, Consumption and Market Concentration","E3, D4",Arlene Wong,Princeton University
Quantifying the Effects of Market Power,Jan De Loecker,Leuven and Princeton,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 403",Society for Economic Dynamics,"Markups, Consumption and Market Concentration","E3, D4",Arlene Wong,Princeton University
Quantifying the Effects of Market Power,Jan Eeckhout,Pompeu Fabra University and University College London,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 403",Society for Economic Dynamics,"Markups, Consumption and Market Concentration","E3, D4",Arlene Wong,Princeton University
Quantifying the Effects of Market Power,Simon Mongey,University of Chicago,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 403",Society for Economic Dynamics,"Markups, Consumption and Market Concentration","E3, D4",Arlene Wong,Princeton University
The Rise in Household Spending Concentration,Brent Neiman,University of Chicago,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 403",Society for Economic Dynamics,"Markups, Consumption and Market Concentration","E3, D4",Arlene Wong,Princeton University
The Rise in Household Spending Concentration,Joseph Vavra,University of Chicago,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 403",Society for Economic Dynamics,"Markups, Consumption and Market Concentration","E3, D4",Arlene Wong,Princeton University
Diverging Trends in National and Local Concentration,Esteban Rossi-Hansberg,Princeton University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 403",Society for Economic Dynamics,"Markups, Consumption and Market Concentration","E3, D4",Arlene Wong,Princeton University
Diverging Trends in National and Local Concentration,Pierre-Daniel Sarte,Federal Reserve Bank of Richmond,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 403",Society for Economic Dynamics,"Markups, Consumption and Market Concentration","E3, D4",Arlene Wong,Princeton University
Diverging Trends in National and Local Concentration,Nicholas Trachter,Federal Reserve Bank of Richmond,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 403",Society for Economic Dynamics,"Markups, Consumption and Market Concentration","E3, D4",Arlene Wong,Princeton University
A New Measure of Material Hardship: Including Assets in Poverty Measurement,Rebecca Chenevert,U.S. Census Bureau,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 314",Society of Government Economists,"The Haves and the Have Nots - Access, Opportunity, and Outcomes in Households, Businesses, and Life","I0, G0",Austin Nichols,Abt Associates,David Johnson,University of Michigan,Alice Zawacki,U.S. Census Bureau,Robert De Young,University of Kansas,Meta Brown,State University of New York-Stony Brook
