"first_name","author","paper_title","author_affiliation","date","time","location","association","session_title","session_jel_code","session_chair","session_chair_affiliation","discussant_1","discussant_1_affiliation","discussant_2","discussant_2_affiliation","discussant_3","discussant_3_affiliation","discussant_4","discussant_4_affiliation","discussant_5","discussant_5_affiliation","firstname","total_male","total_female","prob_male","prob_female","total_names","male_75","female_75","male_95","female_95"
"Edward","Edward Ghartey","Information Contents of Term Structure of Interest Rates and Inflation Rates in a Developing Country","University of West Indies","Jan. 6 2018","10:15 AM - 12:15 PM","Marriott Philadelphia Downtown, Meeting Room 404","African Finance and Economics Association","Issues on African Development II","O1, F2",NA,NA,"Alice K. Ndikumana","Harvard University","Jane Karonga","Economic Commission for Africa","Mercy Palamuleni","McNeese State University","John Nana Francois","West Texas A&M University","Stephen Armah","Ashesi University College","EDWARD",956,0,1,0,956,1,0,1,0
"Edward","Edward W. Felten","Linking Advances in Artificial Intelligence to Skills, Occupations, and Industries","Princeton University","Jan. 6 2018","2:30 PM - 4:30 PM","Marriott Philadelphia Downtown, Grand Ballroom Salon E","American Economic Association","Economic Consequences of Artificial Intelligence and Robotics","O4, O4",NA,NA,"Benjamin Jones","Northwestern University","Shane Greenstein","Harvard Business School","Susan Helper","Case Western Reserve University","Miguel Villas-Boas","University of California-Berkeley","","","EDWARD",956,0,1,0,956,1,0,1,0
"Egor","Egor Matveyev","Misvaluation of Investment Options","University of Alberta","Jan. 5 2018","10:15 AM - 12:15 PM","Loews Philadelphia, Commonwealth Hall D","American Finance Association","Production-Based Asset Pricing and the Cross-section of Returns","G1",NA,NA,"Mindy Z. Xiaolan","University of Texas-Austin","Jules van Binsbergen","University of Pennsylvania","Juhani T. Linnainmaa","University of Southern California","Xiaoji Lin","Ohio State University","","","EGOR",3,0,1,0,3,1,0,1,0
"Eirini","Eirini Petratou","Decision-making and Keynesian Uncertainty in Financial Markets: Brexit as a Case Study","University of Leeds","Jan. 6 2018","8:00 AM - 10:00 AM","Loews Philadelphia, Anthony","Union for Radical Political Economics","Financial Instability and the Political Economy of Trumponomics and Brexit","E0, G2",NA,NA,"Peter Bent","University of Massachusetts-Amherst","Nathaniel Cline","University of Redlands","","","","","","","EIRINI",0,3,0,1,3,0,1,0,1
"Ekaterina","Ekaterina Jardim","Payroll, Revenue, and Labor Demand Effects of the Minimum Wage","University of Washington","Jan. 6 2018","10:15 AM - 12:15 PM","Pennsylvania Convention Center, 203-B","Labor and Employment Relations Association","The Role of the Employer in the Labor Market","J3",NA,NA,"Jesse Rothstein","University of California-Berkeley","Alexandre Mas","Princeton University","","","","","","","EKATERINA",0,44,0,1,44,0,1,0,1
"Ekaterina","Ekaterina Volkova","Blockholders Diversity: Effect of Polyphony on the Power of Monitoring","University of Melbourne","Jan. 7 2018","10:15 AM - 12:15 PM","Loews Philadelphia, Regency Ballroom A","American Finance Association","Corporate Governance","G3",NA,NA,"Amil Dasgupta","London School of Economics","Nickolay Gantchev","Southern Methodist University","Dirk Jenter","London School of Economics","Alan D. Crane","Rice University","","","EKATERINA",0,44,0,1,44,0,1,0,1
"Ekaterina","Ekaterina Jardim","Minimum Wage Increases, Wages, And Low-wage Employment: Evidence from Seattle","University of Washington","Jan. 5 2018","10:15 AM - 12:15 PM","Pennsylvania Convention Center, 202-A","Labor and Employment Relations Association","$15 Minimum Wage Policies: Early Evidence","J3",NA,NA,"Jeffrey Paul Clemens","University of California-San Diego","Laura Giuliano","University of Miami","Ben Zipperer","Economic Policy Institute","","","","","EKATERINA",0,44,0,1,44,0,1,0,1
"Elaina","Elaina Rose","Gender Peer Effects in a Predominantly Male Environment: Evidence From West Point","University of Washington","Jan. 6 2018","2:30 PM - 4:30 PM","Marriott Philadelphia Downtown, Grand Ballroom Salon J","American Economic Association","Gender Differences in Networks","A1, I2",NA,NA,"Bruce Sacerdote","Dartmouth College","Claudia Goldin","Harvard University","","","","","","","ELAINA",0,26,0,1,26,0,1,0,1
"Elaine","Elaine Hill","Does Shale Gas Development Impact Infant Health Through Drinking Water?","University of Rochester","Jan. 7 2018","1:00 PM - 3:00 PM","Pennsylvania Convention Center, 204-B","Association of Environmental and Resource Economists","Water, Health and Development","Q5",NA,NA,"Sheila Olmstead","University of Texas-Austin","David Keiser","Iowa State University","Yaniv Stopnitzky","University of San Francisco","Raymond Guiteras","North Carolina State University","","","ELAINE",0,469,0,1,469,0,1,0,1
"Eleanor","Eleanor Wilking","Taxpayer Responses to Third-party Income Reporting: Preliminary Evidence From a Natural Experiment in the Taxicab Industry","University of Michigan","Jan. 6 2018","10:15 AM - 12:15 PM","Pennsylvania Convention Center, 107-A","American Economic Association","Tax Evasion and Avoidance","H2",NA,NA,"","","","","","","","","","","ELEANOR",0,108,0,1,108,0,1,0,1
"Elena","Elena Prager","Understanding Determinants of Major Selection in Higher Education","Northwestern University","Jan. 7 2018","10:15 AM - 12:15 PM","Pennsylvania Convention Center, 202-B","American Economic Association","College Major Choice","I2",NA,NA,"","","","","","","","","","","ELENA",1,387,0.0025773,0.9974227,388,0,1,0,1
"Elena","Elena Loutskina","Drilling and Debt","University of Virginia","Jan. 5 2018","2:30 PM - 4:30 PM","Loews Philadelphia, Commonwealth Hall D","American Finance Association","Bank and Borrower Behavior","G2",NA,NA,"Michael Schwert","Ohio State University","Mark Egan","Harvard University","Gregor Matvos","University of Chicago","","","","","ELENA",1,387,0.0025773,0.9974227,388,0,1,0,1
"Elena","Elena Simintzi","Mergers and Acquisitions, Technological Change and Inequality","University of British Columbia","Jan. 6 2018","10:15 AM - 12:15 PM","Loews Philadelphia, Commonwealth Hall C","American Finance Association","Mergers & Acquisitions II","G3",NA,NA,"Andrew Ellul","Indiana University, CEPR, CSEF, and ECGI","Kenneth Ahern","University of Southern California","Isil Erel","Ohio State University","","","","","ELENA",1,387,0.0025773,0.9974227,388,0,1,0,1
"Elena","Elena Loutskina","Fiscal Stimulus and Consumer Debt","University of Virginia","Jan. 7 2018","1:00 PM - 3:00 PM","Loews Philadelphia, Commonwealth Hall C","American Finance Association","The Causes and Consequences of Household Borrowing","G2",NA,NA,"Benjamin J. Keys","University of Pennsylvania","Eric Zwick","University of Chicago","Will Dobbie","Princeton University","Andreas Fuster","Federal Reserve Bank of New York","","","ELENA",1,387,0.0025773,0.9974227,388,0,1,0,1
"Elias","Elias Oikarinen","U.S. Metropolitan House Price Dynamics","University of Turku","Jan. 5 2018","10:15 AM - 12:15 PM","Loews Philadelphia, Washington A","American Real Estate and Urban Economics Association","Residential Real Estate Pricing","R3, C3",NA,NA,"Daniel Broxterman","Florida State University","Chun Kuang","East Carolina University","William Larson","U.S. Federal Housing Finance Agency","Eric Rosenblatt","Fannie Mae","","","ELIAS",112,0,1,0,112,1,0,1,0
"Elias","Elias Einiö","Do Tax Incentives for Research Increase Firm Innovation? An RD Design for R&D","VATT and CEP","Jan. 7 2018","10:15 AM - 12:15 PM","Marriott Philadelphia Downtown, Grand Ballroom Salon C","American Economic Association","Domestic and International Dimensions of Innovation Spillovers","O3, F2",NA,NA,"Felipe Saffie","University of Maryland","Philippe Aghion","Harvard University","Ann Harrison","University of Pennsylvania","Sina T. Ates","Federal Reserve Board","","","ELIAS",112,0,1,0,112,1,0,1,0
"Elias","Elias Rantapuska","Why Does Portfolio Choice Correlate Across Generations?","Aalto University","Jan. 7 2018","8:00 AM - 10:00 AM","Loews Philadelphia, Commonwealth Hall A1","American Finance Association","Social Influence and Networks","G0",NA,NA,"Juhani T. Linnainmaa","University of Southern California","Florian Ederer","Yale University","Cary Frydman","University of Southern California","","","","","ELIAS",112,0,1,0,112,1,0,1,0
"Eliezer","Eliezer Fich","Advertising, Attention, and Acquisition Returns","Drexel University","Jan. 6 2018","10:15 AM - 12:15 PM","Loews Philadelphia, Commonwealth Hall C","American Finance Association","Mergers & Acquisitions II","G3",NA,NA,"Andrew Ellul","Indiana University, CEPR, CSEF, and ECGI","Kenneth Ahern","University of Southern California","Isil Erel","Ohio State University","","","","","ELIEZER",33,0,1,0,33,1,0,1,0
"Elif","Elif Demiral","Entitled Women – but Not Men – Make Tougher Strategic Demands as Proposers in the Ultimatum Game","George Mason University","Jan. 6 2018","2:30 PM - 4:30 PM","Marriott Philadelphia Downtown, Meeting Room 309","American Economic Association","Closing Gender Gaps By Design: Context, Confidence, and Other Excuses","J7, C9",NA,NA,"Anat Bracha","Federal Reserve Bank of Boston","Katherine Baldiga Coffman","Harvard Business School","Maria Recalde","University of Melbourne","Corinne Low","University of Pennsylvania","","","ELIF",0,15,0,1,15,0,1,0,1
"Elissa","Elissa Braunstein","Social Reproduction, Gender Equality and Economic Growth","Colorado State University","Jan. 6 2018","2:30 PM - 4:30 PM","Loews Philadelphia, Adams","Union for Radical Political Economics","Gender, Care and Heterodox Macroeconomic Modeling","E1, B5",NA,NA,"Stephanie Seguino","University of Vermont","Daniele Tavani","Colorado State University","","","","","","","ELISSA",0,70,0,1,70,0,1,0,1
"Elissa","Elissa Braunstein","The Gender Dynamics of Employment and Distribution in a Globalizing World","Colorado State University","Jan. 5 2018","8:00 AM - 10:00 AM","Loews Philadelphia, Congress A","Union for Radical Political Economics","Macroeconomic Studies of Labor Market","E2, J1",NA,NA,"Armağan Gezici","Keene State College","Sergio Cámara Izquierdo","Universidad Autónoma Metropolitana-Azcapotzalco","","","","","","","ELISSA",0,70,0,1,70,0,1,0,1
"Elizabeth","Elizabeth Odders-White","Experiential Financial Literacy: A Field Study of My Classroom Economy","University of Wisconsin-Madison","Jan. 7 2018","10:15 AM - 12:15 PM","Marriott Philadelphia Downtown, Meeting Room 415","National Association of Economic Educators","Economic and Financial Capability Education: K-12 and College Studies","A2, G0",NA,NA,"Andrew T. Hill","Federal Reserve Bank of Philadelphia","Laura Ahlstrom","University of Delaware","Tin-Chun Lin","Indiana University-Northwest","J. Michael Collins","University of Wisconsin-Madison","Cliff Robb","University of Wisconsin-Madison","ELIZABETH",0,2022,0,1,2022,0,1,0,1
"Elizabeth","Elizabeth Asiedu","The Effect of Women’s Representation in Parliament and the Passing of Gender Sensitive Policies","University of Kansas","Jan. 5 2018","2:30 PM - 4:30 PM","Marriott Philadelphia Downtown, Meeting Room 406","African Finance and Economics Association","Issues on African Development I","O1, D1",NA,NA,"Nanivazo Malokele","University of Kansas","Akwasi Nti-Addae","Kansas Department of Commerce","Roland Pongou","University of Ottawa and Harvard University","Soumahoro Souleymane","World Bank","Ikechukwu D. Nwaka","Girne American University","ELIZABETH",0,2022,0,1,2022,0,1,0,1
"Elizabeth","Elizabeth Lwanga Nanziri","Inclusive Finance for SMEs in South Africa and Its Impact on Growth and Inequality","University of Oxford","Jan. 5 2018","2:30 PM - 4:30 PM","Marriott Philadelphia Downtown, Meeting Room 406","African Finance and Economics Association","Issues on African Development I","O1, D1",NA,NA,"Nanivazo Malokele","University of Kansas","Akwasi Nti-Addae","Kansas Department of Commerce","Roland Pongou","University of Ottawa and Harvard University","Soumahoro Souleymane","World Bank","Ikechukwu D. Nwaka","Girne American University","ELIZABETH",0,2022,0,1,2022,0,1,0,1
"Ellen","Ellen Mutari","Child Care as a Component of Sustainable Economic Development","Stockton University","Jan. 6 2018","8:00 AM - 10:00 AM","Loews Philadelphia, Adams","Union for Radical Political Economics","Care, Time Use and Work","J1, B5",NA,NA,"Thomas Masterson","Levy Institute","Ellen Mutari","Stockton University","","","","","","","ELLEN",0,624,0,1,624,0,1,0,1
"Elvira","Elvira Sojli","Commuting Time and Labor Supply","University of New South Wales","Jan. 6 2018","2:30 PM - 4:30 PM","Pennsylvania Convention Center, 112-A","American Economic Association","New Perspectives on Time Use","J2, D1",NA,NA,"Jay Stewart","U.S. Bureau of Labor Statistics","Decio Coviello","HEC Montréal","Norma Coe","University of Washington-Seattle","Patrick Warren","Clemson University","","","ELVIRA",0,51,0,1,51,0,1,0,1
"Emanuela","Emanuela Galasso","Spillovers in Social Program Participation: Evidence From Chile","World Bank","Jan. 5 2018","10:15 AM - 12:15 PM","Pennsylvania Convention Center, 102-A","Econometric Society","Public Economics","H2, H3",NA,NA,"Owen Michael Zidar","University of Chicago","Michael Best","Columbia University","Katherine Meckel","Texas A&M University","Erich Johann Muehlegger","University of California-Davis","","","EMANUELA",0,13,0,1,13,0,1,0,1
"Emerson","Emerson Melo","Discrete Choice and Rational Inattention: A General Equivalence Result","Indiana University-Bloomington","Jan. 6 2018","10:15 AM - 12:15 PM","Marriott Philadelphia Downtown, Grand Ballroom Salon C","American Economic Association","Rational Inattention with Alternative Cost Functions","D8, D1",NA,NA,"Tommaso Denti","Princeton University","Jakub Steiner","CERGE-EI","Filip Matejka","CERGE-EI","Philipp Strack","University of California-Berkeley","","","EMERSON",24,0,1,0,24,1,0,1,0
"Emiliano","Emiliano Huet-Vaughn","Stimulating the Vote: ARRA Road Spending and Vote Share","UCLA","Jan. 6 2018","10:15 AM - 12:15 PM","Pennsylvania Convention Center, 202-A","American Economic Association","Economics of Voting","D7",NA,NA,"","","","","","","","","","","EMILIANO",14,0,1,0,14,1,0,1,0
"Emilie","Emilie Jackson","The Rise of Alternative Work Arrangements: Evidence and Implications for Tax Filing and Benefit Coverage","U.S. Treasury Department","Jan. 5 2018","10:15 AM - 12:15 PM","Pennsylvania Convention Center, 202-B","Labor and Employment Relations Association","New Evidence on the Prevalence and Implications of Contract Work","J0, A1",NA,NA,"Arindrajit Dube","University of Massachusetts-Amherst","Alexandre Mas","Princeton University","Barbara Robles","Federal Reserve Board","","","","","EMILIE",0,56,0,1,56,0,1,0,1
"Emily","Emily Wiemers","Recent Trends in the Variability of Men’s Earnings: Evidence From Administrative and Survey Data","University of Massachusetts Boston","Jan. 5 2018","10:15 AM - 12:15 PM","Marriott Philadelphia Downtown, Grand Ballroom Salon I","American Economic Association","The Dynamics of Income: Celebrating 50 years of the PSID","J3, E2",NA,NA,"Karen Dynan","Harvard University","James Ziliak","University of Kentucky","","","","","","","EMILY",0,1222,0,1,1222,0,1,0,1
"Emily","Emily Williams","Monetary Policy Transmission and the Funding Structure of Banks","London Business School","Jan. 6 2018","2:30 PM - 4:30 PM","Loews Philadelphia, Commonwealth Hall B","American Finance Association","Bank Deposits","G2",NA,NA,"Philip Strahan","Boston College","Philipp Schnabl","New York University","Taylor Begley","Washington University-St. Louis","Erik Gilje","University of Pennsylvania","","","EMILY",0,1222,0,1,1222,0,1,0,1
"Emma","Emma van Inwegen","Payroll, Revenue, and Labor Demand Effects of the Minimum Wage","University of Washington","Jan. 6 2018","10:15 AM - 12:15 PM","Pennsylvania Convention Center, 203-B","Labor and Employment Relations Association","The Role of the Employer in the Labor Market","J3",NA,NA,"Jesse Rothstein","University of California-Berkeley","Alexandre Mas","Princeton University","","","","","","","EMMA",1,321,0.0031056,0.9968944,322,0,1,0,1
"Emma","Emma Duchini","Do Women Want to Work More or More Regularly? Evidence From a Natural Experiment","Warwick University","Jan. 7 2018","10:15 AM - 12:15 PM","Pennsylvania Convention Center, 111-A","American Economic Association","Economics of Motherhood","J1",NA,NA,"","","","","","","","","","","EMMA",1,321,0.0031056,0.9968944,322,0,1,0,1
"Emmanuel","Emmanuel Saez","The Elephant Curve of Global Inequality and Growth","University of California-Berkeley","Jan. 6 2018","10:15 AM - 12:15 PM","Marriott Philadelphia Downtown, Grand Ballroom Salon E","American Economic Association","Global Inequality and Policy","E0, H1",NA,NA,"Thomas Blanchet","Paris School of Economics","Lucas Chancel","Paris School of Economics","Emmanuel Saez","University of California-Berkeley","Li Yang","World Bank and Paris School of Economics","","","EMMANUEL",254,0,1,0,254,1,0,1,0
"Emmanuel","Emmanuel Saez","Measuring Labor Market Outcomes for United States Colleges","University of California-Berkeley","Jan. 5 2018","8:00 AM - 10:00 AM","Pennsylvania Convention Center, 204-B","American Economic Association","New Measures of Human Capital and Their Application","J0, L0",NA,NA,"Richard Freeman","Harvard University","Till M. Von Wachter","University of California-Los Angeles","Bruce Weinberg","Ohio State University","","","","","EMMANUEL",254,0,1,0,254,1,0,1,0
"Enda","Enda Patrick Hargaden","Measuring Both Direct and Spillover Effects of Taxation: Evidence From a Property Tax Break for First-Time Buyers","University of Tennessee-Knoxville","Jan. 5 2018","2:30 PM - 4:30 PM","Loews Philadelphia, Parlor 1","National Tax Association","Property Taxes:  Morale and Capitalization","H2, H3",NA,NA,"Joel Slemrod","University of Michigan","William Hoyt","University of Kentucky","","","","","","","ENDA",2,0,1,0,2,1,0,1,0
"Enrico","Enrico Bellino","Reproducibility, Viability, and Returns in Price of Production Systems","Catholic University Piacenza","Jan. 6 2018","10:15 AM - 12:15 PM","Loews Philadelphia, Adams","Union for Radical Political Economics","New Developments in Sraffian Theory","B2, B5",NA,NA,"Daniel E. Saros","Valparaiso University","Nathan Sivers Boyce","Willamette University","Tom Weisskopf","University of Michigan-Ann Arbor","","","","","ENRICO",34,0,1,0,34,1,0,1,0
"Enrique","Enrique Martinez-Garcia","What Ails Southern Europe?--A Quantitative Assessment of Financial Liberalization and Capital Reallocation","Federal Reserve Bank of Dallas","Jan. 6 2018","2:30 PM - 4:30 PM","Pennsylvania Convention Center, 107-A","American Economic Association","Institutions and Real Sector Activity","D0",NA,NA,"","","","","","","","","","","ENRIQUE",168,0,1,0,168,1,0,1,0
"Eoin","Eoin McGuirk","No Kin In The Game? Moral Hazard and War in the United States Congress","Yale University","Jan. 7 2018","10:15 AM - 12:15 PM","Marriott Philadelphia Downtown, Meeting Room 305","Peace Science Society International","Old and Modern Wars: New Considerations","F5, I3",NA,NA,"Carmen Carrion Flores","State University of New York-Binghamton","Carlos Seiglie","Rutgers University","Phanindra Wunnava","Middlebury College and IZA","Charles Anderton","College of the Holy Cross","","","EOIN",5,0,1,0,5,1,0,1,0
"Erasmo","Erasmo Giambona","Prostitution and House Prices: Evidence from Closing Brothels in the Netherlands","Syracuse University","Jan. 5 2018","12:30 PM - 2:15 PM","Loews Philadelphia, Washington B","American Real Estate and Urban Economics Association","Behavioral Real Estate","D2, R3",NA,NA,"William Hardin","Florida International University","Thomas Davidoff","University of British Columbia","Erik Johnson","University of Richmond","Piet Eichholtz","Maastricht University","","","ERASMO",2,0,1,0,2,1,0,1,0
"Eric","Eric R. Hake","An Institutionalist Theory of Capital in the Modern Economy: Formation, Accumulation, and Appropriation","Catawba College","Jan. 6 2018","10:15 AM - 12:15 PM","Loews Philadelphia, Washington A","Association for Evolutionary Economics","Money and Capital in Theory and Practice","G0, B5",NA,NA,"David A. Zalewski","Providence College","","","","","","","","","ERIC",2417,1,0.9995865,0.0004136,2418,1,0,1,0
"Eric","Eric Yao","Factors Affecting Access and Use of Health Care Facilities by the Aged: A Case Study of China, Ghana and India","North Carolina A&T State University","Jan. 7 2018","10:15 AM - 12:15 PM","Marriott Philadelphia Downtown, Meeting Room 404","National Economic Association","Gender Health and Elderly Health Care","J1",NA,NA,"Zhuang Hao","Indiana University-Purdue University Indianapolis","Eric Asare","Texas Tech University","Mercy Palamuleni","McNeese State University","Zarrina Jurakulova","Denison University","","","ERIC",2417,1,0.9995865,0.0004136,2418,1,0,1,0
"Eric","Eric Scorsone","The Policy Ramifications of Capital as Ideas","Michigan State University","Jan. 6 2018","10:15 AM - 12:15 PM","Loews Philadelphia, Washington A","Association for Evolutionary Economics","Money and Capital in Theory and Practice","G0, B5",NA,NA,"David A. Zalewski","Providence College","","","","","","","","","ERIC",2417,1,0.9995865,0.0004136,2418,1,0,1,0
"Eric","Eric W. Bond","DCBFTs and Trade","Vanderbilt University","Jan. 5 2018","10:15 AM - 12:15 PM","Loews Philadelphia, Lescaze","International Economics and Finance Society","The Economics of International Trade Agreements","F1",NA,NA,"","","","","","","","","","","ERIC",2417,1,0.9995865,0.0004136,2418,1,0,1,0
"Eric","Eric Michel Renault","Asymptotic Efficiency in Estimation with Moment Restrictions Including Latent Variables","Brown University","Jan. 7 2018","8:00 AM - 10:00 AM","Marriott Philadelphia Downtown, Meeting Room 410","Econometric Society","Inference and Identification Issues in Econometrics","C12, C26",NA,NA,"","","","","","","","","","","ERIC",2417,1,0.9995865,0.0004136,2418,1,0,1,0
"Eric","Eric Fesselmeyer","How Do Households Discount Over Centuries? Evidence From Singapore’s Private Housing Market","National University of Singapore","Jan. 7 2018","8:00 AM - 10:00 AM","Marriott Philadelphia Downtown, Independence Ballroom II","Association of Environmental and Resource Economists","Climate Change: Connecting Theory with Empirics","Q5",NA,NA,"Laura Bakkensen","University of Arizona","Lint Barrage","Brown University","Stephie Fried","Arizona State University","Christian Gollier","Toulouse School of Economics","","","ERIC",2417,1,0.9995865,0.0004136,2418,1,0,1,0
"Eric","Eric Seiber","Medicaid, Access to Care and Times of Economic Downturn","Ohio State University","Jan. 5 2018","10:15 AM - 12:15 PM","Marriott Philadelphia Downtown, Meeting Room 309","National Economic Association","The Economic Case or Health Equity","I1",NA,NA,"Joseph Benitez","University of Louisville","Thomas Durfee","University of Minnesota","Darrell Gaskin","Johns Hopkins University","","","","","ERIC",2417,1,0.9995865,0.0004136,2418,1,0,1,0
"Eric","Eric Brunner","School Finance Reforms, Teachers' Unions, and the Allocation of School Resources","University of Connecticut","Jan. 6 2018","2:30 PM - 4:30 PM","Pennsylvania Convention Center, 104-A","American Economic Association","New Evidence on the Effects of Teachers' Unions on Student Outcomes, Teacher Labor Markets, and the Allocation of School Resources","J5, I2",NA,NA,"Elizabeth U. Cascio","Dartmouth College","Brian Jacob","University of Michigan","","","","","","","ERIC",2417,1,0.9995865,0.0004136,2418,1,0,1,0
"Eric","Eric Scorsone","Interdependence as the Fundamental Origin of Institutional Change","Michigan State University","Jan. 5 2018","2:30 PM - 4:30 PM","Loews Philadelphia, Congress C","Association for Evolutionary Economics","Analyzing Institutions and Institutional Change","B5, O0",NA,NA,"Janet T. Knoedler","Bucknell University","","","","","","","","","ERIC",2417,1,0.9995865,0.0004136,2418,1,0,1,0
"Eric","Eric van Damme","Torn Between Three Motives","Tilburg University","Jan. 7 2018","8:00 AM - 10:00 AM","Pennsylvania Convention Center, 202-B","American Economic Association","Morality and Economics","A1, D6",NA,NA,"","","","","","","","","","","ERIC",2417,1,0.9995865,0.0004136,2418,1,0,1,0
"Eric","Eric Kyle Lewis","Information Asymmetry and Second-best Contracts in the Oil and Gas Industry","U.S. Department of Justice","Jan. 5 2018","12:30 PM - 2:15 PM","Pennsylvania Convention Center, 203-A","Industrial Organization Society","Empirical Studies of Contracting: The Case of United States Oil and Gas Leases","L1, L7",NA,NA,"Matt Gentry","London School of Economics","Kenneth Hendricks","University of Wisconsin-Madison","Daniel A. Ackerberg","University of Texas-Austin","Kosuke Uetake","Yale University","","","ERIC",2417,1,0.9995865,0.0004136,2418,1,0,1,0
"Eric","Eric van Wincoop","Gradual Portfolio Adjustment: Implications for Global Equity Portfolios and Returns","University of Virginia","Jan. 6 2018","2:30 PM - 4:30 PM","Pennsylvania Convention Center, 106-B","Econometric Society","Capital Flows, Volatility, and Sovereign Debt","A1",NA,NA,"","","","","","","","","","","ERIC",2417,1,0.9995865,0.0004136,2418,1,0,1,0
"Eric","Eric Mengus","Forward Guidance and Heterogeneous Beliefs","HEC Paris","Jan. 5 2018","8:00 AM - 10:00 AM","Pennsylvania Convention Center, 201-C","American Economic Association","Forward Guidance","E3, E5",NA,NA,"Martin S. Eichenbaum","Northwestern University","Jon Steinsson","Columbia University","Marco Del Negro","Federal Reserve Bank of New York","Gauti Eggertsson","Brown University","","","ERIC",2417,1,0.9995865,0.0004136,2418,1,0,1,0
"Eric","Eric Rosenblatt","Confirmation Bias of Collateral","Fannie Mae","Jan. 7 2018","10:15 AM - 12:15 PM","Loews Philadelphia, Washington C","American Real Estate and Urban Economics Association","Mortgages III","G2, E4",NA,NA,"Michael Fratantoni","Mortgage Bankers Association","Gary Engelhardt","Syracuse University","Lauren Lambie-Hanson","Federal Reserve Bank of Philadelphia","Benjamin Kay","U.S. Office of Financial Research","","","ERIC",2417,1,0.9995865,0.0004136,2418,1,0,1,0
"Erica","Erica Aloé","Don’t Throw Out the Baby with the Bathwater!","Sapienza University of Rome","Jan. 5 2018","2:30 PM - 4:30 PM","Loews Philadelphia, Parlor 2","International Association for Feminist Economics","Economic and Social Impact of Patriarchal Family Structures","B5, J1",NA,NA,"Edith Kuiper","State University of New York-New Paltz","Julie A. Nelson","University of Massachusetts-Boston","","","","","","","ERICA",1,838,0.0011919,0.9988081,839,0,1,0,1
"Erich","Erich Johann Muehlegger","Pass-Through of Input Cost Shocks Under Imperfect Competition: Evidence from the U.S. Fracking Boom","University of California-Davis","Jan. 5 2018","2:30 PM - 4:30 PM","Pennsylvania Convention Center, 109-A","American Economic Association","Economic Implications of Oil Price Differentials and Volatility: Analyses of Recent Shale Induced Price Shocks","Q4, L9",NA,NA,"Akshaya Jha","Carnegie Mellon University","Charles F. Mason","University of Wyoming","Joseph S. Shapiro","Yale University","Arthur van Benthem","University of Pennsylvania","Severin Borenstein","University of California-Berkeley","ERICH",28,0,1,0,28,1,0,1,0
"Erik","Erik Olsen","Modern Theories of Value and Price of Production: Towards a Common Research Project","University of Missouri-Kansas City","Jan. 7 2018","8:00 AM - 10:00 AM","Loews Philadelphia, Adams","Union for Radical Political Economics","A Dialog on the Transformation Problem","B5",NA,NA,"Fred Moseley","Mount Holyoke College","David Laibman","Brooklyn College","Erik Olsen","University of Missouri-Kansas City","","","","","ERIK",440,0,1,0,440,1,0,1,0
"Erik","Erik Plug","Sexual Orientation, Competitiveness and Income","University of Amsterdam","Jan. 6 2018","2:30 PM - 4:30 PM","Marriott Philadelphia Downtown, Meeting Room 405","American Economic Association","Pink Papers: LGBT Economics","J1, J7",NA,NA,"Mike Mueller-Smith","University of Michigan","Ralph De Haas","European Bank for Reconstruction and Development","Nathaniel Young","EBRD","","","","","ERIK",440,0,1,0,440,1,0,1,0
"Erik","Erik Gilje","Drilling and Debt","University of Pennsylvania","Jan. 5 2018","2:30 PM - 4:30 PM","Loews Philadelphia, Commonwealth Hall D","American Finance Association","Bank and Borrower Behavior","G2",NA,NA,"Michael Schwert","Ohio State University","Mark Egan","Harvard University","Gregor Matvos","University of Chicago","","","","","ERIK",440,0,1,0,440,1,0,1,0
"Erik","Erik P. Duhaime","Pay for Performance or Performance for Pay? The Case of Food Delivery Drivers","Massachusetts Institute of Technology","Jan. 7 2018","1:00 PM - 3:00 PM","Marriott Philadelphia Downtown, Meeting Room 403","American Economic Association","Economics of Taxis and Uber","R4",NA,NA,"","","","","","","","","","","ERIK",440,0,1,0,440,1,0,1,0
"Erik","Erik O. Kimbrough","Applying `Theory of Mind': Theory and Experiments","Chapman University","Jan. 6 2018","2:30 PM - 4:30 PM","Marriott Philadelphia Downtown, Meeting Room 406","Econometric Society","Predicting Outcomes in Games: New Directions","C72",NA,NA,"Bart Lipman","Boston University","Paulo Barelli","University of Rochester","J. Aislinn Bohren","University of Pennsylvania","Takuo Sugaya","Stanford University","","","ERIK",440,0,1,0,440,1,0,1,0
"Erika","Erika McEntarfer","Job-to-Job Flows and the Consequences of Job Separations","U.S. Census Bureau","Jan. 6 2018","2:30 PM - 4:30 PM","Pennsylvania Convention Center, 111-A","American Economic Association","Job Displacement","J6, J3",NA,NA,"Sam Schulhofer-Wohl","Federal Reserve Bank of Chicago","Lars Vilhuber","Cornell University","John M. Abowd","U.S. Census Bureau and Cornell University","Ann Stevens","University of California-Davis","","","ERIKA",1,457,0.0021834,0.9978166,458,0,1,0,1
"Erin","Erin George","Tweeting Adam Smith","Hood College","Jan. 6 2018","2:30 PM - 4:30 PM","Marriott Philadelphia Downtown, Meeting Room 410","American Economic Association","AEA Committee on Economic Education Poster Session","A2",NA,NA,"","","","","","","","","","","ERIN",17,817,0.0203837,0.9796163,834,0,1,0,1
