author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4
Clemens Sialm,Government Debt and Corporate Leverage: International Evidence,University of Texas-Austin and NBER,Jan. 7 2018,8:00 AM - 10:00 AM,"Loews Philadelphia, Commonwealth Hall D",American Finance Association,Capital Structure,G3,NA,NA,Adi Sunderam,Harvard University,Erik Loualiche,Massachusetts Institute of Technology,Jesse Davis,University of North Carolina-Chapel Hill,,,,,CLEMENS SIALM,Male,,,,,,NA,NA,NA,NA,NA
Clement Imbert,Migrants and Firms: Evidence from China,Warwick University,Jan. 6 2018,12:30 PM - 2:15 PM,"Pennsylvania Convention Center, 102-A",Chinese Economists Society,"Migration, Urbanization, and Labor Market Outcomes in China",J3,NA,NA,Belton M. Fleisher,Ohio State University,Dennis Yang,University of Virginia,Nathaniel Baum-Snow,University of Toronto,Mark Colas,Federal Reserve Bank of Minneapolis and University of Oregon,Xiaobo Zhang,International Food Policy Research Institute and Peking University,Clement Imbert,Male,,,,,,NA,NA,NA,NA,NA
Colin Ward,Shifts in Sectoral Wealth Shares and Risk Premia: What Explains Them?,University of Minnesota,Jan. 7 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Regency Ballroom C2",American Finance Association,Portfolio Choice and Asset Allocation of Households and Long-Term Investors,G1,NA,NA,Jules van Binsbergen,University of Pennsylvania,Christian Lundblad,University of North Carolina-Chapel Hill,Joshua Rauh,Stanford University,Clemens Sialm,University of Texas-Austin and NBER,,,Colin Ward,Male,,,,,,NA,NA,NA,NA,NA
Constanca Esteves-Sorenson,"Wage Premiums, Shirking Deterrence, Gift Exchange, and Employee Quality: Firm Evidence",Yale University,Jan. 6 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 203-B",Labor and Employment Relations Association,The Role of the Employer in the Labor Market,J3,NA,NA,Jesse Rothstein,University of California-Berkeley,Alexandre Mas,Princeton University,,,,,,,Constanca Esteves-Sorenson,Female,,,,,,NA,NA,NA,NA,NA
Costas Arkolakis,"Immigration, Growth and the Diffusion of Technology",Yale University,Jan. 5 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Meeting Room 415",Econometric Society,Trade and Technology Diffusion,A1,NA,NA,,,,,,,,,,,COSTAS ARKOLAKIS,Male,,,,,,NA,NA,NA,NA,NA
Costas Meghir,"Labor Supply, Human Capital Investment and Welfare Reform",Yale University,Jan. 5 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Meeting Room 414",Econometric Society,"The Effect of Taxes and Transfers on Labor Supply, Savings, and Health Insurance","J00, I1",NA,NA,Zvi Eckstein,Tel Aviv University,Hanming Fang,University of Pennsylvania,Wilbert VanderKlaauw,Federal Reserve Bank of New York,Hamish Low,University of Cambridge,,,COSTAS MEGHIR,Male,,,,,,NA,NA,NA,NA,NA
Cristina Arellano,World Financial Flows and Asset Prices,Federal Reserve Bank of Minneapolis,Jan. 7 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 203-A",American Economic Association,International Economics,F3,NA,NA,,,,,,,,,,,CRISTINA ARELLANO,Female,,,,,,NA,NA,NA,NA,NA
Crocker Liu,"School Quality, Latent Demand, and Bidding Wars for Houses",Cornell University,Jan. 7 2018,1:00 PM - 3:00 PM,"Loews Philadelphia, Washington C",American Real Estate and Urban Economics Association,Education and Homeownership,"R2, D0",NA,NA,Elliot Anenberg,Federal Reserve Board,Rebecca Diamond,Stanford University,Maisy Wong,University of Pennsylvania,Eric Brunner,University of Connecticut,,,Crocker Liu,Male,,,,,,NA,NA,NA,NA,NA
Crocker Liu,The Hybrid Nature of Real Estate Trusts,Cornell University,Jan. 7 2018,1:00 PM - 3:00 PM,"Loews Philadelphia, Washington A",American Real Estate and Urban Economics Association,Commercial Real Estate: Investment Performance,"G1, R3",NA,NA,Veronika Pool,Indiana University,Greg MacKinnon,Pension Real Estate Association,Jawad Addoum,Cornell University,Charles Trzcinka,Indiana University,,,Crocker Liu,Male,,,,,,NA,NA,NA,NA,NA
Dacheng Xiu,Taming the Factor Zoo,University of Chicago,Jan. 7 2018,8:00 AM - 10:00 AM,"Loews Philadelphia, Commonwealth Hall C",American Finance Association,Taming and Explaining Anomalies,G1,NA,NA,Laura Veldkamp,New York University,Christopher Polk,London School of Economics,Victor Chernozhukov,Massachusetts Institute of Technology,Ralph Koijen,New York University,,,Dacheng Xiu,Male,,,,,,NA,NA,NA,NA,NA
Dallas Burtraw,Emissions Containment in Response to Carbon Market Prices,Resources for the Future,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 308",Transportation and Public Utilities Group,Topics in Energy Issues,"H0, Q4",NA,NA,Richard Melstrom,Loyola University Chicago,Lori Bennear,Duke University,Jonathan Lee,East Carolina University,Matthew Winden,University of Wisconsin-Whitewater,,,DALLAS BURTRAW,Male,,,,,,NA,NA,NA,NA,NA
Damiano Sandri,The Expansionary Lower Bound: A Theory of Contractionary Monetary Easing,International Monetary Fund,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 403",Econometric Society,Advances in International Finance,A1,NA,NA,Andreas Stathopoulos,University of Washington,Luigi Bocola,Northwestern University,Rosen Valchev,Boston College,Pasquale Della Corte,Imperial College London and CEPR,,,DAMIANO SANDRI,Male,,,,,,NA,NA,NA,NA,NA
Damon Jones,The Labor Market Impacts of Universal and Permanent Cash Transfers: Evidence From the Alaska Permanent Fund,University of Chicago,Jan. 7 2018,1:00 PM - 3:00 PM,"Pennsylvania Convention Center, 109-A",American Economic Association,The Impact of Unconditional Cash Transfers in the United States,"H2, I3",NA,NA,Hilary Hoynes,University of California-Berkeley,Daniel Sacks,Indiana University,Chloe East,University of Colorado-Denver,Michael Gelman,Claremont McKenna College,,,Damon Jones,Male,,,,,,NA,NA,NA,NA,NA
Dan Knoepfle,Labor Market Equilibration: Evidence from Uber,Uber Technologies,Jan. 6 2018,2:30 PM - 4:30 PM,"Marriott Philadelphia Downtown, Liberty Ballroom Salon A",American Economic Association,Advances in Big Data Research in Economics,"J0, E2",NA,NA,,,,,,,,,,,Dan Knoepfle,Male,,,,,,NA,NA,NA,NA,NA
Dan Li,Dynamic Liquidity Management by Corporate Bond Mutual Funds,Federal Reserve Board,Jan. 5 2018,2:30 PM - 4:30 PM,"Loews Philadelphia, Commonwealth Hall C",American Finance Association,Fund Performance,G1,NA,NA,Lucian Taylor,University of Pennsylvania,Marcin Kacperczyk,Imperial College London,Jennifer Huang,Cheung Kong Graduate School of Business,Jonathan Reuter,Boston College,,,Dan Li,Male,,,,,,NA,NA,NA,NA,NA
Dan Li,Fire-sale Spillovers in Debt Markets,Federal Reserve Board,Jan. 6 2018,8:00 AM - 10:00 AM,"Loews Philadelphia, Commonwealth Hall D",American Finance Association,Contagion in Financial Networks,G2,NA,NA,Uday Rajan,University of Michigan,Marco Di Maggio,Harvard Business School & NBER,Christian Julliard,London School of Economics,,,,,Dan Li,Male,,,,,,NA,NA,NA,NA,NA
Dani Rodrik,Making Globalization More Inclusive: When Compensation Is Not Enough,Harvard University,Jan. 6 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 204-C",American Economic Association,Making Globalization More Inclusive,F4,NA,NA,Adam Posen,Peterson Institute for International Economics,Linda L. Tesar,University of Michigan,Matilde Bombardini,University of British Columbia,Pol Antras,Harvard University,,,DANI RODRIK,Male,,,,,,NA,NA,NA,NA,NA
Daniel Andrei,The Lost Capital Asset Pricing Model,University of California-Los Angeles,Jan. 7 2018,8:00 AM - 10:00 AM,"Loews Philadelphia, Commonwealth Hall C",American Finance Association,Taming and Explaining Anomalies,G1,NA,NA,Laura Veldkamp,New York University,Christopher Polk,London School of Economics,Victor Chernozhukov,Massachusetts Institute of Technology,Ralph Koijen,New York University,,,Daniel Andrei,Male,,,,,,NA,NA,NA,NA,NA
Daniel Dench,Does E-cigarette Advertising Encourage Adult Smokers to Quit?,City University of New York,Jan. 7 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Grand Ballroom Salon J",Health Economics Research Organization,Contributed Papers in Health Economics,I1,NA,NA,Edward Norton,University of Michigan,Christopher (Kitt) Carpenter,Vanderbilt University,Robert Kaestner,University of California-Riverside,,,,,Daniel Dench,Male,,,,,,NA,NA,NA,NA,NA
Daniel F. Waggoner,Quantifying the Bank Lending Channel of China's Monetary Policy,Federal Reserve Bank of Atlanta,Jan. 5 2018,2:30 PM - 4:30 PM,"Pennsylvania Convention Center, 112-A",Chinese Economic Association in North America,The China Economy: Issues and Prospects,"P2, O1",NA,NA,Charles Ka Yui Leung,City University of Hong Kong,,,,,,,,,Daniel F. Waggoner,Male,DANIEL WAGGONER,,,,,NA,NA,NA,NA,NA
Daniel Garcia-Macia,Macroprudential Policy with Liquidity Panics,International Monetary Fund,Jan. 6 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 202-B",American Economic Association,Macroprudential Policy and Banking Panics,"G1, G2",NA,NA,,,,,,,,,,,Daniel Garcia-Macia,Male,,,,,,NA,NA,NA,NA,NA
Daniel Garcia-Macia,The Financing of Ideas and the Great Deviation,International Monetary Fund,Jan. 7 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Meeting Room 413",Econometric Society,Misallocation and Finance,"G00, E22",NA,NA,Benjamin Hebert,Stanford University,Ezra Oberfield,Princeton University,Eduardo Davila,New York University,Oleg Itskhoki,Princeton University,,,Daniel Garcia-Macia,Male,,,,,,NA,NA,NA,NA,NA
Daniel Gottlieb,The Value of Performance Signals Under Contracting Constraints,Washington University-St. Louis,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Commonwealth Hall A1",American Finance Association,Compensation and Agency,G3,NA,NA,Ming Yang,Duke University,Robert Miller,Carnegie Mellon University,John Zhu,University of Pennsylvania,,,,,Daniel Gottlieb,Male,,,,,,NA,NA,NA,NA,NA
Daniel Hartley,"Neighborhood Choices, Neighborhood Effects and Housing Vouchers",Federal Reserve Bank of Cleveland,Jan. 6 2018,8:00 AM - 10:00 AM,"Loews Philadelphia, Washington C",American Real Estate and Urban Economics Association,Public Assistance and Neighborhood Choice,"R2, C3",NA,NA,Amanda Ross,University of Alabama,Eric Chyn,University of Virginia,Juan Pantano,University of Chicago,Katherine O'Regan,New York University,,,Daniel Hartley,Male,,,,,,NA,NA,NA,NA,NA
Daniel Hungerman,Impure Impact Giving: Theory and Evidence,University of Notre Dame,Jan. 6 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Meeting Room 404",Association for the Study of Generosity in Economics,Preferences and Altruism,D6,NA,NA,Ragan Petrie,Texas A&M University,Timothy Cason,Purdue University,A. Abigail Payne,"University of Melbourne, Melbourne Institute: Applied Economic & Social Research",,,,,DANIEL HUNGERMAN,Male,,,,,,NA,NA,NA,NA,NA
Daniel Lewis,HAR Inference: Recommendations for Practice,Harvard University,Jan. 7 2018,1:00 PM - 3:00 PM,"Marriott Philadelphia Downtown, Independence Ballroom II",Econometric Society,JBES Invited Session: HAC Estimation,C12,NA,NA,Ulrich K. Mueller,Princeton University,Yixiao Sun,University of California-San Diego,Timothy J. Vogelsang,Michigan State University,Kenneth West,University of Wisconsin,,,Daniel Lewis,Male,,,,,,NA,NA,NA,NA,NA
Daniel Metzger,"“Since You’re So Rich, You Must Be Really Smart”: Talent and the Finance Wage Premium","Stockholm School of Economics (SSE), Swedish House of Finance (SHoF), and Financial Markets Group (FMG)",Jan. 7 2018,8:00 AM - 10:00 AM,"Loews Philadelphia, Lescaze",Association of Financial Economists,"Talent, Human Capital and Finance","G3, J5",NA,NA,Thomas Philippon,New York University,Edward D. Vanwesep,University of Colorado,Darren Filson,Claremont McKenna College,Abraham S. Ravid,Yeshiva University,,,Daniel Metzger,Male,,,,,,NA,NA,NA,NA,NA
Daniel Neuhann,The Incentive Channel of Capital Market Interventions,University of Texas-Austin,Jan. 5 2018,8:00 AM - 10:00 AM,"Loews Philadelphia, Commonwealth Hall D",American Finance Association,Financial Regulation: Theory,G2,NA,NA,Douglas Diamond,University of Chicago,William Fuchs,University of Texas-Austin and University Carlos III of Madrid,Martin Oehmke,London School of Economics,David Martinez-Miera,University Carlos III,,,Daniel Neuhann,Male,,,,,,NA,NA,NA,NA,NA
Daniel Neuhann,Macroeconomic Effects of Secondary Market Trading,University of Texas-Austin,Jan. 7 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Liberty Ballroom Salon B",American Economic Association,"Evolutionary Dynamics in Financial Markets: Booms, Busts, and Policy","G1, E5",NA,NA,Arthur J. Robson,Simon Fraser University,Nobuhiro Kiyotaki,Princeton University,Eduardo Davila,New York University,Keshav Dogra,Federal Reserve Bank of New York,,,Daniel Neuhann,Male,,,,,,NA,NA,NA,NA,NA
Daniel P. Ahn,The Sword and the Shield: The Economics of Targeted Sanctions,Johns Hopkins University,Jan. 6 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Independence Ballroom I",Economics of National Security Association,Economics of National Security,"H4, H5",NA,NA,Eli Berman,University of California-San Diego,Martin Feldstein,Harvard University and NBER,,,,,,,Daniel P. Ahn,Male,,,,,,NA,NA,NA,NA,NA
Daniel Paravisini,High-cost Debt and Borrower Reputation: Evidence From the United Kingdom,London School of Economics,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Regency Ballroom C2",American Finance Association,Household Finance,G2,NA,NA,Adriano Rampini,Duke University,Vyacheslav Fos,Boston College,Samuel Hanson,Harvard Business School,Efraim Benmelech,Northwestern University,,,DANIEL PARAVISINI,Male,,,,,,NA,NA,NA,NA,NA
Daniel Prinz,Screening in Contract Design: Evidence From the ACA Health Insurance Exchanges,Harvard University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Grand Ballroom Salon J",Health Economics Research Organization,Eight Years Later: Analyses of ACA Health Insurance Markets,I1,NA,NA,Jonathan Gruber,Massachusetts Institute of Technology,Sarah Miller,University of Michigan,Michael Chernew,Harvard University,,,,,Daniel Prinz,Male,,,,,,NA,NA,NA,NA,NA
Daniel Weinberg,Long-Run Outcomes of HOPE VI Public Housing Demolitions for Children,U.S. Census Bureau,Jan. 6 2018,8:00 AM - 10:00 AM,"Loews Philadelphia, Washington C",American Real Estate and Urban Economics Association,Public Assistance and Neighborhood Choice,"R2, C3",NA,NA,Amanda Ross,University of Alabama,Eric Chyn,University of Virginia,Juan Pantano,University of Chicago,Katherine O'Regan,New York University,,,Daniel Weinberg,Male,,,,,,NA,NA,NA,NA,NA
Daniel Wilson,The Impact of Weather on Local Employment: Using Big Data on Small Places,Federal Reserve Bank of San Francisco,Jan. 7 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Independence Ballroom II",Association of Environmental and Resource Economists,Estimating Climate Change Damages,Q5,NA,NA,Michael Anderson,University of California-Berkeley,Justin Gallagher,Case Western Reserve University,Kyle Meng,University of California-Santa Barbara,Jeffrey Shrader,New York University and Columbia University,,,DANIEL WILSON,Male,,,,,,NA,NA,NA,NA,NA
Daniel Wolfenzon,Drivers of Effort: Evidence From Employee Absenteeism,Columbia University,Jan. 7 2018,8:00 AM - 10:00 AM,"Loews Philadelphia, Lescaze",Association of Financial Economists,"Talent, Human Capital and Finance","G3, J5",NA,NA,Thomas Philippon,New York University,Edward D. Vanwesep,University of Colorado,Darren Filson,Claremont McKenna College,Abraham S. Ravid,Yeshiva University,,,DANIEL WOLFENZON,Male,,,,,,NA,NA,NA,NA,NA
Danielle Li,Developing Novel Drugs,Harvard Business School,Jan. 7 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 403",American Economic Association,Trajectories of Innovation: Evaluation and Direction in R&D Project Selection,"O3, L2",NA,NA,,,,,,,,,,,Danielle Li,Female,,,,,,NA,NA,NA,NA,NA
Danny Yagan,Capitalists in the Twenty-first Century,University of California-Berkeley,Jan. 7 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Meeting Room 415",Econometric Society,Top Income Inequality,"D3, J2",NA,NA,Stefanie Stantcheva,Harvard University,Jeffrey Paul Clemens,University of California-San Diego,Johannes F. Schmieder,Boston University,David Cesarini,New York University,,,Danny Yagan,Male,,,,,,NA,NA,NA,NA,NA
Danny Yagan,Measuring Labor Market Outcomes for United States Colleges,University of California-Berkeley,Jan. 5 2018,8:00 AM - 10:00 AM,"Pennsylvania Convention Center, 204-B",American Economic Association,New Measures of Human Capital and Their Application,"J0, L0",NA,NA,Richard Freeman,Harvard University,Till M. Von Wachter,University of California-Los Angeles,Bruce Weinberg,Ohio State University,,,,,Danny Yagan,Male,,,,,,NA,NA,NA,NA,NA
Darius Palia,Feedbacks: Financial Market and Economic Activity,Rutgers University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Grand Ballroom Salon B",American Economic Association,"Monetary Policy, Financial Conditions and the Economy","E5, G1",NA,NA,Ian Dew-Becker,Northwestern University,Narayana Kocherlakota,University of Rochester,Yuriy Gorodnichenko,University of California-Berkeley,,,,,Darius Palia,Male,,,,,,NA,NA,NA,NA,NA
Daron Acemoglu,Endogenous Production Networks,Massachusetts Institute of Technology,Jan. 7 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Grand Ballroom Salon B",American Economic Association,Production Networks,E0,NA,NA,,,,,,,,,,,DARON ACEMOGLU,Male,"DARON ACEMOGLU,",,,,,NA,NA,NA,NA,NA
Daron Acemoglu,"The Race between Machine and Man: Implications of Technology for Employment, Factor Shares and Growth",Massachusetts Institute of Technology,Jan. 7 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Grand Ballroom Salon G",American Economic Association,Labor Markets in the Age of Artificial Intelligence,"O3, J2",NA,NA,Erik Brynjolfsson,Massachusetts Institute of Technology,Matthew Rognlie,Northwestern University,Paul Gaggl,University of North Carolina-Charlotte,Emmanuel Farhi,Harvard University,,,DARON ACEMOGLU,Male,"DARON ACEMOGLU,",,,,,NA,NA,NA,NA,NA
Daron Acemoglu,Robots and Jobs: Evidence From United States Labor Markets,Massachusetts Institute of Technology,Jan. 5 2018,2:30 PM - 4:30 PM,"Marriott Philadelphia Downtown, Grand Ballroom Salon F",American Economic Association,Automation and the Workforce,"O3, J2",NA,NA,Philippe Aghion,Harvard University,Avi Goldfarb,University of Toronto,Georg Graetz,Uppsala University,Robert Seamans,New York University,,,DARON ACEMOGLU,Male,"DARON ACEMOGLU,",,,,,NA,NA,NA,NA,NA
Daron Acemoglu,"Artificial Intelligence, Automation and Work",Massachusetts Institute of Technology,Jan. 6 2018,2:30 PM - 4:30 PM,"Marriott Philadelphia Downtown, Grand Ballroom Salon E",American Economic Association,Economic Consequences of Artificial Intelligence and Robotics,"O4, O4",NA,NA,Benjamin Jones,Northwestern University,Shane Greenstein,Harvard Business School,Susan Helper,Case Western Reserve University,Miguel Villas-Boas,University of California-Berkeley,,,DARON ACEMOGLU,Male,"DARON ACEMOGLU,",,,,,NA,NA,NA,NA,NA
Darwin Choi,The Effect of Superstar Firms on College Major Choice,Chinese University of Hong Kong,Jan. 7 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 306",American Economic Association,Cohort Effects: Sources and Implications,"A1, J0",NA,NA,James Choi,Yale University and NBER,Scott Baker,Northwestern University,Na'ama Shenhav,Dartmouth College,Kelly Shue,University of Chicago and NBER,,,Darwin Choi,Male,,,,,,NA,NA,NA,NA,NA
David A. Green,"The Minimum Wage, Turnover, and the Shape of the Wage Distribution",University of British Columbia,Jan. 6 2018,8:00 AM - 10:00 AM,"Pennsylvania Convention Center, 204-B",American Economic Association,Minimum Wage and the Earnings Distribution: New Methods and New Models,"J3, J2",NA,NA,David S. Lee,Princeton University,Joseph Mullins,University of Western Ontario,David Autor,Massachusetts Institute of Technology,Arindrajit Dube,University of Massachusetts-Amherst,,,DAVID A. GREEN,Male,David Green,,,,,NA,NA,NA,NA,NA
David A. Wise,Longitudinal Determinants of Late-life Wealth,Harvard University,Jan. 6 2018,2:30 PM - 4:30 PM,"Pennsylvania Convention Center, 204-C",American Economic Association,Retirement Wealth Inequality,"E2, J3",NA,NA,Charles Jeszeck,U.S. Government Accountability Office,Stephanie Kelton,Stony Brook University,Melinda Morrill,North Carolina State University,,,,,David A. Wise,Male,David Wise,,,,,NA,NA,NA,NA,NA
David Aikman,"Credit, Risk Appetite, and Monetary Policy Transmission",Bank of England,Jan. 5 2018,2:30 PM - 4:30 PM,"Marriott Philadelphia Downtown, Grand Ballroom Salon C",American Economic Association,Credit Cycles and the Role of Macro-prudential Policy,"E3, G2",NA,NA,Jeremy Stein,Harvard University,Kristin J. Forbes,Massachusetts Institute of Technology,Helene Rey,London Business School,Nina Boyarchenko,Federal Reserve Bank of New York,,,David Aikman,Male,,,,,,NA,NA,NA,NA,NA
David Aikman,"Narratives, Social Contagion and Credit Booms",Bank of England,Jan. 5 2018,2:30 PM - 4:30 PM,"Marriott Philadelphia Downtown, Grand Ballroom Salon C",American Economic Association,Credit Cycles and the Role of Macro-prudential Policy,"E3, G2",NA,NA,Jeremy Stein,Harvard University,Kristin J. Forbes,Massachusetts Institute of Technology,Helene Rey,London Business School,Nina Boyarchenko,Federal Reserve Bank of New York,,,David Aikman,Male,,,,,,NA,NA,NA,NA,NA
David Autor,Trade and Innovation — Comparing Evidence from Three Different Sources of Import Competition,Massachusetts Institute of Technology,Jan. 7 2018,1:00 PM - 3:00 PM,"Pennsylvania Convention Center, 203-A",Labor and Employment Relations Association,On the Decline of Manufacturing Productivity Growth and Employment,A1,NA,NA,Ann Harrison,University of Pennsylvania,J. Bradford DeLong,University of California-Berkeley,Nikolas Zolas,U.S. Census Bureau,,,,,DAVID AUTOR,Male,,,,,,NA,NA,NA,NA,NA
David Autor,Foreign Competition and Domestic Innovation: Evidence From United States Patents,Massachusetts Institute of Technology,Jan. 7 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Liberty Ballroom Salon A",American Economic Association,Trade and Innovation,"O3, F1",NA,NA,,,,,,,,,,,DAVID AUTOR,Male,,,,,,NA,NA,NA,NA,NA
David Autor,The Fall of the Labor Share and the Rise of Superstar Firms,Massachusetts Institute of Technology,Jan. 7 2018,1:00 PM - 3:00 PM,"Pennsylvania Convention Center, 201-B",American Economic Association,"Investment, Rates and Rents","D2, E2",NA,NA,Jessica Wachter,University of Pennsylvania,John Haltiwanger,University of Maryland,Hugo A. Hopenhayn,University of California-Los Angeles,Jason Furman,Peterson Institute for International Economics,,,DAVID AUTOR,Male,,,,,,NA,NA,NA,NA,NA
David Baqaee,The Macroeconomic Impact of Microeconomic Shocks: Beyond Hulten's Theorem,London School of Economics,Jan. 6 2018,8:00 AM - 10:00 AM,"Pennsylvania Convention Center, 107-B",American Economic Association,The Micro Origins of Macro,"E0, F4",NA,NA,Saki Bigio,University of California-Los Angeles,Ezra Oberfield,Princeton University,Lorenzo Caliendo,Yale University,Aureo de Paula,University College London,,,David Baqaee,Male,,,,,,NA,NA,NA,NA,NA
David Baqaee,The Macroeconomic Impact of Microeconomic Shocks: Distorted Economy,London School of Economics,Jan. 7 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 406",Econometric Society,Advances in International Economics,A1,NA,NA,Adrien Verdelhan,Massachusetts Institute of Technology,Thomas Philippon,New York University,Guido Lorenzoni,Northwestern University,Tarek A. Hassan,"Boston University, NBER and CEPR",,,David Baqaee,Male,,,,,,NA,NA,NA,NA,NA
David Dorn,Trade and Innovation — Comparing Evidence from Three Different Sources of Import Competition,University of Zurich,Jan. 7 2018,1:00 PM - 3:00 PM,"Pennsylvania Convention Center, 203-A",Labor and Employment Relations Association,On the Decline of Manufacturing Productivity Growth and Employment,A1,NA,NA,Ann Harrison,University of Pennsylvania,J. Bradford DeLong,University of California-Berkeley,Nikolas Zolas,U.S. Census Bureau,,,,,David Dorn,Male,,,,,,NA,NA,NA,NA,NA
David Dorn,Foreign Competition and Domestic Innovation: Evidence From United States Patents,University of Zurich,Jan. 7 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Liberty Ballroom Salon A",American Economic Association,Trade and Innovation,"O3, F1",NA,NA,,,,,,,,,,,David Dorn,Male,,,,,,NA,NA,NA,NA,NA
David Dorn,Domestic Outsourcing of Labor Services in the United States: 1996-2015,University of Zurich,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 202-B",Labor and Employment Relations Association,New Evidence on the Prevalence and Implications of Contract Work,"J0, A1",NA,NA,Arindrajit Dube,University of Massachusetts-Amherst,Alexandre Mas,Princeton University,Barbara Robles,Federal Reserve Board,,,,,David Dorn,Male,,,,,,NA,NA,NA,NA,NA
David Hemous,The Spill-over Effects of Top Income Inequality,University of Zurich,Jan. 7 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Meeting Room 415",Econometric Society,Top Income Inequality,"D3, J2",NA,NA,Stefanie Stantcheva,Harvard University,Jeffrey Paul Clemens,University of California-San Diego,Johannes F. Schmieder,Boston University,David Cesarini,New York University,,,DAVID HEMOUS,Male,,,,,,NA,NA,NA,NA,NA
David Hummels,"No Pain, No Gain: The Effects of Exports on Sickness, Injury, and Effort",Purdue University,Jan. 5 2018,8:00 AM - 10:00 AM,"Pennsylvania Convention Center, 104-A",American Economic Association,International Trade and Health,"F1, I1",NA,NA,John Cawley,Cornell University,David Atkin,Massachusetts Institute of Technology,Brian Kovak,Carnegie Mellon University,Charles Courtemanche,Georgia State University,,,DAVID HUMMELS,Male,,,,,,NA,NA,NA,NA,NA
David J. Deming,The Impacts of Price Caps and Spending Cuts on US Postsecondary Attainment,Harvard University and NBER,Jan. 6 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 109-A",American Economic Association,The Supply Side of Higher Education:  University Choices and the Implications for Students,I2,NA,NA,Mary Ann Bronson,Georgetown University,Michael Dinerstein,University of Chicago,Richard K. Mansfield,University of Colorado,Christopher Neilson,Princeton University,,,David J. Deming,Male,David Deming,,,,,NA,NA,NA,NA,NA
David Johnson,"Inequality in 3-D: Income, Consumption, and Wealth",University of Michigan,Jan. 6 2018,2:30 PM - 4:30 PM,"Pennsylvania Convention Center, 203-A",Labor and Employment Relations Association,Dimensions of Wealth Inequality,N3,NA,NA,Salvatore Morelli,City University of New York,Alice M. Henriques,Federal Reserve Board,,,,,,,DAVID JOHNSON,Male,,,,,,NA,NA,NA,NA,NA
David Kelly,Firm and Household Responses to Climate Change Risks,University of Miami,Jan. 7 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Independence Ballroom II",Association of Environmental and Resource Economists,Climate Change: Connecting Theory with Empirics,Q5,NA,NA,Laura Bakkensen,University of Arizona,Lint Barrage,Brown University,Stephie Fried,Arizona State University,Christian Gollier,Toulouse School of Economics,,,DAVID KELLY,Male,,,,,,NA,NA,NA,NA,NA
David Lagakos,The Welfare Effects of Encouraging Rural-urban Migration,University of California-San Diego,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 104-A",American Economic Association,Sectoral Wage Gaps and the Returns to Migration,"O4, J6",NA,NA,Taryn Dinkelman,Dartmouth College,Jeremy Magruder,University of California-Berkeley,Samuel Bazzi,Boston University,Kathleen Beegle,World Bank,,,DAVID LAGAKOS,Male,,,,,,NA,NA,NA,NA,NA
