paper_title,author,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation
The Effect of Interest Rates on Home Buying: Evidence From a Discontinuity in Mortgage Insurance Premiums,Daniel Ringo,Federal Reserve Board,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Washington C",American Real Estate and Urban Economics Association,Mortgages I,"G2, K2",,,Joao Cocco,London Business School,Tomasz Piskorski,Columbia University,Manuel Adelino,Duke University,Burton Hollifield,Carnegie Mellon University
"Liquidity Provision, Credit Risk and the Bond Spread: New Evidence From the Subprime Mortgage Market",Timothy Riddiough,University of Wisconsin-Madison,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Washington C",American Real Estate and Urban Economics Association,Mortgages I,"G2, K2",,,Joao Cocco,London Business School,Tomasz Piskorski,Columbia University,Manuel Adelino,Duke University,Burton Hollifield,Carnegie Mellon University
"Liquidity Provision, Credit Risk and the Bond Spread: New Evidence From the Subprime Mortgage Market",Xudong An,Federal Reserve Bank of Philadelphia,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Washington C",American Real Estate and Urban Economics Association,Mortgages I,"G2, K2",,,Joao Cocco,London Business School,Tomasz Piskorski,Columbia University,Manuel Adelino,Duke University,Burton Hollifield,Carnegie Mellon University
Do Airbnb Properties Affect House Prices?,Stephen Sheppard,Williams College,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Washington A",American Real Estate and Urban Economics Association,Residential Real Estate Pricing,"R3, C3",,,Daniel Broxterman,Florida State University,Chun Kuang,East Carolina University,William Larson,U.S. Federal Housing Finance Agency,Eric Rosenblatt,Fannie Mae
Do Airbnb Properties Affect House Prices?,Andrew Udell,Dropbox,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Washington A",American Real Estate and Urban Economics Association,Residential Real Estate Pricing,"R3, C3",,,Daniel Broxterman,Florida State University,Chun Kuang,East Carolina University,William Larson,U.S. Federal Housing Finance Agency,Eric Rosenblatt,Fannie Mae
The Sharing Economy and Housing Affordability: Evidence from Airbnb,Edward Kung,University of California-Los Angeles,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Washington A",American Real Estate and Urban Economics Association,Residential Real Estate Pricing,"R3, C3",,,Daniel Broxterman,Florida State University,Chun Kuang,East Carolina University,William Larson,U.S. Federal Housing Finance Agency,Eric Rosenblatt,Fannie Mae
The Sharing Economy and Housing Affordability: Evidence from Airbnb,Kyle Barron,University of California-Los Angeles,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Washington A",American Real Estate and Urban Economics Association,Residential Real Estate Pricing,"R3, C3",,,Daniel Broxterman,Florida State University,Chun Kuang,East Carolina University,William Larson,U.S. Federal Housing Finance Agency,Eric Rosenblatt,Fannie Mae
"Think Globally, Aggregate Locally: Index Consistency in the Presence Asymmetric Appreciation",Thom Malone,Harvard University,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Washington A",American Real Estate and Urban Economics Association,Residential Real Estate Pricing,"R3, C3",,,Daniel Broxterman,Florida State University,Chun Kuang,East Carolina University,William Larson,U.S. Federal Housing Finance Agency,Eric Rosenblatt,Fannie Mae
"Think Globally, Aggregate Locally: Index Consistency in the Presence Asymmetric Appreciation",Christian Redfearn,University of Southern California,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Washington A",American Real Estate and Urban Economics Association,Residential Real Estate Pricing,"R3, C3",,,Daniel Broxterman,Florida State University,Chun Kuang,East Carolina University,William Larson,U.S. Federal Housing Finance Agency,Eric Rosenblatt,Fannie Mae
U.S. Metropolitan House Price Dynamics,Steven Bourassa,Florida Atlantic University,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Washington A",American Real Estate and Urban Economics Association,Residential Real Estate Pricing,"R3, C3",,,Daniel Broxterman,Florida State University,Chun Kuang,East Carolina University,William Larson,U.S. Federal Housing Finance Agency,Eric Rosenblatt,Fannie Mae
U.S. Metropolitan House Price Dynamics,Janne Engblom,University of Turku,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Washington A",American Real Estate and Urban Economics Association,Residential Real Estate Pricing,"R3, C3",,,Daniel Broxterman,Florida State University,Chun Kuang,East Carolina University,William Larson,U.S. Federal Housing Finance Agency,Eric Rosenblatt,Fannie Mae
U.S. Metropolitan House Price Dynamics,Martin Hoesli,University of Geneva,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Washington A",American Real Estate and Urban Economics Association,Residential Real Estate Pricing,"R3, C3",,,Daniel Broxterman,Florida State University,Chun Kuang,East Carolina University,William Larson,U.S. Federal Housing Finance Agency,Eric Rosenblatt,Fannie Mae
U.S. Metropolitan House Price Dynamics,Elias Oikarinen,University of Turku,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Washington A",American Real Estate and Urban Economics Association,Residential Real Estate Pricing,"R3, C3",,,Daniel Broxterman,Florida State University,Chun Kuang,East Carolina University,William Larson,U.S. Federal Housing Finance Agency,Eric Rosenblatt,Fannie Mae
"The Differential Incidence and Severity of Food Insecurity by Racial, Ethnic, and Immigrant Groups Over the Great Recession in the United States",Alfonso Flores-Lagunes,Syracuse University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 404",American Society of Hispanic Economists,Immigrants and Hispanics Facing Hardships,"J0, I0",,,Anita Alves Pena,Colorado State University,David Mckenzie,World Bank,Susan Pozo,Western Michigan University,Linda Bilmes,Harvard University
"The Differential Incidence and Severity of Food Insecurity by Racial, Ethnic, and Immigrant Groups Over the Great Recession in the United States",Hugo Jales,Syracuse University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 404",American Society of Hispanic Economists,Immigrants and Hispanics Facing Hardships,"J0, I0",,,Anita Alves Pena,Colorado State University,David Mckenzie,World Bank,Susan Pozo,Western Michigan University,Linda Bilmes,Harvard University
"The Differential Incidence and Severity of Food Insecurity by Racial, Ethnic, and Immigrant Groups Over the Great Recession in the United States",Judith Liu,Syracuse University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 404",American Society of Hispanic Economists,Immigrants and Hispanics Facing Hardships,"J0, I0",,,Anita Alves Pena,Colorado State University,David Mckenzie,World Bank,Susan Pozo,Western Michigan University,Linda Bilmes,Harvard University
"The Differential Incidence and Severity of Food Insecurity by Racial, Ethnic, and Immigrant Groups Over the Great Recession in the United States",Norbert Wilson,Tufts University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 404",American Society of Hispanic Economists,Immigrants and Hispanics Facing Hardships,"J0, I0",,,Anita Alves Pena,Colorado State University,David Mckenzie,World Bank,Susan Pozo,Western Michigan University,Linda Bilmes,Harvard University
Using Eye Tracking to Study Migrant Remittances,Angelino Viceisza,Spelman College,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 404",American Society of Hispanic Economists,Immigrants and Hispanics Facing Hardships,"J0, I0",,,Anita Alves Pena,Colorado State University,David Mckenzie,World Bank,Susan Pozo,Western Michigan University,Linda Bilmes,Harvard University
Using Eye Tracking to Study Migrant Remittances,Eduardo Nakasone,Michigan State University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 404",American Society of Hispanic Economists,Immigrants and Hispanics Facing Hardships,"J0, I0",,,Anita Alves Pena,Colorado State University,David Mckenzie,World Bank,Susan Pozo,Western Michigan University,Linda Bilmes,Harvard University
Using Eye Tracking to Study Migrant Remittances,Maximo Torero,World Bank,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 404",American Society of Hispanic Economists,Immigrants and Hispanics Facing Hardships,"J0, I0",,,Anita Alves Pena,Colorado State University,David Mckenzie,World Bank,Susan Pozo,Western Michigan University,Linda Bilmes,Harvard University
Split Families and the Future of Children: Immigration Enforcement and Foster Care Placements,Catalina Amuedo-Dorantes,San Diego State University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 404",American Society of Hispanic Economists,Immigrants and Hispanics Facing Hardships,"J0, I0",,,Anita Alves Pena,Colorado State University,David Mckenzie,World Bank,Susan Pozo,Western Michigan University,Linda Bilmes,Harvard University
Split Families and the Future of Children: Immigration Enforcement and Foster Care Placements,Esther Arenas-Arroyo,Queen Mary University of London,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 404",American Society of Hispanic Economists,Immigrants and Hispanics Facing Hardships,"J0, I0",,,Anita Alves Pena,Colorado State University,David Mckenzie,World Bank,Susan Pozo,Western Michigan University,Linda Bilmes,Harvard University
Do Hispanic Veterans Work Through Their Disabilities?,David van der Goes,University of New Mexico,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 404",American Society of Hispanic Economists,Immigrants and Hispanics Facing Hardships,"J0, I0",,,Anita Alves Pena,Colorado State University,David Mckenzie,World Bank,Susan Pozo,Western Michigan University,Linda Bilmes,Harvard University
Do Hispanic Veterans Work Through Their Disabilities?,Richard Santos,University of New Mexico,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 404",American Society of Hispanic Economists,Immigrants and Hispanics Facing Hardships,"J0, I0",,,Anita Alves Pena,Colorado State University,David Mckenzie,World Bank,Susan Pozo,Western Michigan University,Linda Bilmes,Harvard University
Dillard and Klein: The Exercise of Power in a Monetary Production Economy,Joe Ballegeer,University of Missouri-Kansas City,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Congress C",Association for Evolutionary Economics,"Power, Harm, and the Modern Corporation","L0, B5",,,F. Gregory Hayden,University of Nebraska-Lincoln
Harm: Its Importance in History and Economics,Lane Vanderslice,Hunger Notes,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Congress C",Association for Evolutionary Economics,"Power, Harm, and the Modern Corporation","L0, B5",,,F. Gregory Hayden,University of Nebraska-Lincoln
Corporate Power in Two Gilded Ages: The Late 19th and Early 21st Centuries,Janet T. Knoedler,Bucknell University,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Congress C",Association for Evolutionary Economics,"Power, Harm, and the Modern Corporation","L0, B5",,,F. Gregory Hayden,University of Nebraska-Lincoln
Global Production Networks and the Private Organization of World Trade,Ann E. Davis,Marist College,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Congress C",Association for Evolutionary Economics,"Power, Harm, and the Modern Corporation","L0, B5",,,F. Gregory Hayden,University of Nebraska-Lincoln
"The Institutionalist Theory of the Business Enterprise: Past, Present, and Future",Tae-Hee Jo,State University of New York-Buffalo State,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Congress C",Association for Evolutionary Economics,"Power, Harm, and the Modern Corporation","L0, B5",,,F. Gregory Hayden,University of Nebraska-Lincoln
Complementary Currencies in the Solidarity Economy: The Local Job Guarantee,Mathew Forstater,University of Missouri-Kansas City,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Anthony",Association for Social Economics,"Solidarity and Sustainability: Full Employment, Inclusion, and Social Justice",B5,,
On The Reservation: Toward a Job Guarantee Program For American Indian Nations,Michael J. Murray,Bemidji State University,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Anthony",Association for Social Economics,"Solidarity and Sustainability: Full Employment, Inclusion, and Social Justice",B5,,
Full Employment and the Job Guarantee: An All-American Tradition,William A. Darity Jr,Duke University,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Anthony",Association for Social Economics,"Solidarity and Sustainability: Full Employment, Inclusion, and Social Justice",B5,,
"A Job Guarantee for Tunisia: Undoing Decades of Colonialism, Neoliberalism, and Exclusion",Fadhel Kaboub,Denison University and the Binzagr Institute for Sustainable Prosperity,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Anthony",Association for Social Economics,"Solidarity and Sustainability: Full Employment, Inclusion, and Social Justice",B5,,
A Black Perspective on Canada’s Third Sector: Case Studies on Women Leaders in the Social Economy,Caroline Shenaz Hossein,York University,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Anthony",Association for Social Economics,"Solidarity and Sustainability: Full Employment, Inclusion, and Social Justice",B5,,
Just a Minute: The Effect of Emergency Department Wait Time on the Cost of Care,Lindsey Woodworth,University of South Carolina,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 415",Association of Christian Economists,Health of Vulnerable Groups,I1,,,Daniel Wilmoth,U.S. Small Business Administration,Catherine Maclean,Temple University,Mark Hoekstra,Texas A&M University
The Effect of the State Children’s Health Insurance Program on the Mental and Behavioral Health of Children,Sarah Hamersma,Syracuse University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 415",Association of Christian Economists,Health of Vulnerable Groups,I1,,,Daniel Wilmoth,U.S. Small Business Administration,Catherine Maclean,Temple University,Mark Hoekstra,Texas A&M University
The Effect of the State Children’s Health Insurance Program on the Mental and Behavioral Health of Children,Jinqi Ye,Huazhong University of Science and Technology,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 415",Association of Christian Economists,Health of Vulnerable Groups,I1,,,Daniel Wilmoth,U.S. Small Business Administration,Catherine Maclean,Temple University,Mark Hoekstra,Texas A&M University
Effect of Craigslist on Violence Against Women,Scott Cunningham,Baylor University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 415",Association of Christian Economists,Health of Vulnerable Groups,I1,,,Daniel Wilmoth,U.S. Small Business Administration,Catherine Maclean,Temple University,Mark Hoekstra,Texas A&M University
Effect of Craigslist on Violence Against Women,Gregory DeAngelo,West Virginia University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 415",Association of Christian Economists,Health of Vulnerable Groups,I1,,,Daniel Wilmoth,U.S. Small Business Administration,Catherine Maclean,Temple University,Mark Hoekstra,Texas A&M University
Effect of Craigslist on Violence Against Women,John Tripp,Baylor University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 415",Association of Christian Economists,Health of Vulnerable Groups,I1,,,Daniel Wilmoth,U.S. Small Business Administration,Catherine Maclean,Temple University,Mark Hoekstra,Texas A&M University
Response of Consumer Debt to Income Shocks: The Case of Energy Booms and Busts,Jason Brown,Federal Reserve Bank of Kansas City,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 204-B",Association of Environmental and Resource Economists,Local Implications of Shale Gas,Q4,,,Martin Stuermer,Federal Reserve Bank of Dallas,Nida Cakir Melek,Federal Reserve Bank of Kansas City,Anil Kumar,Federal Reserve Bank of Dallas,Soren Anderson,Michigan State University
Local Economic Shocks and Entrepreneurship: New Business Formation During the Shale Oil and Gas Boom,Ryan Decker,Federal Reserve Board,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 204-B",Association of Environmental and Resource Economists,Local Implications of Shale Gas,Q4,,,Martin Stuermer,Federal Reserve Bank of Dallas,Nida Cakir Melek,Federal Reserve Bank of Kansas City,Anil Kumar,Federal Reserve Bank of Dallas,Soren Anderson,Michigan State University
Local Economic Shocks and Entrepreneurship: New Business Formation During the Shale Oil and Gas Boom,Meagan McCollum,City University of New York-Baruch College,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 204-B",Association of Environmental and Resource Economists,Local Implications of Shale Gas,Q4,,,Martin Stuermer,Federal Reserve Bank of Dallas,Nida Cakir Melek,Federal Reserve Bank of Kansas City,Anil Kumar,Federal Reserve Bank of Dallas,Soren Anderson,Michigan State University
Local Economic Shocks and Entrepreneurship: New Business Formation During the Shale Oil and Gas Boom,Gregory B. Upton Jr,Louisiana State University,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 204-B",Association of Environmental and Resource Economists,Local Implications of Shale Gas,Q4,,,Martin Stuermer,Federal Reserve Bank of Dallas,Nida Cakir Melek,Federal Reserve Bank of Kansas City,Anil Kumar,Federal Reserve Bank of Dallas,Soren Anderson,Michigan State University
Collateral Damage: The Impact of Shale Gas on Mortgage Lending.,Ashley Vissing,University of Chicago,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 204-B",Association of Environmental and Resource Economists,Local Implications of Shale Gas,Q4,,,Martin Stuermer,Federal Reserve Bank of Dallas,Nida Cakir Melek,Federal Reserve Bank of Kansas City,Anil Kumar,Federal Reserve Bank of Dallas,Soren Anderson,Michigan State University
Collateral Damage: The Impact of Shale Gas on Mortgage Lending.,Yanyou Chen,Duke University,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 204-B",Association of Environmental and Resource Economists,Local Implications of Shale Gas,Q4,,,Martin Stuermer,Federal Reserve Bank of Dallas,Nida Cakir Melek,Federal Reserve Bank of Kansas City,Anil Kumar,Federal Reserve Bank of Dallas,Soren Anderson,Michigan State University
Collateral Damage: The Impact of Shale Gas on Mortgage Lending.,James W. Roberts,Duke University,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 204-B",Association of Environmental and Resource Economists,Local Implications of Shale Gas,Q4,,,Martin Stuermer,Federal Reserve Bank of Dallas,Nida Cakir Melek,Federal Reserve Bank of Kansas City,Anil Kumar,Federal Reserve Bank of Dallas,Soren Anderson,Michigan State University
Collateral Damage: The Impact of Shale Gas on Mortgage Lending.,Christopher Timmins,Duke University,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 204-B",Association of Environmental and Resource Economists,Local Implications of Shale Gas,Q4,,,Martin Stuermer,Federal Reserve Bank of Dallas,Nida Cakir Melek,Federal Reserve Bank of Kansas City,Anil Kumar,Federal Reserve Bank of Dallas,Soren Anderson,Michigan State University
"The Local Effects of the Texas Shale Boom on Schools, Students, and Teachers",Jeremy Weber,University of Pittsburgh,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 204-B",Association of Environmental and Resource Economists,Local Implications of Shale Gas,Q4,,,Martin Stuermer,Federal Reserve Bank of Dallas,Nida Cakir Melek,Federal Reserve Bank of Kansas City,Anil Kumar,Federal Reserve Bank of Dallas,Soren Anderson,Michigan State University
"The Local Effects of the Texas Shale Boom on Schools, Students, and Teachers",Joseph Marchand,University of Alberta,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 204-B",Association of Environmental and Resource Economists,Local Implications of Shale Gas,Q4,,,Martin Stuermer,Federal Reserve Bank of Dallas,Nida Cakir Melek,Federal Reserve Bank of Kansas City,Anil Kumar,Federal Reserve Bank of Dallas,Soren Anderson,Michigan State University
Cleaning the Ganges in Varanasi to Attract Tourists: A Stochastic Analysis,Amitrajeet A. Batabyal,Rochester Institute of Technology,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 203-B",Association of Indian Economic and Financial Studies,"Economic Growth, Development and Environment","Y9, Y9",,,Rama Seth,Indian Institute of Management-Calcutta,Meenakshi Rishi,Seattle University,Banani Nandi,AT&T,Basanta Chaudhuri,Rutgers University,Saktinil Roy,Athabasca University,Valerie Cerra,International Monetary Fund
Cleaning the Ganges in Varanasi to Attract Tourists: A Stochastic Analysis,Hamid Beladi,University of Texas,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 203-B",Association of Indian Economic and Financial Studies,"Economic Growth, Development and Environment","Y9, Y9",,,Rama Seth,Indian Institute of Management-Calcutta,Meenakshi Rishi,Seattle University,Banani Nandi,AT&T,Basanta Chaudhuri,Rutgers University,Saktinil Roy,Athabasca University,Valerie Cerra,International Monetary Fund
"Communicating Clean Technology, Green Premium, Competition and Ecolabels",Aditi Sengupta,Auburn University,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 203-B",Association of Indian Economic and Financial Studies,"Economic Growth, Development and Environment","Y9, Y9",,,Rama Seth,Indian Institute of Management-Calcutta,Meenakshi Rishi,Seattle University,Banani Nandi,AT&T,Basanta Chaudhuri,Rutgers University,Saktinil Roy,Athabasca University,Valerie Cerra,International Monetary Fund
FDI and Economic Growth: An External Debt Threshold Effect,Sailesh Tanna,Coventry University,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 203-B",Association of Indian Economic and Financial Studies,"Economic Growth, Development and Environment","Y9, Y9",,,Rama Seth,Indian Institute of Management-Calcutta,Meenakshi Rishi,Seattle University,Banani Nandi,AT&T,Basanta Chaudhuri,Rutgers University,Saktinil Roy,Athabasca University,Valerie Cerra,International Monetary Fund
FDI and Economic Growth: An External Debt Threshold Effect,Chengchun Li,Coventry University,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 203-B",Association of Indian Economic and Financial Studies,"Economic Growth, Development and Environment","Y9, Y9",,,Rama Seth,Indian Institute of Management-Calcutta,Meenakshi Rishi,Seattle University,Banani Nandi,AT&T,Basanta Chaudhuri,Rutgers University,Saktinil Roy,Athabasca University,Valerie Cerra,International Monetary Fund
Household Income Mobility in India,Mehtabul Azam,Oklahoma State University,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 203-B",Association of Indian Economic and Financial Studies,"Economic Growth, Development and Environment","Y9, Y9",,,Rama Seth,Indian Institute of Management-Calcutta,Meenakshi Rishi,Seattle University,Banani Nandi,AT&T,Basanta Chaudhuri,Rutgers University,Saktinil Roy,Athabasca University,Valerie Cerra,International Monetary Fund
Data Mining 'UIP' and Immunization Coverage in India,Dweepobotee Brahma,Western Michigan University,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 203-B",Association of Indian Economic and Financial Studies,"Economic Growth, Development and Environment","Y9, Y9",,,Rama Seth,Indian Institute of Management-Calcutta,Meenakshi Rishi,Seattle University,Banani Nandi,AT&T,Basanta Chaudhuri,Rutgers University,Saktinil Roy,Athabasca University,Valerie Cerra,International Monetary Fund
Data Mining 'UIP' and Immunization Coverage in India,Debasri Mukherjee,Western Michigan University,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 203-B",Association of Indian Economic and Financial Studies,"Economic Growth, Development and Environment","Y9, Y9",,,Rama Seth,Indian Institute of Management-Calcutta,Meenakshi Rishi,Seattle University,Banani Nandi,AT&T,Basanta Chaudhuri,Rutgers University,Saktinil Roy,Athabasca University,Valerie Cerra,International Monetary Fund
Theories of Redistribution and Share of Labor Income,Keshab Bhattarai,University of Hull,Jan. 5 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 203-B",Association of Indian Economic and Financial Studies,"Economic Growth, Development and Environment","Y9, Y9",,,Rama Seth,Indian Institute of Management-Calcutta,Meenakshi Rishi,Seattle University,Banani Nandi,AT&T,Basanta Chaudhuri,Rutgers University,Saktinil Roy,Athabasca University,Valerie Cerra,International Monetary Fund
The Expansionary Lower Bound: A Theory of Contractionary Monetary Easing,Paolo Cavallino,International Monetary Fund,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 403",Econometric Society,Advances in International Finance,A1,,,Andreas Stathopoulos,University of Washington,Luigi Bocola,Northwestern University,Rosen Valchev,Boston College,Pasquale Della Corte,Imperial College London and CEPR
The Expansionary Lower Bound: A Theory of Contractionary Monetary Easing,Damiano Sandri,International Monetary Fund,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 403",Econometric Society,Advances in International Finance,A1,,,Andreas Stathopoulos,University of Washington,Luigi Bocola,Northwestern University,Rosen Valchev,Boston College,Pasquale Della Corte,Imperial College London and CEPR
Does Incomplete Spanning in International Financial Markets Help to Explain Exchange Rates?,Hanno Lustig,Stanford University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 403",Econometric Society,Advances in International Finance,A1,,,Andreas Stathopoulos,University of Washington,Luigi Bocola,Northwestern University,Rosen Valchev,Boston College,Pasquale Della Corte,Imperial College London and CEPR
Does Incomplete Spanning in International Financial Markets Help to Explain Exchange Rates?,Adrien Verdelhan,Massachusetts Institute of Technology,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 403",Econometric Society,Advances in International Finance,A1,,,Andreas Stathopoulos,University of Washington,Luigi Bocola,Northwestern University,Rosen Valchev,Boston College,Pasquale Della Corte,Imperial College London and CEPR
Trade Network Centrality and Currency Risk Premia,Robert Richmond,New York University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 403",Econometric Society,Advances in International Finance,A1,,,Andreas Stathopoulos,University of Washington,Luigi Bocola,Northwestern University,Rosen Valchev,Boston College,Pasquale Della Corte,Imperial College London and CEPR
Volatility Risk Pass-through,Riccardo Colacito,University of North Carolina-Chapel Hill,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 403",Econometric Society,Advances in International Finance,A1,,,Andreas Stathopoulos,University of Washington,Luigi Bocola,Northwestern University,Rosen Valchev,Boston College,Pasquale Della Corte,Imperial College London and CEPR
Volatility Risk Pass-through,Mariano Massimiliano Croce,University of North Carolina-Chapel Hill,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 403",Econometric Society,Advances in International Finance,A1,,,Andreas Stathopoulos,University of Washington,Luigi Bocola,Northwestern University,Rosen Valchev,Boston College,Pasquale Della Corte,Imperial College London and CEPR
Volatility Risk Pass-through,Yang Liu,University of Pennsylvania,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 403",Econometric Society,Advances in International Finance,A1,,,Andreas Stathopoulos,University of Washington,Luigi Bocola,Northwestern University,Rosen Valchev,Boston College,Pasquale Della Corte,Imperial College London and CEPR
Volatility Risk Pass-through,Ivan Shaliastovich,University of Wisconsin-Madison,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 403",Econometric Society,Advances in International Finance,A1,,,Andreas Stathopoulos,University of Washington,Luigi Bocola,Northwestern University,Rosen Valchev,Boston College,Pasquale Della Corte,Imperial College London and CEPR
Model-Free International Stochastic Discount Factors,Paula Mirela Sandulescu,University of Lugano & Swiss Finance Institute,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 406",Econometric Society,"Exchange Rates: Facts, Policy and Currency Manipulation",A1,,
Model-Free International Stochastic Discount Factors,Fabio Trojani,University of Geneva,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 406",Econometric Society,"Exchange Rates: Facts, Policy and Currency Manipulation",A1,,
Model-Free International Stochastic Discount Factors,Andrea Vedolin,London School of Economics,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 406",Econometric Society,"Exchange Rates: Facts, Policy and Currency Manipulation",A1,,
Currency Wars or Efficient Spillovers? Or: When Is International Policy Cooperation Useful?,Anton Korinek,Johns Hopkins University,Jan. 5 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 406",Econometric Society,"Exchange Rates: Facts, Policy and Currency Manipulation",A1,,
