"first_name","author","paper_title","author_affiliation","date","time","location","association","session_title","session_jel_code","session_chair","session_chair_affiliation","discussant_1","discussant_1_affiliation","discussant_2","discussant_2_affiliation","discussant_3","discussant_3_affiliation","discussant_4","discussant_4_affiliation","discussant_5","discussant_5_affiliation","firstname","total_male","total_female","prob_male","prob_female","total_names","male_75","female_75","male_95","female_95"
"Ankita","Ankita Patnaik","Making Leave Easier: Better Compensation and Daddy-Only Entitlements","Cornell University","Jan 03 2014","10:15 AM","Pennsylvania Convention Center, 104-B","Labor & Employment Relations Association","Leave, Hours and Worker Outcomes","J5","Sarah Jane Glynn","Center for American Progress","Heather Boushey","Center for American Progress","Ariane Hegewisch","Institute for Women's Policy Research","","","","","","","ANKITA",0,9,0,1,9,0,1,0,1
"Ann","Ann Mari May","A Consensus Amongst European Economists: Does Gender Matter?","University of Nebraska-Lincoln","Jan 04 2014","12:30 PM","Pennsylvania Convention Center, 105-A","International Association for Feminist Economics","Diversity in Business: International Evidence","B5","Maria Floro","American University","Leanne Roncolato","American University","Maria S. Floro","American University","Song Yueping","Renmin University","","","","","ANN",1,661,0.0015106,0.9984894,662,0,1,0,1
"Anna","Anna Sandberg","The Importance of Family Background and Neighbourhood Effects as Determinants of Crime","Stockholm School of Economics","Jan 05 2014","8:00 AM","Philadelphia Marriott, Grand Ballroom - Salon K","American Economic Association","Economics of Crime","K4","Matthew Lindquist","SOFI, Stockholm University","Erdal Tekin","Georgia State University","Matthew J. Lindquist","SOFI, Stockholm University","Patrick Bayer","NBER and Duke University","Jacob L. Vigdor","Duke University","","","ANNA",1,1360,0.0007348,0.9992653,1361,0,1,0,1
"Anna","Anna Klimina","Finding a Positive Vision for State Capitalism","University of Saskatchewan","Jan 03 2014","2:30 PM","Loews Philadelphia Hotel, Howe","Association for Social Economics/Association for Evolutionary Economics","Overcoming Causes of Income Inequality and Fostering Economic and Social Stability","D6","Nancy Folbre","University of Massachusetts-Amherst","Deborah M. Figart","Richard Stockton College of New Jersey","David Zalewski","Providence College","","","","","","","ANNA",1,1360,0.0007348,0.9992653,1361,0,1,0,1
"Anna","Anna D'Souza","Conflict, Food Price Shocks, and Food Insecurity: The Experience of Afghan Households","United States Department of Agriculture","Jan 03 2014","10:15 AM","Philadelphia Marriott, Meeting Room 310","Peace Science Society International/American Economic Association","Food, Terror and Conflict","H8","Solomon Polachek","Binghamton University","David Jaeger","City University of New York","Philip Verwimp","Universite Libre de Bruxelles","","","","","","","ANNA",1,1360,0.0007348,0.9992653,1361,0,1,0,1
"Anna","Anna Klimina","Neoliberalism With a \"State Capitalist\" Face: The Case of BRIC Countries","University of Saskatchewan","Jan 03 2014","8:00 AM","Loews Philadelphia Hotel, P2 Parlor","Union for Radical Political Economists","Heterodox International Economics","F2","Mehrene Larudee","Al Quds Bard Honors College","Mehrene Larudee","Al Quds Bard Honors College","Firat Demir","University of Oklahoma","","","","","","","ANNA",1,1360,0.0007348,0.9992653,1361,0,1,0,1
"Anna","Anna Haley-Lock","Not Enough Hours in the Day: Work Hour Insecurity and a New Approach to Wage and Hour Regulation","University of Wisconsin-Madison","Jan 04 2014","2:30 PM","Pennsylvania Convention Center, 104-A","Labor & Employment Relations Association","Low Wage/No Wage Jobs","J5","Sylvia Allegretto","University of California-Berkeley","Deborah M. Figart","Richard Stockton College of New Jersey","","","","","","","","","ANNA",1,1360,0.0007348,0.9992653,1361,0,1,0,1
"Anna","Anna Chorniy","Dynamic Sequencing of Drug Treatments for ADHD Patients with Medicaid Coverage","Clemson University","Jan 03 2014","10:15 AM","Philadelphia Marriott, Meeting Room 402","Econometric Society","Dynamics of Medical Treatment and Decision-Making","I1","Donna Gilleskie","University of North Carolina","Steve Stern","University of Virginia","Hanming Fang","University of Pennsylvania","Sokbae (Simon) Lee","University College London","","","","","ANNA",1,1360,0.0007348,0.9992653,1361,0,1,0,1
"Anna","Anna Amirdjanova","The Myth of the Constant-Quality Home: A New, Unbiased House-Price Index","University of California-Berkeley","Jan 04 2014","2:30 PM","Loews Philadelphia Hotel, Washington B","American Real Estate & Urban Economic Association","Real Estate Values","R3","Anthony Yezer","George Washington University","William Larson","Bureau of Economic Analysis","Amanda Ross","West Virginia University","Brent Smith","Virginia Commonwealth University","Chao Yue Tian","University of North Carolina","","","ANNA",1,1360,0.0007348,0.9992653,1361,0,1,0,1
"Anna","Anna Cororaton","Is the FHA Creating Sustainable Homeownership?","Federal Reserve Bank of New York","Jan 04 2014","10:15 AM","Loews Philadelphia Hotel, Washington B","American Real Estate & Urban Economic Association","Government Intervention in Residential Mortgage Markets","G2","Shane Sherlund","Federal Reserve Board","Christopher L. Foote","Federal Reserve Bank of Boston","Kamila Sommer","Federal Reserve Board","Robert Sarama","Federal Reserve Board","Taylor Nadauld","Brigham Young University","","","ANNA",1,1360,0.0007348,0.9992653,1361,0,1,0,1
"Anna","Anna Obizhaeva","Smooth Trading with Overconfidence and Market Power","University of Maryland","Jan 03 2014","2:30 PM","Loews Philadelphia Hotel, Millennium Hall","American Finance Association","Market Microstructure Theory","G1","Dimitri Vayanos","London School of Economics","Pierre-Olivier Weill","University of California-Los Angeles","Jennifer Huang","University of Texas-Austin","Albert S. Kyle","University of Maryland","Marzena Joanna Rostek","University of Wisconsin-Madison","","","ANNA",1,1360,0.0007348,0.9992653,1361,0,1,0,1
"Anne","Anne Polivka","Storms and Jobs: The Effect of Hurricanes on Individuals' Employment and Earnings Over the Long Term","US Bureau of Labor Statistics","Jan 05 2014","10:15 AM","Pennsylvania Convention Center, 103-A","American Economic Association","Economic Impacts of Natural Disasters","Q5","Michael Greenstone","Massachusetts Institute of Technology","Jesse Gregory","University of Wisconsin-Madison","Till von Wachter","University of California-Los Angeles","Chad Syverson","University of Chicago","Emilia Simeonova","Johns Hopkins University","","","ANNE",3,733,0.0040761,0.9959239,736,0,1,0,1
"Anne","Anne Preston","Do Star Performers Produce More Stars?: Peer Effects and Learning in Elite Teams","Haverford College","Jan 04 2014","8:00 AM","Pennsylvania Convention Center, 106-A","Industrial Organization Society","The Organization of Organizations","L2","Peter Cappelli","University of Pennsylvania","Alan Benson","University of Minnesota","Jennifer Brown","Northwestern University","Orie Shelef","Stanford University","Christopher Stanton","University of Utah","","","ANNE",3,733,0.0040761,0.9959239,736,0,1,0,1
"Anne","Anne Royalty","Effects of Physician Practice Consolidation on Physician Prices and Quality","Indiana University-Purdue University-Indianapolis","Jan 03 2014","2:30 PM","Pennsylvania Convention Center, 112-A","Health Economics Research Organization","Physician Market Structure and Its Effects on Prices, Quality, and Medical Technology Diffusion","I1","Mark Pauly","University of Pennsylvania and NBER","Amitabh Chandra","Harvard University and NBER","Jonathan S. Skinner","Dartmouth College","Martin S. Gaynor","Carnegie Mellon University","","","","","ANNE",3,733,0.0040761,0.9959239,736,0,1,0,1
"Anne","Anne de Bruin","Gender Perspectives of Time Allocation in China","Massey University","Jan 04 2014","10:15 AM","Philadelphia Marriott, Meeting Room 310","Association for the Study of Generosity in Economics/International Association for Feminist Economics","Inside the Black Box: Household Dynamics","J1","Yana Rodgers","Rutgers University","Yana Rodgers","Rutgers University","Cecilia Conrad","MacArthur Foundation","Chris Slootmaker","Colorado State University","John R Moreau","University of Missouri-Kansas City","","","ANNE",3,733,0.0040761,0.9959239,736,0,1,0,1
"Anne","Anne Mayhew","Backward Art of Thinking about Consumer Spending","University of Tennessee","Jan 05 2014","8:00 AM","Loews Philadelphia Hotel, Regency Ballroom C1","Association for Evolutionary Economics","Commons Approach to Social Control in the 21st Century: Firms, Communities and Households as Going Concerns","B5","Anne Mayhew","University of Tennessee","Anne Mayhew","University of Tennessee","","","","","","","","","ANNE",3,733,0.0040761,0.9959239,736,0,1,0,1
"Annette","Annette Alstadsæter","Who Participates in Tax Avoidance?","University of Oslo","Jan 04 2014","8:00 AM","Pennsylvania Convention Center, 202-A","American Economic Association","Taxation","H2","Sara LaLumia","Williams College","","","","","","","","","","","ANNETTE",0,372,0,1,372,0,1,0,1
"Anthony","Anthony Bonen","Explaining the Historic Decline in Retirement Account Coverage between 2001-2012: The Power of State-Level Variables","New School","Jan 05 2014","8:00 AM","Pennsylvania Convention Center, 104-B","Labor & Employment Relations Association","Still Shifting Risk: Healthcare and Retirement","J5","Richard McGahey","Milano School of International Affairs","Howard Wial","University of Illinois-Chicago","","","","","","","","","ANTHONY",3576,4,0.9988827,0.0011173,3580,1,0,1,0
"Anthony","Anthony DeFusco","The Interest Rate Elasticity of Mortgage Demand: Evidence from Bunching at the Conforming Loan Limit","University of Pennsylvania","Jan 04 2014","10:15 AM","Loews Philadelphia Hotel, Washington C","American Real Estate & Urban Economic Association","Mortgages 3","D1","Karen Pence","Federal Reserve Board","Andra Ghent","Arizona State University","Andrew Paciorek","Federal Reserve Board","Elliot Anenberg","Federal Reserve Board","Manuel Adelino","Duke University","","","ANTHONY",3576,4,0.9988827,0.0011173,3580,1,0,1,0
"Anthony","Anthony Yezer","Skill Intensity and City Size: Is it all House Prices?","George Washington University","Jan 05 2014","1:00 PM","Loews Philadelphia Hotel, Washington C","American Real Estate & Urban Economic Association","Urban Economics","R1","Jan Brueckner","University of California-Irvine","Donald Haurin","Ohio State University","Jeffrey Zax","University of Colorado-Boulder","Michael Eriksen","University of Georgia","Jeffrey Lin","Federal Reserve Bank of Philadelphia","","","ANTHONY",3576,4,0.9988827,0.0011173,3580,1,0,1,0
"Anthony","Anthony Paul","The Costs and Consequences of Clean Air Act Regulation of CO2 from Power Plants","Resources for the Future","Jan 04 2014","10:15 AM","Philadelphia Marriott, Grand Ballroom - Salon E","American Economic Association","Climate Change Policy after Kyoto","Q5","Nicholas Stern","London School of Economics","Gilbert Metcalf","Tufts University","","","","","","","","","ANTHONY",3576,4,0.9988827,0.0011173,3580,1,0,1,0
"Anthony","Anthony Murphy","Shifting Credit Standards and the Boom and Bust in United States House Prices: Time Series Evidence from the Past Three Decades","Federal Reserve Bank of Dallas","Jan 03 2014","10:15 AM","Loews Philadelphia Hotel, Washington C","American Real Estate & Urban Economic Association","Regulations, Policies, and Housing Dynamics","E3","John Duca","Federal Reserve Bank of Dallas","Daniel K. Fetter","Wellesley College","John Krainer","Federal Reserve Bank of San Francisco","Roland Fuess","University of St. Gallen","Don Schlagenhauf","Florida State University","","","ANTHONY",3576,4,0.9988827,0.0011173,3580,1,0,1,0
"Anthony","Anthony Landry","On What States Do Prices Depend? Answers From Ecuador","University of Pennsylvania","Jan 04 2014","10:15 AM","Loews Philadelphia Hotel, Regency Ballroom C2","International Economic & Finance Society","Exchange Rates and Fundamentals","F4","Karen Lewis","University of Pennsylvania","Adrien Verdelhan","Massachusetts Institute of Technology","Riccardo Colacito","University of North Carolina","Chris Telmer","Carnegie Mellon University","Lucasz Drozd","University of Pennsylvania","","","ANTHONY",3576,4,0.9988827,0.0011173,3580,1,0,1,0
"Antoine","Antoine Berthou","Does Input-Trade Liberalization Affect Firms' Foreign Technology Choice?","Banque de France","Jan 05 2014","8:00 AM","Philadelphia Marriott, Meeting Room 403","Econometric Society","International Trade: Empirics","F1","Ralph Ossa","University of Chicago","Andreas Moxnes","Dartmouth College","Ralph Ossa","University of Chicago","Chong Xiang","Purdue University","","","","","ANTOINE",124,0,1,0,124,1,0,1,0
"Anton","Anton Olenik","Access to Justice as a Form of Inequality","Memorial University, Newfoundland","Jan 03 2014","2:30 PM","Loews Philadelphia Hotel, Regency Ballroom C1","Association for Evolutionary Economics","Redressing Economic and Social Inequalities","B5","James Galbraith","University of Texas-Austin","Ellen Mutari","Richard Stockton College","Christopher Brown","Arkansas State University","","","","","","","ANTON",131,1,0.9924242,0.0075758,132,1,0,1,0
"Antonio","Antonio M. Bento","Do Fuel Economy Standards Reduce Automobile Safety? Examining Automaker Choices in the Distribution of Vehicle Attributes","Cornell University","Jan 04 2014","2:30 PM","Pennsylvania Convention Center, 103-A","American Economic Association","Firm Behavior, Standards, and the Provision of Energy Efficiency","Q4","Robert Stavins","Harvard University","Carolyn Fischer","Resources for the Future","Ashley Langer","University of Michigan","Mar Reguant","Stanford University","Erich Muehlegger","Harvard University","","","ANTONIO",516,1,0.9980658,0.0019342,517,1,0,1,0
"Antonio","Antonio M. Bento","Can State Level Renewable Portfolio Standards Reduce Emissions and Foster Local Economic Booms?","Cornell University","Jan 03 2014","2:30 PM","Pennsylvania Convention Center, 204-A","American Economic Association","Energy, Environment, and Local Economic Spillovers","Q4","Don Fullerton","University of Illinois","Christopher Timmins","Duke University","Nathaniel Baum-Snow","Brown University","David H. Autor","Massachusetts Institute of Technology","Don Fullerton","University of Illinois","","","ANTONIO",516,1,0.9980658,0.0019342,517,1,0,1,0
"Antonio","Antonio M. Bento","Key Economic Insights Required for Using Lifecycle Analysis for Policy Decisions","Cornell University","Jan 04 2014","10:15 AM","Loews Philadelphia Hotel, P1 Parlor","Agricultural & Applied Economics Association","Decarbonizing Transportation: Implications for Alternative Fuels and Agricultural Markets","Q1","Madhu Khanna","University of Illinois","Gal Hockman","Rutgers University","","","","","","","","","ANTONIO",516,1,0.9980658,0.0019342,517,1,0,1,0
"Antonio","Antonio Millner","Discounting under Disagreement","London School of Economics","Jan 03 2014","2:30 PM","Philadelphia Marriott, Grand Ballroom - Salon K","Association of Environmental & Resource Economists","Uncertainty, Risk, and Discounting in Climate Policy","Q4","Thomas Sterner","University of Gothenburg","Geoffrey Heal","Columbia University","Howard Kunreuther","University of Pennsylvania","Nicholas Flores","University of Colorado","Thomas Sterner","University of Gothenburg","","","ANTONIO",516,1,0.9980658,0.0019342,517,1,0,1,0
"Antonio","Antonio Callari","Productive and Unproductive Labor in Marxian Theory: Rethinking the Distinction through the Value Theory of Labor","Franklin and Marshall College","Jan 03 2014","2:30 PM","Loews Philadelphia Hotel, Tubman","Union for Radical Political Economists","Value and Exploitation in Marxian Theory","B5","Susan Feiner","University of Southern Maine","Fred Moseley","Mount Holyoke College","Bruce Roberts","University of Southern Maine","","","","","","","ANTONIO",516,1,0.9980658,0.0019342,517,1,0,1,0
"Antonio","Antonio M. Bento","Redistribution, Delegation, and Regulators' Incentives: Evidence from the Clean Air Act","Cornell University","Jan 05 2014","10:15 AM","Loews Philadelphia Hotel, Washington C","American Real Estate & Urban Economic Association","Urban Public Policy","R5","Leah Brooks","Federal Reserve Board","Erdal Tekin","Georgia State University","John Anderson","University of Nebraska-Lincoln","Zackary Hawley","Texas Christian University","Justin Gallagher","Case Western University","","","ANTONIO",516,1,0.9980658,0.0019342,517,1,0,1,0
"Anup","Anup Agrawal","Corporate Financial and Investment Policies In the Presence of a Blockholder on the Board","University of Alabama","Jan 05 2014","10:15 AM","Loews Philadelphia Hotel, Congress C","Association of Financial Economists","Corporate Investment","G3","Anthony Saunders","New York University","Daniel Wolfenzon","Columbia University","Paige Ouimet","University of North Carolina-Chapel Hill","Lalitha Naveen","Temple University","","","","","ANUP",10,0,1,0,10,1,0,1,0
"Anya","Anya C. Samak","Share Everything and Don't Take Things that Aren't Yours: Moral Cost in Giving Develops Early","University of Wisconsin","Jan 04 2014","2:30 PM","Philadelphia Marriott, Meeting Room 310","Association for the Study of Generosity in Economics","Charitable Giving: Explaining Contributions","H3","Lise Vesterlund","University of Pittsburgh","Bill Harbaugh","University of Oregon","Mark Ottoni-Wilhelm","Indiana University-Purdue University-Indianapolis","Judd Kessler","University of Pennsylvania","Lise Vesterlund","University of Pittsburgh","","","ANYA",0,59,0,1,59,0,1,0,1
"Aparna","Aparna Mathur","Breaking Through: Domestic Violence in India","American Enterprise Institute","Jan 03 2014","2:30 PM","Philadelphia Marriott, Meeting Room 310","Association of Indian Economics & Financial Studies","Growth & Socio-Economic Policy","O1","Amitrajeet Batabyal","Rochester Institute of Technology","Shailendra Gajanan","University of Pittsburgh-Bradford","Bansi Sawhney","University of Baltimore","Anusa Datta","Philadelphia University","Manas Chatterjee","Binghamton University","Nabamita Dutta","University of Wisconsin-La Crosse","APARNA",0,9,0,1,9,0,1,0,1
"Ara","Ara Darzi","Using Omission Bias to Increase Payments to the Government","Imperial College London","Jan 05 2014","8:00 AM","Philadelphia Marriott, Grand Ballroom - Salon A","American Economic Association","Field Experiments in Tax Compliance","H2","John List","University of Chicago","Michael K. Price","Georgia State University","Mark Phillips","Internal Revenue Service","Mark Rider","Georgia State University","Anya C. Samak","University of Wisconsin-Madison","","","ARA",10,6,0.625,0.375,16,0,0,0,0
"Ari","Ari Kahan","Testing a Model of Consumer Vehicle Purchases","US Environmental Protection Agency","Jan 03 2014","10:15 AM","Philadelphia Marriott, Grand Ballroom - Salon K","Association of Environmental & Resource Economists","Automobiles, Fuel Markets and Energy Efficiency","Q4","Antonio Bento","Cornell University","Shanjun Li","Cornell University","Ashley Langer","University of Arizona","Steve Cicala","University of Chicago","Kenneth Gillingham","Yale University","","","ARI",172,24,0.877551,0.122449,196,1,0,0,0
"Ariane","Ariane Hegewisch","Older Women and Work in the United States: Prospects for Health, Wealth and Happiness?","Institute for Women's Policy Research","Jan 03 2014","2:30 PM","Pennsylvania Convention Center, 102-A","Labor & Employment Relations Association/International Association for Feminist Economics","International Perspectives on Gender in the Workplace, Session I","J5","Elaine McCrate","University of Vermont","Elaine McCrate","University of Vermont","","","","","","","","","ARIANE",0,21,0,1,21,0,1,0,1
"Ariane","Ariane Szafarz","Female Managers in Hybrid Organizations: Evidence from Financial Cooperatives in Senegal","Universite Libre de Bruxelles","Jan 05 2014","8:00 AM","Pennsylvania Convention Center, 103-A","American Economic Association","Women and Leadership (J16)","","Susan Averett","Lafayette College","Pascaline Dupas","Stanford University","Justin Wolfers","University of Michigan","Fidan Ana Kurtulus","University of Massachusetts-Amherst","Amalia R. Miller","University of Virginia","","","ARIANE",0,21,0,1,21,0,1,0,1
"Ariel","Ariel Ben Yishay","Homicide and Work: The Impact of Mexico's Drug War on Labor Market Participation","University of New South Wales","Jan 05 2014","1:00 PM","Philadelphia Marriott, Grand Ballroom - Salon I","Association for Comparative Economic Studies","Shall I Fear Thou? Theoretical and Empirical Evidence on the Determinants, Effects, and Persistence of Aggression vs. Cooperation","Z1","Pauline Grosjean","University of New South Wales","Marc Sangnier","University of Aix-Marseille","Emily Owens","Cornell University","Karen Clay","Carnegie Mellon University","Yan Chen","University of Michigan","","","ARIEL",229,105,0.6856288,0.3143713,334,0,0,0,0
"Arno","Arno Riedl","Intuitive Generosity and Error Prone Inference from Decision Time","Maastricht University","Jan 04 2014","2:30 PM","Philadelphia Marriott, Meeting Room 310","Association for the Study of Generosity in Economics","Charitable Giving: Explaining Contributions","H3","Lise Vesterlund","University of Pittsburgh","Bill Harbaugh","University of Oregon","Mark Ottoni-Wilhelm","Indiana University-Purdue University-Indianapolis","Judd Kessler","University of Pennsylvania","Lise Vesterlund","University of Pittsburgh","","","ARNO",6,0,1,0,6,1,0,1,0
"Arslan","Arslan Razmi","The Consequences of Expanding South-South Trade: Revisiting an Old Question in Light of Trade and Open Economy Models","University of Massachusetts-Amherst","Jan 04 2014","8:00 AM","Loews Philadelphia Hotel, Tubman","Union for Radical Political Economists","South-South Economic Integration and Development","F5","Firat Demir","University of Oklahoma","Arslan Razmi","University of Massacusetts-Amherst","William A. Darity, Jr.","Duke University","Matias Vernengo","University of Utah","Amitava Dutt","University of Notre Dame","","","ARSLAN",13,0,1,0,13,1,0,1,0
"Art","Art Durnev","When Talk Isn't Cheap: The Corporate Value of Political Rhetoric","University of Iowa","Jan 05 2014","1:00 PM","Pennsylvania Convention Center, 202-B","American Economic Association","Politics and Finance","G3","Raymond Fisman","Columbia University","Lauren H. Cohen","Harvard University","Ran Duchin","University of Washington","Jun Qian","Boston College","Oguzhan Karakas","Boston College","","","ART",65,4,0.942029,0.057971,69,1,0,0,0
"Artem","Artem Neklyudov","Bid-Ask Spreads and the Pricing of Securitizations: 144a vs. Registered Securitizations","Carnegie Mellon University","Jan 03 2014","2:30 PM","Loews Philadelphia Hotel, Washington C","American Real Estate & Urban Economic Association","Securitization and Mortgage Markets","G3","Nancy Wallace","University of California-Berkeley","Richard Stanton","University of California-Berkeley","Alexei Tchistyi","University of California-Berkeley","Cindy Soo","University of Pennsylvania","Tim Landvoigt","Stanford University","","","ARTEM",32,0,1,0,32,1,0,1,0
"Arthur","Arthur Lewbel","Identifying the Effect of Changing the Policy Threshold in Regression Discontinuity Models","Boston College","Jan 05 2014","10:15 AM","Philadelphia Marriott, Meeting Room 401","Econometric Society","Applied Econometrics and Schooling","C1","Arnaud Maurel","Duke University","Aleksey Tetenov","Collegio Carlo Alberto","Salvador Navarro","University of Western Ontario","Pedro Carneiro","University College London","","","","","ARTHUR",389,1,0.9974359,0.0025641,390,1,0,1,0
"Arthur","Arthur Lewbel","Sharing Rule Identification for General Collective Consumption Models","Boston College","Jan 03 2014","10:15 AM","Pennsylvania Convention Center, 107-B","American Economic Association","Revealed Preference Theory and Applications: Recent Developments","D1","Bram De Rock","Université libre de Bruxelles","Arthur Lewbel","Boston College","Abi Adams","Oxford University","Thomas Demuynck","University of Leuven","Laurens Cherchye","University of Leuven","","","ARTHUR",389,1,0.9974359,0.0025641,390,1,0,1,0
"Arun","Arun Malik","Driving Restrictions That Work? Quito's Pico y Placa Program","George Washington University","Jan 04 2014","8:00 AM","Philadelphia Marriott, Grand Ballroom - Salon K","Association of Environmental & Resource Economists","Air Pollution in Developing Countries","Q5","Matthew Neidell","Columbia University","Rema Hanna","Harvard University","Reed Walker","University of California-Berkeley","Prashant Bharadwaj","University of California-San Diego","Erin Mansur","Dartmouth College","","","ARUN",42,0,1,0,42,1,0,1,0
"Arun","Arun Chandrasekhar","Come Play with Me: Experimental Evidence of Information Diffusion About Rival Goods","Stanford University","Jan 05 2014","8:00 AM","Pennsylvania Convention Center, 201-A","American Economic Association","Strategic Learning: Theory and Evidence","D8","Abhijit Banerjee","Massachusetts Institute of Technology","Matthew Elliott","California Institute of Technology","Arun Chandrasekhar","Stanford University","Juan Pablo Xandri","Princeton University","Petra Persson","Stanford University","","","ARUN",42,0,1,0,42,1,0,1,0
"Ashish","Ashish Tiwari","Investment Decisions under Ambiguity: Evidence from Mutual Fund Investor Behavior","University of Iowa","Jan 04 2014","10:15 AM","Loews Philadelphia Hotel, Commonwealth Hall C","American Finance Association","Mutual Funds and Investment Choice","G1","William Goetzmann","Yale University","Roy Zuckerman","Rutgers University","Philipp Illeditsch","University of Pennsylvania","Masahiro Watanabe","University of Alberta","Hong Zhang","INSEAD","","","ASHISH",58,1,0.9830508,0.0169492,59,1,0,1,0
"Ashley","Ashley Edwards","Taking Account of Work-Related Expenses in a Poverty Measure","US Census Bureau","Jan 04 2014","10:15 AM","Pennsylvania Convention Center, 106-B","Society of Government Economists","Latest Research on Poverty Measurement for the United States","I3","Angus Deaton","Princeton University","James P. Ziliak","University of Kentucky","Jessica Banthin","Congressional Budget Office","","","","","","","ASHLEY",42,1260,0.0322581,0.9677419,1302,0,1,0,1
"Ashley","Ashley Tharayil","The Importance of Financial Literacy in Retirement Planning","University of Nebraska-Lincoln","Jan 04 2014","12:30 PM","Philadelphia Marriott, Meeting Room 410","National Association of Economic Educators","The Effects of Personal Finance Education Over the Life Cycle","A2","Jeanne Hogarth","Center for Financial Services Innovation","Erin A. Yetter","Federal Reserve Bank of St. Louis, Louisville Branch","Jane Lopus","California State University-East Bay","Jeanne Hogarth","Center for Financial Services Innovation","Paul W. Grimes","Pittsburg State University","","","ASHLEY",42,1260,0.0322581,0.9677419,1302,0,1,0,1
"Asli","Asli Demirguc-Kunt","Bank Regulation and Supervision in the Context of the Global Crisis","World Bank","Jan 04 2014","8:00 AM","Pennsylvania Convention Center, 204-A","American Economic Association","Banking Supervision and Regulation","G2","Jason Wu","Federal Reserve Board","Clas Wihlborg","Chapman University","Franklin Allen","University of Pennsylvania","Jean-Charles Rochet","University of Zurich","Patrick deFontnouvelle","Federal Reserve Bank of Boston","","","ASLI",0,8,0,1,8,0,1,0,1
"Assaf","Assaf Shtauber","Asset Pricing in the Dark: the Cross Section of OTC Stocks","Columbia University","Jan 04 2014","10:15 AM","Loews Philadelphia Hotel, Commonwealth Hall D","American Finance Association","Cross-Sectional Variation in Average Returns and Volatilities","G1","Christopher Polk","London School of Economics","Dong Lou","London School of Economics","Jonathan Lewellen","Dartmouth College","Kent Daniel","Columbia University","John Y. Campbell","Harvard University","","","ASSAF",15,0,1,0,15,1,0,1,0
"Astrid","Astrid Kunze","Women Helping Women? Evidence from Private Sector Data on Plant Hierarchies","Norwegian School of Economics, IZA","Jan 05 2014","1:00 PM","Philadelphia Marriott, Grand Ballroom - Salon J","American Economic Association","Gender in Organizational Hierarchies","J7","Amalia Miller","University of Virginia","Manuel Bagues","Universidad Carlos III","Mario Macis","Johns Hopkins University, IZA","Francine D. Blau","Cornell University","Fidan Ana Kurtulus","University of Massachusetts-Amherst","","","ASTRID",0,40,0,1,40,0,1,0,1
"Atif","Atif Main","The Effect of Interest Rate and Collateral Value Shocks on Household Spending","Princeton University","Jan 03 2014","2:30 PM","Pennsylvania Convention Center, 201-B","American Economic Association","Recessions and Recoveries","E3","Justin Wolfers","University of Michigan","","","","","","","","","","","ATIF",14,0,1,0,14,1,0,1,0
"Avichai","Avichai Snir","The Effects of Price Endings on Price Rigidity: Evidence from VAT Changes","Netanya Academic College","Jan 05 2014","10:15 AM","Pennsylvania Convention Center, 202-B","American Economic Association","Price Stickiness: Causes and Consequences","E3","Peter Klenow","Stanford University","Benjamin Malin","Federal Reserve Bank of Minneapolis","Eric Anderson","Northwestern University","Oleksiy Kryvtsov","Bank of Canada","Etienne Gagnon","Federal Reserve Board","","","AVICHAI",2,0,1,0,2,1,0,1,0
"Avner","Avner Kalay","Agency and Corporate Purchase of Insurance","University of Utah","Jan 05 2014","8:00 AM","Loews Philadelphia Hotel, Commonwealth Hall B","American Finance Association","Agency and Investment","G3","Nittai Bergman","Massachusetts Institute of Technology","David A. Matsa","Northwestern University","Andrey Malenko","Massachusetts Institute of Technology","Geoffrey Tate","University of North Carolina","David Sraer","Princeton University","","","AVNER",8,0,1,0,8,1,0,1,0
"Avraham","Avraham Baranes","Money-Manager Capitalism after the Subprime Crisis: Can Social Control Tame Financial Instability?","Denison University","Jan 05 2014","1:00 PM","Loews Philadelphia Hotel, Regency Ballroom C1","Association for Evolutionary Economics","What Social Control Principles and Related Institutional Framework to Mitigate the Inherent Instability of Financialized Capitalism?","B5","Anna Klimina","University of Saskatchewan","Phillip Anthony O'Hara","Global Political Economy Research Unit","Charles Whalen","Congressional Budget Office","","","","","","","AVRAHAM",23,0,1,0,23,1,0,1,0
"Axel","Axel Boersch-Supan","Aging in Europe: Reforms and behavioral reactions","Max Planck Institute","Jan 04 2014","10:15 AM","Philadelphia Marriott, Liberty Ballroom","American Economic Association","Macroeconomic Impact of Population Aging","E2","Alan Auerbach","University of California-Berkeley","","","","","","","","","","","AXEL",35,0,1,0,35,1,0,1,0
"Barbara","Barbara Wiens-Tuers","Work Time, Gender and Inequality: Implications for Policy","Pennsylvania State University-Altoona","Jan 03 2014","2:30 PM","Loews Philadelphia Hotel, Regency Ballroom C1","Association for Evolutionary Economics","Redressing Economic and Social Inequalities","B5","James Galbraith","University of Texas-Austin","Ellen Mutari","Richard Stockton College","Christopher Brown","Arkansas State University","","","","","","","BARBARA",0,1577,0,1,1577,0,1,0,1
"Barbara","Barbara Butrica","401(k) Participant Behavior in a Volatile Economy","Urban Institute","Jan 04 2014","8:00 AM","Pennsylvania Convention Center, 102-A","Labor & Employment Relations Association","The Strength and Efficacy of the Public and Private Retirement Systems","J5","Teresa Ghilarducci","New School","Leora Friedberg","University of Virginia","","","","","","","","","BARBARA",0,1577,0,1,1577,0,1,0,1
