"first_name","author","paper_title","author_affiliation","date","time","location","association","session_title","session_jel_code","session_chair","session_chair_affiliation","discussant_1","discussant_1_affiliation","discussant_2","discussant_2_affiliation","discussant_3","discussant_3_affiliation","discussant_4","discussant_4_affiliation","discussant_5","discussant_5_affiliation","firstname","total_male","total_female","prob_male","prob_female","total_names","male_75","female_75","male_95","female_95"
"Anthony","Anthony Sanford","Does Perception Matter in Asset Pricing? Modeling Returns and Volatility Jumps Using Twitter-Based Sentiment Indices","University of Maryland","Jan. 5 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, L508","American Economic Association","Asset Pricing","G1","Caleb Stroup","Davidson College","","","","","","","","","","","ANTHONY",3576,4,0.9988827,0.0011173,3580,1,0,1,0
"Anthony","Anthony DeFusco","Speculative Dynamics of Prices and Volume","Northwestern University","Jan. 6 2019","1:00 PM - 3:00 PM","Atlanta Marriott Marquis, International 8","American Economic Association","Expectations and the Real Estate Boom and Bust of the Late 2000s","E3, G0","Itzhak Ben-David","Ohio State University and NBER","Carlos Garriga","Federal Reserve Bank of St. Louis","Monika Piazzesi","Stanford University","Andreas Fuster","Swiss National Bank","Christopher M. Otrok","University of Missouri and Federal Reserve Bank of St. Louis","","","ANTHONY",3576,4,0.9988827,0.0011173,3580,1,0,1,0
"Anthony","Anthony Orlando","What's Lost in the Aggregate: Lessons from a Local Index of Housing Supply Elasticities","California State Polytechnic University-Pomona","Jan. 4 2019","10:15 AM - 12:15 PM","Hilton Atlanta, 218","American Real Estate and Urban Economics Association","Residential Real Estate Pricing","R2, G1","Paul Anglin","University of Guelph","Lyndsey Rolheiser","Ryerson University","Simon Stevenson","University of Washington","Rogier Holtermans","University of Guelph","Jia Xie","California State University Fullerton","","","ANTHONY",3576,4,0.9988827,0.0011173,3580,1,0,1,0
"Anthony","Anthony Pennington-Cross","Mortgage Losses: Loss on Sale and Holding Costs","Marquette University","Jan. 6 2019","1:00 PM - 3:00 PM","Hilton Atlanta, 215","American Real Estate and Urban Economics Association","Borrower Behavior, and Mortgage Losses","G2, R3","Michael Lacour-Little","California State University-Fullerton and Fannie Mae","Richard Green","University of Southern California","Jessica Shui","Federal Housing Finance Agency","Nuno Mota","Fannie Mae","Xudong An","Federal Reserve Bank of Philadelphia","","","ANTHONY",3576,4,0.9988827,0.0011173,3580,1,0,1,0
"Anthony","Anthony Sanders","Residential House Prices, Commercial Real Estate and Bank Failures","George Mason University","Jan. 4 2019","12:30 PM - 2:15 PM","Hilton Atlanta, 301-302","American Real Estate and Urban Economics Association","Default and Foreclosure","G0, E5","Vincent Yao","Georgia State University","Brent Ambrose","Pennsylvania State University","Souphala Chomsisengphet","Office of the Comptroller of the Currency","Walter Torous","Massachusetts Institute of Technology","Allen N. Berger","University of South Carolina","","","ANTHONY",3576,4,0.9988827,0.0011173,3580,1,0,1,0
"Antoine","Antoine Champetier","Beekeeper Costs and Supply Functions for United States Honey and Pollination Services","University of California-Davis","Jan. 5 2019","10:15 AM - 12:15 PM","Hilton Atlanta, 401","Agricultural and Applied Economics Association","Pollination Economics: The Supply of Honey and Pollination Services in the Face of Pollinator Decline","Q0","Brittney Goodrich","Auburn University","","","","","","","","","","","ANTOINE",124,0,1,0,124,1,0,1,0
"Antoine","Antoine Berthou","Productivity, (Mis)allocation and Trade","Bank of France","Jan. 4 2019","10:15 AM - 12:15 PM","Hilton Atlanta, 203","International Economics and Finance Society","International Trade","F1, F4","Jeffrey Bergstrand","University of Notre Dame","","","","","","","","","","","ANTOINE",124,0,1,0,124,1,0,1,0
"Antonio","Antonio M. Bento","A New Approach to Measuring Climate Change Impacts and Adaptation","University of Southern California","Jan. 4 2019","8:00 AM - 10:00 AM","Atlanta Marriott Marquis, International 6","American Economic Association","Climate Change: Impacts and Opportunities for Adaptation","Q5, I0","Antonio M. Bento","University of Southern California","Joshua Graff Zivin","University of California-San Diego","Ivan Rudik","Cornell University","Amir Jina","University of Chicago","Derek Lemoine","University of Arizona","","","ANTONIO",516,1,0.9980658,0.0019342,517,1,0,1,0
"Antonio","Antonio Galvao","Dynamic Quantile Models of Rational Behavior","University of Arizona","Jan. 4 2019","8:00 AM - 10:00 AM","Atlanta Marriott Marquis, L507","Econometric Society","Individual and Social Decisions","D8, D7","Bart Lipman","Boston University","Victor Aguiar","University of Western Ontario","Luca Rigotti","University of Pittsburgh","Christopher Chambers","Georgetown University","Urmee Khan","University of California-Riverside","","","ANTONIO",516,1,0.9980658,0.0019342,517,1,0,1,0
"Antonios","Antonios M. Koumpias","The Impact of Media Campaigns on Tax Filing: Quasi-Experimental Evidence from Pakistan","University of Michigan-Dearborn","Jan. 5 2019","8:00 AM - 10:00 AM","Hilton Atlanta, 223","American Committee on Asian Economic Studies","Application of Behavioral Economics to Asia","D9, O5","Calla Wiemer","American Committee on Asian Economic Studies","Anna Lou Abatayo","Bocconi University","Reid Click","George Washington University","Jie Zheng","Tsinghua University","Charles Schnitzlein","University of Vermont","","","ANTONIOS",2,0,1,0,2,1,0,1,0
"Anuj","Anuj Gangopadhyaya","Early Life Medicaid Eligibility and Human Capital","Urban Institute","Jan. 4 2019","2:30 PM - 4:30 PM","Atlanta Marriott Marquis, M104","American Economic Association","Determinants of Children's Health","I1","Diane Whitmore Schanzenbach","Northwestern University","","","","","","","","","","","ANUJ",26,0,1,0,26,1,0,1,0
"Anup","Anup Kumar Jha","Dual Causality between Trade and Financial Openness: Some New Insights","Patliputra University","Jan. 4 2019","8:00 AM - 10:00 AM","Hilton Atlanta, 223","Association of Indian Economic and Financial Studies","Growth Efficiency & Finance","O1, Y9","Usha Nair-Reichert","Georgia Institute of Technology","Shailendra Gajanan","University of Pittsburgh-Bradford","Debasri Mukherjee","Western Michigan University","Raja Kali","University of Arkansas","Nabamita Dutta","University of Wisconsin-La Crosse","Sushanta Mallick","Queen Mary University of London","ANUP",10,0,1,0,10,1,0,1,0
"Anya","Anya Kleymenova","Financial Intermediation through Financial Disintermediation: Evidence from the ECB Corporate Sector Purchase Programme","University of Chicago","Jan. 5 2019","2:30 PM - 4:30 PM","Atlanta Marriott Marquis, International B","American Economic Association","Capital Requirements and Monetary Policy","G2","Bruno Sultanum","Federal Reserve Bank of Richmond","","","","","","","","","","","ANYA",0,59,0,1,59,0,1,0,1
"Aparna","Aparna Mathur","Sparking the #MeToo Revolution in India: The \"Nirbhaya\" Case in Delhi","American Enterprise Institute","Jan. 6 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, International 1","American Economic Association","Economics of Crime","K4","Mark Cohen","Vanderbilt University","","","","","","","","","","","APARNA",0,9,0,1,9,0,1,0,1
"Aparna","Aparna Soni","Health Insurance, Price Changes, and the Demand for Pain Relief Drugs: Evidence from Medicare Part D","Indiana University","Jan. 6 2019","8:00 AM - 10:00 AM","Hilton Atlanta, 303","Health Economics Research Organization","Applying Regulation, Medication and Big Data to the Opioid Crisis","I1, I0","Donald Yett","University of Southern California","Rosalie Pacula","RAND Corporation","David Bradford","University of Georgia","Jonathan Ketcham","Arizona State University","","","","","APARNA",0,9,0,1,9,0,1,0,1
"Ariadna","Ariadna Jou","Housing Wealth, Health and Deaths of Despair","University of California-Los Angeles","Jan. 4 2019","8:00 AM - 10:00 AM","Hilton Atlanta, 217","American Real Estate and Urban Economics Association","Residential Investment","C7, I1","Sumit Agarwal","National University of Singapore","Wenlan Qian","National University of Singapore","Xin Zou","Hong Kong Baptist University","Jian Zhang","Hong Kong Baptist University","Changcheng Song","National University of Singapore","","","ARIADNA",0,7,0,1,7,0,1,0,1
"Ariane","Ariane Szafarz","Too Many Cooks Spoil the Broth: The Conflicting Impacts of Subsidies and Deposits on the Cost-Efficiency of Microfinance Institutions","Free University of Brussells","Jan. 4 2019","12:30 PM - 2:15 PM","Hilton Atlanta, Crystal A","Association for Social Economics","Topics in Social Economics","Z1","Nathanael Ojong","Tyndale University College","","","","","","","","","","","ARIANE",0,21,0,1,21,0,1,0,1
"Ariel","Ariel Ben Yishay","Gender Gaps in Technology Diffusion","College of William and Mary","Jan. 4 2019","2:30 PM - 4:30 PM","Atlanta Marriott Marquis, A705","American Economic Association","Gender and Development","J7, O1","Shanthi Manian","Washington State University","Sofia Amaral","University of Birmingham","Jermey Magruder","University of California-Berkeley","Gaurav Khanna","University of California-San Diego","","","","","ARIEL",229,105,0.6856288,0.3143713,334,0,0,0,0
"Armando","Armando Rungi","Measuring the Input Rank in Global Production Networks","IMT Lucca","Jan. 4 2019","2:30 PM - 4:30 PM","Atlanta Marriott Marquis, M101","American Economic Association","Trade and Firm Dynamics","F2","Nels Lind","Emory University","","","","","","","","","","","ARMANDO",116,0,1,0,116,1,0,1,0
"Armando","Armando Freitas Rocha","Students’ Decision Making Process: Results from an Investment Simulation with EEG","University of Sao Paulo","Jan. 4 2019","8:00 AM - 10:00 AM","Atlanta Marriott Marquis, M102","American Economic Association","Neuroeconomics","G4, D9","Lino Guimaraes Marujo","Massachusetts Institute of Technology & Federal University of Rio de Janeiro","","","","","","","","","","","ARMANDO",116,0,1,0,116,1,0,1,0
"Armando","Armando N. Meier","Emotions, Risk Attitudes, and Patience","University of Chicago","Jan. 5 2019","2:30 PM - 4:30 PM","Atlanta Marriott Marquis, M105","American Economic Association","Micro Theory","D0","Eun Jeong Heo","Vanderbilt University","","","","","","","","","","","ARMANDO",116,0,1,0,116,1,0,1,0
"Arno","Arno Van Der Vlist","Waiting Lists, Lotteries and Public Housing: Natural Experiment Evidence from Amsterdam","University of Groningen","Jan. 4 2019","2:30 PM - 4:30 PM","Hilton Atlanta, 215","American Real Estate and Urban Economics Association","Affordable Housing","R1, R3","Scott Frame","Federal Reserve Bank of Atlanta","Timothy James McQuade","Stanford University","Jaison Abel","Federal Reserve Bank of New York","Chandler Lutz","U.S. Securities and Exchange Commission","Kristopher Gerardi","Federal Reserve Bank of Atlanta","","","ARNO",6,0,1,0,6,1,0,1,0
"Arpan","Arpan Ganguly","Labor Market Outcomes in Global Value Chains: Wage and Income Distribution Effects of Trade Integration in Developing Economies","Colorado State University","Jan. 4 2019","8:00 AM - 10:00 AM","Hyatt Regency Atlanta, Hanover G","UNION FOR RADICAL POLITICAL ECONOMICS","Capitalist Development in the Periphery","O1, B5","Alejandro Garay-Huaman","Bucknell University","Jacob Powell","University of Missouri-Kansas City","Rafed Al-Huq","Hobart and William Smith Colleges","","","","","","","ARPAN",4,1,0.8,0.2,5,1,0,0,0
"Artem","Artem Neklyudov","(In)frequently Traded Corporate Bonds","University of Lausanne and Swiss Finance Institute","Jan. 4 2019","7:30 AM - 6:00 PM","Hilton Atlanta, Grand Ballroom Pre-Function North","American Finance Association","AFA Ph.D. Student Poster Session","G0","Kenneth Singleton","Stanford University","","","","","","","","","","","ARTEM",32,0,1,0,32,1,0,1,0
"Arthur","Arthur Lewbel","Identification of Random Resource Shares in Collective Households Without Preference Similarity Restrictions","Boston College","Jan. 6 2019","8:00 AM - 10:00 AM","Atlanta Marriott Marquis, L506","Econometric Society","Intra-household Allocations: Advances in Identification and Recent Applications","D1, I3","Denni Tommasi","Monash University","George-Levi Gayle","Washington University-St. Louis","Ethan Ligon","University of California-Berkeley","Alexandros Theloudis","Luxembourg Institute of Socio-Economic Research (LISER) and University College London","Denni Tommasi","Monash University","","","ARTHUR",389,1,0.9974359,0.0025641,390,1,0,1,0
"Arun","Arun Chandrasekhar","Using Aggregated Relational Data to Feasibly Identify Network Structure Without Network Data","Stanford University","Jan. 6 2019","1:00 PM - 3:00 PM","Atlanta Marriott Marquis, International 2","American Economic Association","Econometric Methods for Endogenous Networks","C4, C1","Alan Griffith","University of Washington","Anton Badev","Federal Reserve Board","Angelo Mele","Johns Hopkins University","Sida Peng","Microsoft Research","Xiaodong Liu","University of Colorado","","","ARUN",42,0,1,0,42,1,0,1,0
"Asha","Asha Sundaram","Family Leave Law and the Demand for Female Labor: Evidence from a Trade Shock","University of Auckland","Jan. 5 2019","2:30 PM - 4:30 PM","Atlanta Marriott Marquis, A707","American Economic Association","Impacts of Family-Friendly Workplace Policies","J2, K2","Claudia Olivetti","Boston College","Betsey Stevenson","University of Michigan","Justin Wolfers","University of Michigan","Kasey Buckles","University of Notre Dame","Melissa Kearney","University of Maryland","","","ASHA",2,45,0.0425532,0.9574468,47,0,1,0,1
"Ashish","Ashish Mishra","A Machine Learned, Real Time Measure of the Rate of Inflation","Amazon","Jan. 4 2019","12:30 PM - 2:15 PM","Atlanta Marriott Marquis, Marquis Ballroom A","National Association for Business Economics","Putting the \"Ec\" in Tech: Economics at Tech Firms","L1, D2","Carolyn Evans","Intel Corp","","","","","","","","","","","ASHISH",58,1,0.9830508,0.0169492,59,1,0,1,0
"Ashley","Ashley Wong","The ACA Medicaid Expansion in Michigan and Financial Health","University of Michigan","Jan. 6 2019","1:00 PM - 3:00 PM","Atlanta Marriott Marquis, International 6","American Economic Association","Healthcare and Household Finance","I1, D8","Keith Marzilli Ericson","Boston University","Daniel Sacks","University of Indiana","Jeremy Tobacman","University of Delaware","Kosali Simon","University of Indiana","Martin Hackmann","University of California-Los Angeles","","","ASHLEY",42,1260,0.0322581,0.9677419,1302,0,1,0,1
"Ashley","Ashley Whillans","The Joy of Giving: Evidence from a Matching Experiment","Harvard University","Jan. 5 2019","2:30 PM - 4:30 PM","Hilton Atlanta, 301","Association for the Study of Generosity in Economics","Economics of Altruism: Evidence from the Field","H4","Daniel Hungerman","University of Notre Dame","Kirsten Cornelson","University of Notre Dame","Mark Wilhelm","IUPUI","Ragan Petrie","Texas A&M University","","","","","ASHLEY",42,1260,0.0322581,0.9677419,1302,0,1,0,1
"Ashley","Ashley Ann Tharayil","The Effect of Financial Literacy on Withdrawing Funds Intended for Retirement—Conclusions Drawn from Three Years of Data","Austin College","Jan. 4 2019","12:30 PM - 2:15 PM","Atlanta Marriott Marquis, M202","National Association of Economic Educators","Real-World Impacts of Financial Literacy","A2","Carlos Asarta","University of Delaware","Brooke Conaway","Georgia College","Paul Grimes","Pittsburg State University","Andrew Hill","Federal Reserve Bank of Philadelphia","","","","","ASHLEY",42,1260,0.0322581,0.9677419,1302,0,1,0,1
"Ashna","Ashna Arora","Too Tough on Crime? The Impact of Prosecutor Politics on Incarceration","University of Chicago","Jan. 6 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, International 1","American Economic Association","Economics of Crime","K4","Mark Cohen","Vanderbilt University","","","","","","","","","","","ASHNA",0,2,0,1,2,0,1,0,1
"Ashok","Ashok K. Mishra","Crop Insurance and Food Security in India: Evidence from Rice Farmers in Eastern India","Arizona State University","Jan. 5 2019","2:30 PM - 4:30 PM","Hilton Atlanta, 401","Agricultural and Applied Economics Association","Agricultural Insurance in Developing and Emerging Economics: Demand, Impacts, and Future Prospects","F0","Awudu Abdulai","University of Kiel","Diego Arias Carballo","World Bank","","","","","","","","","ASHOK",24,0,1,0,24,1,0,1,0
"Ashwini","Ashwini Chhatre","Do Common-Pool Resources Help Insure Household Food Security from Climate Shocks?","Indian School of Business","Jan. 6 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, M103","Association of Environmental and Resource Economists","Common-Pool Resources","Q5, Q2","Laura Bakkensen","University of Arizona","Laura Bakkensen","University of Arizona","Frederik Noack","University of British Columbia","Bryan Leonard","Arizona State University","Kathy Baylis","University of Illinois-Urbana-Champaign","","","ASHWINI",1,6,0.1428571,0.8571429,7,0,1,0,0
"Asmaa","Asmaa Yaseen Yaseen","Effects of Terrorism on the Labor Market: Case Study of Iraq","University of Kansas","Jan. 4 2019","10:15 AM - 12:15 PM","Hilton Atlanta, 224","Middle East Economic Association","Terrorism in the Middle East and North Africa – Drivers and Consequences","F5, Z1","Jeffrey Nugent","University of Southern California","","","","","","","","","","","ASMAA",0,2,0,1,2,0,1,0,1
"Attila","Attila Lindner","Skill-Biased Innovation Activities: Evidence from Hungarian Firms","University College London","Jan. 5 2019","2:30 PM - 4:30 PM","Atlanta Marriott Marquis, M304","American Economic Association","Innovation and Inequality: The Role of Firms","J0, O0","Nicholas Bloom","Stanford University","Nicholas Bloom","Stanford University","Attila Lindner","University College London","Aureo de Paula","University College London","","","","","ATTILA",12,1,0.9230769,0.0769231,13,1,0,0,0
"Aurelia","Aurelia Lepine","Child Mortality After a Natural Disaster: An Estimation of the Long-Term Effect of the Indian Ocean Tsunami on Under-5 Mortality","London School of Hygiene and Tropical Medicine","Jan. 5 2019","8:00 AM - 10:00 AM","Hilton Atlanta, 309-310-311","International Health Economics Association","The Economics of Child Health and Other Aspects of Childhood Development","I1, I1","Albert A. Okunade","University of Memphis","R. Vincent Pohl","University of Georgia","Eeshani Kandpal","World Bank","Ana Balsa","University of Montevideo","David Bishai","Johns Hopkins University","","","AURELIA",1,15,0.0625,0.9375,16,0,1,0,0
"Aurelie","Aurelie Charles","Blurring The Individual Boundaries: Investigating Perceptions of Being Men and Women in the Mezzogiorno","University of Bath","Jan. 4 2019","2:30 PM - 4:30 PM","Hilton Atlanta, Crystal A","Association for Social Economics","Gender Inequalities and Economic Processes","Z1, I3","Hanna Szymborska","Open University","","","","","","","","","","","AURELIE",0,15,0,1,15,0,1,0,1
"Aurelien","Aurelien Genty","Using Emissions Trading Schemes to Reduce Heterogeneous Distortionary Taxes: the case of Recycling Carbon Auction Revenues to support Renewable Energy","European Commission","Jan. 6 2019","8:00 AM - 10:00 AM","Atlanta Marriott Marquis, International 3","American Economic Association","Economic Perspectives on Potential Future Developments of the EU Emissions Trading Scheme: Multilateral Linkages, Price Floors, and Use of Auction Revenues","Q5, H2","Claire Gavard","Centre for European Economic Research (ZEW)","Carolyn Fischer","Vrije University Amsterdam","Luca Taschini","London School of Economics (LSE)","Claire Gavard","Centre for European Economic Research (ZEW)","Dallas Burtraw","Resources for the Future (RFF)","","","AURELIEN",4,0,1,0,4,1,0,1,0
"Austin","Austin Hill-Kleespie","The Good The Bad and The Trending: Microblogging Sentiment and Short Term Momentum","University of Utah","Jan. 4 2019","7:30 AM - 6:00 PM","Hilton Atlanta, Grand Ballroom Pre-Function North","American Finance Association","AFA Ph.D. Student Poster Session","G0","Kenneth Singleton","Stanford University","","","","","","","","","","","AUSTIN",160,7,0.9580838,0.0419162,167,1,0,1,0
"Austin","Austin C. Smith","Greek Life, Academics, and Earnings","Miami University","Jan. 6 2019","1:00 PM - 3:00 PM","Atlanta Marriott Marquis, International 10","American Economic Association","Determinants of Academic Persistence and Success","I2","Scott Carrell","University of California-Davis","Joshua Goodman","Harvard University","Melissa Kearney","University of Maryland","Mark Hoekstra","Texas A&M University","Scott Imberman","Michigan State University","","","AUSTIN",160,7,0.9580838,0.0419162,167,1,0,1,0
"Austin","Austin Nichols","Stay-at-Work Strategies and Evidence","Abt Associates","Jan. 4 2019","2:30 PM - 4:30 PM","Hilton Atlanta, 314","Society of Government Economists","Should I Stay or Should I Go? Drivers of Work, Wages, and Inactivity","J0, H0","Brian Sloboda","University of Phoenix","Bradley Hardy","American University","Philip Ostromogolsky","U.S. Federal Deposit Insurance Corporation","Bruce D. Meyer","University of Chicago","Jay Stewart","U.S. Bureau of Labor Statistics","","","AUSTIN",160,7,0.9580838,0.0419162,167,1,0,1,0
"Avner","Avner Seror","Multi-Candidate Political Competition and the Industrial Organization of Politics","Chapman university","Jan. 5 2019","8:00 AM - 10:00 AM","Atlanta Marriott Marquis, L505","Econometric Society","Models of Politics","H0, D8","Konstantin Sonin","University of Chicago","","","","","","","","","","","AVNER",8,0,1,0,8,1,0,1,0
"Avraham","Avraham Ebenstein","Female Circumcision and the Incentive Compatibility of the Marriage Contract","Hebrew University of Jerusalem","Jan. 4 2019","12:30 PM - 2:15 PM","Hilton Atlanta, 313","Association for the Study of Generosity in Economics","Gender and Identity in Developing Economies","J1","Lakshmi Iyer","University of Notre Dame","Selim Gulesci","Bocconi University","Rebecca Thornton","University of Illinois","Alicia Adsera","Princeton University","","","","","AVRAHAM",23,0,1,0,23,1,0,1,0
"Avraham","Avraham Izhar Baranes","Transnationalization and Financialization: Understanding the Seventh Merger Wave","Rollins College","Jan. 5 2019","2:30 PM - 4:30 PM","Hilton Atlanta, Crystal C","Association for Evolutionary Economics","Financialized Economy, Imbalances, and Public Action in the Age of Uncertainty and Systemic Crises","B5, E0","Ilene Grabel","University of Denver","Faruk Ülgen","University Grenoble Alpes","","","","","","","","","AVRAHAM",23,0,1,0,23,1,0,1,0
"Axel","Axel Ockenfels","The Design of Feedback Revision Rules - An Experimental Study","University of Cologne","Jan. 4 2019","2:30 PM - 4:30 PM","Hilton Atlanta, 223","Economic Science Association","Market Design for Online Platforms","D4","Yan Chen","University of Michigan","Laura Gee","Tufts University","Chiara Farronato","Harvard University","Stephanie Wang","University of Pittsburgh","Chenyu Yang","University of Rochester","","","AXEL",35,0,1,0,35,1,0,1,0
"Aytekin","Aytekin Ertan","Financial Intermediation through Financial Disintermediation: Evidence from the ECB Corporate Sector Purchase Programme","London Business School","Jan. 5 2019","2:30 PM - 4:30 PM","Atlanta Marriott Marquis, International B","American Economic Association","Capital Requirements and Monetary Policy","G2","Bruno Sultanum","Federal Reserve Bank of Richmond","","","","","","","","","","","AYTEKIN",4,0,1,0,4,1,0,1,0
"Aytekin","Aytekin Ertan","Lender Forbearance","London Business School","Jan. 4 2019","10:15 AM - 12:15 PM","Hilton Atlanta, Grand Ballroom C","American Finance Association","Non-Bank Lending Behavior","G2","John M. Griffin","University of Texas","Taylor Nadauld","Brigham Young University","Rustom Irani","University of Illinois","Jordan Nickerson","Boston College","Richard Lowery","University of Texas-Austin","","","AYTEKIN",4,0,1,0,4,1,0,1,0
"Azam","Azam Mehtabul","Are Urban-Rural Welfare Differences Growing in India?","Institute of Labor Economics","Jan. 4 2019","12:30 PM - 2:15 PM","Hilton Atlanta, 223","Association of Indian Economic and Financial Studies","Social, Economic, and Environmental Issues in Developing Economies","Y9, O5","Amit Batabyal","Rochester Institute of Technology","Valerie Cerra","International Monetary Fund","Banani Nandi","AT&T Labs","Ram Upendra Das","Center for Regional Trade-India","Kandarp Srinivasan","Northeastern University","Keshab Bhattarai","University of Hull","AZAM",3,0,1,0,3,1,0,1,0
"Balazs","Balazs Murakozy","Skill-Biased Innovation Activities: Evidence from Hungarian Firms","CERS-HAS","Jan. 5 2019","2:30 PM - 4:30 PM","Atlanta Marriott Marquis, M304","American Economic Association","Innovation and Inequality: The Role of Firms","J0, O0","Nicholas Bloom","Stanford University","Nicholas Bloom","Stanford University","Attila Lindner","University College London","Aureo de Paula","University College London","","","","","BALAZS",3,0,1,0,3,1,0,1,0
"Balazs","Balazs Reizer","Skill-Biased Innovation Activities: Evidence from Hungarian Firms","CERS-HAS","Jan. 5 2019","2:30 PM - 4:30 PM","Atlanta Marriott Marquis, M304","American Economic Association","Innovation and Inequality: The Role of Firms","J0, O0","Nicholas Bloom","Stanford University","Nicholas Bloom","Stanford University","Attila Lindner","University College London","Aureo de Paula","University College London","","","","","BALAZS",3,0,1,0,3,1,0,1,0
"Banu","Banu Demir Pakel","Production Networks and Skill Intensity","Bilkent University","Jan. 4 2019","2:30 PM - 4:30 PM","Atlanta Marriott Marquis, International B","American Economic Association","Firms, Markets and Quality Provision in Developing Countries","L1, O1","Jie Bai","Harvard University","Jonas Hjort","Columbia University","Pamela Medina Quispe","University of Toronto","Meredith Startz","Princeton University","Zach Brown","University of Michigan","","","BANU",1,6,0.1428571,0.8571429,7,0,1,0,0
"Baran","Baran Doda","Linking Permit Markets Multilaterally","London School of Economics (LSE)","Jan. 6 2019","8:00 AM - 10:00 AM","Atlanta Marriott Marquis, International 3","American Economic Association","Economic Perspectives on Potential Future Developments of the EU Emissions Trading Scheme: Multilateral Linkages, Price Floors, and Use of Auction Revenues","Q5, H2","Claire Gavard","Centre for European Economic Research (ZEW)","Carolyn Fischer","Vrije University Amsterdam","Luca Taschini","London School of Economics (LSE)","Claire Gavard","Centre for European Economic Research (ZEW)","Dallas Burtraw","Resources for the Future (RFF)","","","BARAN",6,0,1,0,6,1,0,1,0
"Barbara","Barbara Rindi","Information, Liquidity, and Dynamic Limit Order Markets","Bocconi University","Jan. 5 2019","2:30 PM - 4:30 PM","Hilton Atlanta, 212-213-214","American Finance Association","Trading in Modern Markets","G1","Sunil Wahal","Arizona State University","Sunil Wahal","Arizona State University","Uday Rajan","University of Michigan","Haoxiang Zhu","Massachusetts Institute of Technology","Jiasun Li","George Mason University","","","BARBARA",0,1577,0,1,1577,0,1,0,1
"Barbara","Barbara Bliss","The Price of Hate: Household Finance and Non-Pecuniary Preferences","University of San Diego","Jan. 6 2019","10:15 AM - 12:15 PM","Hilton Atlanta, 205-206-207","American Finance Association","Corporate Culture","G3","Jillian Grennan","Duke University","Gordon Phillips","Dartmouth College","Samuel Hartzmark","University of Chicago","Laura Starks","University of Texas","Tracy Wang","University of Minnesota","","","BARBARA",0,1577,0,1,1577,0,1,0,1
"Barbara","Barbara Boelmann","Like Mother, Like Daughter? Societal Determinants of Maternal Labour Supply – Evidence from the German Reunification","University College London","Jan. 4 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, A706","American Economic Association","Social Norms, Female Labor Supply and the Family","J1, J2","Justin Wolfers","University of Michigan","Heather Sarsons","Harvard University","Marianne Bertrand","University of Chicago","Melanie Wassermann","University of California-Los Angeles","Justin Wolfers","University of Michigan","","","BARBARA",0,1577,0,1,1577,0,1,0,1
"Barbara","Barbara Bukhvalova","House as a Portfolio: Are Risks Important?","Gabler Investments","Jan. 5 2019","2:30 PM - 4:30 PM","Hilton Atlanta, 204","American Real Estate and Urban Economics Association","The Risks of Homeownership","R3, J2","Edward Coulson","University of California-Irvine","Thao Le","Georgia State University","Adele Morris","Brookings Institution","Helen Neill","University of Nevada-Las Vegas","Lynn Fisher","American Enterprise Institute","","","BARBARA",0,1577,0,1,1577,0,1,0,1
"Barry","Barry Hirsch","Does Winter Weather Decrease Work?","Georgia State University","Jan. 6 2019","8:00 AM - 10:00 AM","Hyatt Regency Atlanta, Hanover B","Labor and Employment Relations Association","Work, Weather, and Migration","J0","Thomas Mroz","Georgia State University","Julie Hotchkiss","Federal Reserve Bank of Atlanta","Tyler Ransom","University of Oklahoma","","","","","","","BARRY",391,4,0.9898734,0.0101266,395,1,0,1,0
"Bart","Bart Yueshen","Speed Acquisition","INSEAD","Jan. 5 2019","2:30 PM - 4:30 PM","Hilton Atlanta, 212-213-214","American Finance Association","Trading in Modern Markets","G1","Sunil Wahal","Arizona State University","Sunil Wahal","Arizona State University","Uday Rajan","University of Michigan","Haoxiang Zhu","Massachusetts Institute of Technology","Jiasun Li","George Mason University","","","BART",57,1,0.9827586,0.0172414,58,1,0,1,0
"Barton","Barton Hamilton","State Minimum Wage Changes and Employment: Evidence from One Million Hourly Wage Workers","Washington University-St. Louis","Jan. 5 2019","8:00 AM - 10:00 AM","Atlanta Marriott Marquis, M102","American Economic Association","Demand for Labor","J2","Daniel Hamermesh","Barnard College","","","","","","","","","","","BARTON",6,0,1,0,6,1,0,1,0
"Basil","Basil Halperin","Toward an Understanding of the Economics of Apologies: Evidence from a Large-scale Natural Field Experiment","Massachusetts Institute of Technology","Jan. 4 2019","2:30 PM - 4:30 PM","Hilton Atlanta, 223","Economic Science Association","Market Design for Online Platforms","D4","Yan Chen","University of Michigan","Laura Gee","Tufts University","Chiara Farronato","Harvard University","Stephanie Wang","University of Pittsburgh","Chenyu Yang","University of Rochester","","","BASIL",39,0,1,0,39,1,0,1,0
