author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4
Erik Snowberg,Overconfidence in Political Behavior,California Institute of Technology and NBER,Jan 03 2015,8:00 AM,"Hynes Convention Center, Room 204",American Economic Association,Behavioral Political Economy,D7,Erik Snowberg,California Institute of Technology,Steven Callander,Stanford University,Scott Ashworth,University of Chicago,Scott Page,University of Michigan,Stephen Ansolabehere,Harvard University,,,Erik Snowberg,Male,,,,,,NA,NA,NA,NA,NA
Erin Mansur,Inferring Carbon Abatement Costs in Electricity Markets: A Revealed Preference Approach using the Shale Revolution,Dartmouth College,Jan 05 2015,10:15 AM,"Hynes Convention Center, Room 204",American Economic Association,Environmental Economics,Q1,Katharine Sims,Amherst College,,,,,,,,,,,ERIN MANSUR,Female,,,,,,NA,NA,NA,NA,NA
Erin Mansur,Measuring the Spatial Heterogeneity in Environmental Externalities from Driving: A Comparison of Gasoline and Electric Vehicles,Dartmouth College,Jan 03 2015,10:15 AM,"Sheraton Boston, Riverway",American Economic Association,"Heterogeneous Externalities (Q5, H2)",,Christopher Knittel,Massachusetts Institute of Technology,Joseph S. Shapiro,Yale University,Ryan Kellogg,University of Michigan,Don Fullerton,University of Illinois-Urbana‑Champaign,Steve Cicala,University of Chicago,,,ERIN MANSUR,Female,,,,,,NA,NA,NA,NA,NA
Espen Henriksen,The Risky Capital of Emerging Markets,University of California-Davis,Jan 03 2015,8:00 AM,"Sheraton Boston, Beacon G",Econometric Society,Aggregate Implications of International Capital Flows and Offshoring,F2,Johannes Boehm,London School of Economics,,,,,,,,,,,Espen Henriksen,Male,,,,,,NA,NA,NA,NA,NA
Esteban Rossi-Hansberg,The Spatial Diffusion of Technology,Princeton University,Jan 05 2015,8:00 AM,"Sheraton Boston, Back Bay Ballroom D",American Economic Association,Technology Adoption,O4,Arthur Diamond,University of Nebraska-Omaha,,,,,,,,,,,ESTEBAN ROSSI-HANSBERG,Male,,,,,,NA,NA,NA,NA,NA
Esther Duflo,Gossip and Identifying Central Individuals in a Social Network,Massachusetts Institute of Technology,Jan 04 2015,8:00 AM,"Hynes Convention Center, Room 203",American Economic Association,"Social Networks: Methods and Applications (D8, C1)",,Anton Badev,Federal Reserve Board,,,,,,,,,,,ESTHER DUFLO,Female,,,,,,NA,NA,NA,NA,NA
Ethan Kaplan,Nurse Unions and Patient Outcomes,University of Maryland,Jan 04 2015,10:15 AM,"Westin Copley, North Star",Labor & Employment Relations Association,Employment Relations in the Healthcare Setting,J4,Jason Hockenberry,Emory University,Christine DePasquale,Emory University,Seth Richards-Shubik,Carnegie Mellon University,Morris Kleiner,University Of Minnesota,James Burgess,Boston University,,,ETHAN KAPLAN,Male,,,,,,NA,NA,NA,NA,NA
Etienne Lehmann,Tax Me If You Can! Optimal Nonlinear Income Tax between Competing Governments,Paris II,Jan 05 2015,1:00 PM,"Hynes Convention Center, Room 209",American Economic Association,Tax Compliance,H2,James Alm,Tulane University,,,,,,,,,,,Etienne Lehmann,Male,,,,,,NA,NA,NA,NA,NA
Etienne Wasmer,Spatial search strategies of job seekers and the role of unemployment insurance,Sciences Po,Jan 05 2015,8:00 AM,"Sheraton Boston, Back Bay Ballroom C",American Economic Association,"Housing, Unemployment and Monetary Policy (E2, E3)",,William Branch,University of California-Irvine,John C. Williams,Federal Reserve Bank of San Francisco,Robert E. Hall,Stanford University,Jan Brueckner,University of California-Irvine,,,,,ETIENNE WASMER,Male,,,,,,NA,NA,NA,NA,NA
Eva Van Leemput,"Can Self-Help Groups Really Be \Self-Help\""?""",University of Notre Dame,Jan 04 2015,2:30 PM,"Sheraton Boston, Boston Common",American Economic Association,Group-Based Savings in Developing Countries,O1,Alfredo Burlando,University of Oregon,Jessica Goldberg,University of Maryland,Christian Ahlin,Michigan State University,Emily Breza,Columbia University,Simone Schaner,Dartmouth College,,,Eva Van Leemput,Female,,,,,,NA,NA,NA,NA,NA
Evan J. Taylor,The Heterogeneous Long-Run Health Consequences of Rural-Urban Migration,University of Michigan,Jan 05 2015,8:00 AM,"Sheraton Boston, Gardner Room",American Economic Association,Causes of Health Differences,I1,Kathleen Carey,Boston University,,,,,,,,,,,Evan J. Taylor,Male,,,,,,NA,NA,NA,NA,NA
Evert Vrugt,Survey Expectations of Returns and Asset Pricing Puzzles,Independent,Jan 03 2015,2:30 PM,"Westin Copley, America Center",American Finance Association,"Expectation, Sentiment, and Asset Prices",G1,Stefan Nagel,University of Michigan,Juhani Linnainmaa,University of Chicago,Kent Daniel,Columbia University,Francesco Franzoni,University of Lugano,Anna Cieslak,Northwestern University,,,Evert Vrugt,Male,,,,,,NA,NA,NA,NA,NA
Ezra Golberstein,Heterogeneity in Take-Up of Public Insurance Benefits: The Case of Mental Health,University of Minnesota,Jan 04 2015,8:00 AM,"Boston Marriott Copley, Provincetown",Health Economics Research Organization,"Contributed Papers in the Economics of Hospitals, Public Insurance, and Medical Expenditures (I1, I1)",,J. Michael Fitzmaurice,JMF Associates,Vivian Ho,Rice University,Dhaval M. Dave,Bentley University,Nathan Tefft,Bates College,,,,,Ezra Golberstein,Male,,,,,,NA,NA,NA,NA,NA
Fabien Postel-Vinay,Did the Job Ladder Fail after the Great Recession?,University College London,Jan 04 2015,2:30 PM,"Boston Marriott Copley, Provincetown",Society for Economic Dynamics,"Firm Heterogeneity in the Macroeconomy (E3, O3)",,Benjamin Moll,Princeton University,,,,,,,,,,,FABIEN POSTEL-VINAY,Male,,,,,,NA,NA,NA,NA,NA
Fan Dora Xia,Measuring the Macroeconomic Impact of Monetary Policy at the Zero Lower Bound,University of California-San Diego,Jan 04 2015,2:30 PM,"Sheraton Boston, Beacon H",Econometric Society,Monetary Policy and the Great Recession,E5,Taisuke Nakata,Federal Reserve Board,,,,,,,,,,,Fan Dora Xia,Female,,,,,,NA,NA,NA,NA,NA
Fariha Kamal,Spatial Concentration of Buyer-Seller Matches in International Trade: The Role of Institutions and Infrastructure,U.S. Census Bureau,Jan 04 2015,10:15 AM,"Sheraton Boston, The Fens",American Economic Association,"Macro/International II (E3, F3)",,Anna Mikusheva,Massachusetts Institute of Technology,,,,,,,,,,,Fariha Kamal,Female,,,,,,NA,NA,NA,NA,NA
Federico Bandi,Business-Cycle Consumption Risk and Asset Prices,Johns Hopkins University,Jan 05 2015,1:00 PM,"Sheraton Boston, Beacon G",Econometric Society,Empirical Asset Pricing: Long Run Risk and Funding Risk,G1,Pietro Veronesi,University of Chicago,Stefano Giglio,University of Chicago,Amir Yaron,University of Pennsylvania,Pierluigi Balduzzi,Boston College,Jean-Sebastien Fontaine,Bank of Canada,,,Federico Bandi,Male,,,,,,NA,NA,NA,NA,NA
Felicia Ionescu,"Risky, Lumpy Human Capital in Household Portfolios",Federal Reserve Board,Jan 05 2015,1:00 PM,"Sheraton Boston, Beacon H",Econometric Society,"Household Risk, Credit, and Insurance",E2,Felicia Ionescu,Federal Reserve Board,,,,,,,,,,,FELICIA IONESCU,Female,,,,,,NA,NA,NA,NA,NA
Felipe Schwartzman,What Inventory Behavior Tells Us About How Business Cycles Have Changed,Federal Reserve Bank of Richmond,Jan 04 2015,2:30 PM,"Boston Marriott Copley, Yarmouth",International Society for Inventory Research,"Inventories and Business Cycles (E2, E3)",,Thomas A. Lubik,Federal Reserve Bank of Richmond,Thomas A. Lubik,Federal Reserve Bank of Richmond,Scott Schuh,Federal Reserve Bank of Boston,Andrea Tambalotti,Federal Reserve Bank of New York,Eric Sims,University of Notre Dame,,,Felipe Schwartzman,Male,,,,,,NA,NA,NA,NA,NA
Felipe Severino,Personal Bankruptcy Protection and Household Debt,Massachusetts Institute of Technology,Jan 04 2015,8:00 AM,"Sheraton Boston, Independence Ballroom East",American Economic Association,Consumer Credit Behavior,G2,Mark D. Manuszak,Federal Reserve Board,,,,,,,,,,,Felipe Severino,Male,,,,,,NA,NA,NA,NA,NA
Felix Tintelnot,Multinational Production: Data and Stylized Facts,University of Chicago,Jan 03 2015,2:30 PM,"Hynes Convention Center, Room 207",American Economic Association,Measuring the Multinational Economy,F2,Kim J. Ruhl,New York University,Raymond Mataloni,U.S. Bureau of Economic Analysis,Lindsey Oldenski,Georgetown University,Vanessa Alviarez,University of Michigan,,,,,Felix Tintelnot,Male,,,,,,NA,NA,NA,NA,NA
Felix Tintelnot,The Margins of Global Sourcing: Theory and Evidence from U.S. Firms,University of Chicago,Jan 03 2015,8:00 AM,"Hynes Convention Center, Room 206",American Economic Association,"International Trade with Global Value Chains (F1, F2)",,Davin Chor,National University of Singapore,Stephen Redding,Princeton University,Peter Schott,Yale University,Lorenzo Caliendo,Yale University,Ralph Ossa,University of Chicago,,,Felix Tintelnot,Male,,,,,,NA,NA,NA,NA,NA
Fernando Alvarez,Mandatory Disclosure and Financial Contagion,University of Chicago and NBER,Jan 03 2015,10:15 AM,"Sheraton Boston, The Fens",American Economic Association,"Information Disclosure in Financial Markets (G1, E5)",,Gary Gorton,Yale University and NBER,Guido Lorenzoni,Northwestern University and NBER,Bengt Holmstrom,Massachusetts Institute of Technology and NBER,Laura Veldkamp,New York University and NBER,Mark Gertler,New York University and NBER,,,FERNANDO ALVAREZ,Male,,,,,,NA,NA,NA,NA,NA
Filip Matejka,Rational Inattention to Discrete Choices: A New Foundation for the Multinomial Logit Model,CERGE-EI,Jan 03 2015,8:00 AM,"Sheraton Boston, Riverway",American Economic Association,"Structural Demand Models of Attention: Theory and Applications (L2, D8)",,Sebastien Houde,University of Maryland,Gautam Gowrisankaran,University of Arizona,Michael Grubb,Boston College,Matthew Harding,Duke University,Mark Dean,Brown University,,,Filip Matejka,Male,,,,,,NA,NA,NA,NA,NA
Florian Ederer,Promises and Expectations,Yale University,Jan 05 2015,1:00 PM,"Hynes Convention Center, Room 201",American Economic Association,"Communication, Guilt and Deception (D8, C9)",,Gary Charness,University of California-San Diego,Sotirios Georganas,City University London,Clayton Featherstone,University of Pennsylvania,Andreas Blume,University of Arizona,John Duffy,University of California-Irvine,,,Florian Ederer,Male,,,,,,NA,NA,NA,NA,NA
Florian Scheuer,A Theory of Income Taxation under Multidimensional Skill Heterogeneity,Stanford University,Jan 05 2015,10:15 AM,"Sheraton Boston, Back Bay Ballroom D",American Economic Association,Recent Advances in Welfare Economics,H3,Nathaniel Hendren,Harvard University,E. Glen Weyl,Microsoft Research New England,Louis Kaplow,Harvard University,Stefanie Stantcheva,Massachusetts Institute of Technology,Casey Rothschild,Wellesley College,,,Florian Scheuer,Male,,,,,,NA,NA,NA,NA,NA
Florian Scheuer,Capital Taxation under Political Constraints,Stanford University,Jan 04 2015,8:00 AM,"Sheraton Boston, Beacon F",Econometric Society,Political Constraints and Voter Persuasion,P1,Emir Kamenica,University of Chicago,,,,,,,,,,,Florian Scheuer,Male,,,,,,NA,NA,NA,NA,NA
Francesco Bianchi,Escaping the Great Recession,Duke University,Jan 04 2015,2:30 PM,"Sheraton Boston, Beacon H",Econometric Society,Monetary Policy and the Great Recession,E5,Taisuke Nakata,Federal Reserve Board,,,,,,,,,,,FRANCESCO BIANCHI,Male,,,,,,NA,NA,NA,NA,NA
Francesco Franzoni,Performance Measurement with Uncertain Risk Loadings,University of Lugano,Jan 04 2015,8:00 AM,"Westin Copley, America North",American Finance Association,Financial Markets and Financial Institutions,G2,Denis Gromb,INSEAD,Pierre-Olivier Weill,University of California-Los Angeles,Peter Kondor,Central European University,Jaroslav Borovicka,New York University,,,,,Francesco Franzoni,Male,,,,,,NA,NA,NA,NA,NA
Francesco Ravazzolo,Identification of Financial Factors in Economic Fluctuations,Norges Bank,Jan 05 2015,8:00 AM,"Sheraton Boston, Beacon F",Econometric Society,"Are All Financial Shocks Alike? The Effects of Credit, Housing and Uncertainty Shocks (E3, E5)",,Francesco Furlanetto,Norges Bank,Vincenzo Quadrini,University of Southern California,Andreas Fuster,Federal Reserve Bank of New York,Zheng Liu,Federal Reserve Bank of San Francisco,Jonathan Wright,Johns Hopkins University,,,Francesco Ravazzolo,Male,,,,,,NA,NA,NA,NA,NA
Francine Lafontaine,Serial Entrepreneurship: Learning by Doing?,University of Michigan,Jan 04 2015,2:30 PM,"Boston Marriott Copley, Vermont",International Society for New Institutional Economics,"Institutions, Organization, and Entrepreneurship",L2,Francine Lafontaine,University of Michigan,Suresh Naidu,Columbia University,Renata Kosova,Imperial College London,Peter G. Klein,University of Missouri,Danielle Li,Northwestern University,,,FRANCINE LAFONTAINE,Female,,,,,,NA,NA,NA,NA,NA
Francis Annan,Federal Crop Insurance and the Disincentives to Adapt to Extreme Heat,Columbia University,Jan 05 2015,10:15 AM,"Sheraton Boston, Independence Ballroom West",American Economic Association,"Advances in Empirical Climate Economics (Q5, O4)",,Solomon Hsiang,University of California-Berkeley,Joshua Graff Zivin,University of California-San Diego,Melissa Dell,Harvard University,Benjamin A. Olken,Massachusetts Institute of Technology,Marshall Burke,University of California-Berkeley,,,Francis Annan,Male,,,,,,NA,NA,NA,NA,NA
Francis X. Diebold,Estimating Global Bank Network Connectedness,University of Pennsylvania,Jan 04 2015,2:30 PM,"Sheraton Boston, Beacon D",Econometric Society,Financial Econometrics,C5,Eric Renault,Brown University,,,,,,,,,,,Francis X. Diebold,Male,FRANK DIEBOLD,FRANCIS DIEBOLD,,,,NA,NA,NA,NA,NA
Francisco J. Buera,Skill-Biased Structural Change and the Skill-Premium,University of California-Los Angeles,Jan 05 2015,10:15 AM,"Sheraton Boston, Constitution Ballroom B",American Economic Association,"Economic Growth, Technological Change and Income Inequality",O3,Philippe Aghion,Harvard University,Charles I. Jones,Stanford University,Ufuk Akcigit,University of Pennsylvania,Eduardo Morales,Princeton University,David Dorn,CEMFI,,,Francisco J. Buera,Male,FRANCISCO BUERA,,,,,NA,NA,NA,NA,NA
Francisco J. Buera,The Global Diffusion of Ideas,Federal Reserve Bank of Chicago,Jan 04 2015,8:00 AM,"Sheraton Boston, Riverway",Korea-America Economic Association,"Economic Growth and Integration (O1, O3)",,Yongsung Chang,University of Rochester and Yonsei University,,,,,,,,,,,Francisco J. Buera,Male,FRANCISCO BUERA,,,,,NA,NA,NA,NA,NA
Francisco J. Buera,Constraints to the Growth of Firms: All in the Family?,Federal Reserve Bank of Chicago,Jan 03 2015,8:00 AM,"Sheraton Boston, Back Bay Ballroom C",American Economic Association,"Firm Dynamics and Growth (O4, E6)",,Philippe Aghion,Harvard University,Sam Kortum,Yale University,John Haltiwanger,University of Maryland,Joseph P. Kaboski,University of Notre Dame,Rocco MacChiavello,University of Warwick,,,Francisco J. Buera,Male,FRANCISCO BUERA,,,,,NA,NA,NA,NA,NA
Frank Nagle,Crowdsourced Digital Goods and Firm Productivity: Evidence from Open Source Software,Harvard Business School,Jan 03 2015,10:15 AM,"Sheraton Boston, Beacon B",American Economic Association,Productivity,O1,Shawn Sprague,Bureau of Labor Statistics,,,,,,,,,,,Frank Nagle,Male,,,,,,NA,NA,NA,NA,NA
Frank Smets,"Capital Flows, Intermediation Frictions and the Adjustment to Common Shocks",European Central Bank,Jan 05 2015,1:00 PM,"Sheraton Boston, Beacon F",Econometric Society,Capital Flows and Business Cycles,E3,Ivan Jaccard,European Central Bank,,,,,,,,,,,FRANK SMETS,Male,,,,,,NA,NA,NA,NA,NA
Franklin Allen,Deposits and Bank Capital Structure,University of Pennsylvania,Jan 05 2015,10:15 AM,"Boston Marriott Copley, Grand Ballroom—Salon C",Association of Financial Economists,"Optimal Bank Capital (G2, G3)",,Lemma W. Senbet,AERC and University of Maryland,Gary Gorton,Yale University,Florian Heider,European Central Bank,George Pennacchi,University of Illinois,Lubomir Litov,University of Arizona,,,FRANKLIN ALLEN,Male,,,,,,NA,NA,NA,NA,NA
Frederic Warzynski,Offshoring and the Shortening of the Quality Ladder: Evidence from Danish Apparel,Aarhus School of Business,Jan 03 2015,8:00 AM,"Sheraton Boston, Beacon G",Econometric Society,Aggregate Implications of International Capital Flows and Offshoring,F2,Johannes Boehm,London School of Economics,,,,,,,,,,,Frederic Warzynski,Male,,,,,,NA,NA,NA,NA,NA
Friederike Niepmann,"International Trade, Risk and the Role of Banks",Federal Reserve Bank of New York,Jan 05 2015,10:15 AM,"Sheraton Boston, Independence Ballroom East",American Economic Association,Cross-Border Banking and Capital Flows,F3,Daniel Riera-Crichton,Bates College,,,,,,,,,,,Friederike Niepmann,Female,,,,,,NA,NA,NA,NA,NA
Friederike Niepmann,"No Guarantees, No Trade: How Banks Affect Export Patterns",Federal Reserve Bank of New York,Jan 05 2015,1:00 PM,"Hynes Convention Center, Room 207",American Economic Association,"Banks in International Trade (F3, F1)",,Tim Schmidt-Eisenlohr,University of Illinois-Urbana-Champaign,Kalina Manova,Stanford University,Pol Antras,Harvard University,Luc Laeven,International Monetary Fund,Tim Schmidt-Eisenlohr,University of Illinois-Urbana-Champaign,,,Friederike Niepmann,Female,,,,,,NA,NA,NA,NA,NA
Friederike Niepmann,Banking across Borders with Heterogeneous Banks,Federal Reserve Bank of New York,Jan 05 2015,10:15 AM,"Sheraton Boston, Independence Ballroom East",American Economic Association,Cross-Border Banking and Capital Flows,F3,Daniel Riera-Crichton,Bates College,,,,,,,,,,,Friederike Niepmann,Female,,,,,,NA,NA,NA,NA,NA
Gabriel Ehrlich,Housing Demand and Expenditures: How Local Rents Affect Costs-of-Living,Congressional Budget Office,Jan 03 2015,2:30 PM,"Westin Copley, Defender",American Real Estate & Urban Economic Association,"The Rental Market (R2, G1)",,Abdullah Yavas,University of Wisconsin,Lynn Fisher,University of North Carolina,Paul Anglin,University of Guelph,Jim Clayton,Cornerstone Real Estate Advisers,Jiro Yoshida,Pennsylvania State University,,,Gabriel Ehrlich,Male,,,,,,NA,NA,NA,NA,NA
Gadi Barlevy,Mandatory Disclosure and Financial Contagion,Federal Reserve Bank of Chicago,Jan 03 2015,10:15 AM,"Sheraton Boston, The Fens",American Economic Association,"Information Disclosure in Financial Markets (G1, E5)",,Gary Gorton,Yale University and NBER,Guido Lorenzoni,Northwestern University and NBER,Bengt Holmstrom,Massachusetts Institute of Technology and NBER,Laura Veldkamp,New York University and NBER,Mark Gertler,New York University and NBER,,,GADI BARLEVY,Male,,,,,,NA,NA,NA,NA,NA
Gadi Barlevy,Allocations of Effort and Talent in Professional Labor Markets,Federal Reserve Bank of Chicago,Jan 04 2015,8:00 AM,"Hynes Convention Center, Room 202",American Economic Association,"The Economics of Organizations (M5, L2)",,Michael Waldman,Cornell University,Yanhui Wu,University of Southern California,Catherine Barrera,Cornell University,Jin Li,Northwestern University,Charles Bellemare,Laval University,,,GADI BARLEVY,Male,,,,,,NA,NA,NA,NA,NA
Galina Hale,Crisis Transmission in the Global Banking Network,Federal Reserve Bank of San Francisco,Jan 04 2015,2:30 PM,"Boston Marriott Copley, Grand Ballroom—Salon H",International Banking Economics & Finance Association,"Networks, Integration and Contagion (G1, G2)",,Diana Hancock,Federal Reserve Board,Sergio Vicente,Universidad Carlos III Madrid,Lena Tonzer,EUI and Halle Institute for Economic Research,Marianna Caccavaio,Bank of Italy,Martin Strieborny,Lund University,,,GALINA HALE,Female,,,,,,NA,NA,NA,NA,NA
Galina Hale,Bank Linkages and International Trade,Federal Reserve Bank of San Francisco,Jan 05 2015,1:00 PM,"Hynes Convention Center, Room 207",American Economic Association,"Banks in International Trade (F3, F1)",,Tim Schmidt-Eisenlohr,University of Illinois-Urbana-Champaign,Kalina Manova,Stanford University,Pol Antras,Harvard University,Luc Laeven,International Monetary Fund,Tim Schmidt-Eisenlohr,University of Illinois-Urbana-Champaign,,,GALINA HALE,Female,,,,,,NA,NA,NA,NA,NA
Gary Jefferson,Environmental Regulation and Industrial Performance: Evidence from China,Brandeis University,Jan 05 2015,10:15 AM,"Hynes Convention Center, Room 204",American Economic Association,Environmental Economics,Q1,Katharine Sims,Amherst College,,,,,,,,,,,GARY JEFFERSON,Male,,,,,,NA,NA,NA,NA,NA
Gary Jefferson,China-United States Productivity Catch-Up: Escaping the Middle-Income Trap?,Brandeis University,Jan 03 2015,8:00 AM,"Boston Marriott Copley, St. Botolph",Association for Comparative Economic Studies,"Intangible Capital, Creative Destruction, and Prospects for China's Continued Economic Growth (D2, O3)",,Belton Fleisher,Ohio State University,Belton Fleisher,Ohio State University,William McGuire,University of Washington-Tacoma,,,,,,,GARY JEFFERSON,Male,,,,,,NA,NA,NA,NA,NA
Gary Pisano,Impacts of Foreign Competition on Domestic Innovation: Evidence from United States Patents,Harvard Business School,Jan 03 2015,10:15 AM,"Hynes Convention Center, Room 208",American Economic Association,"Growth and Trade (F1, O1)",,Stephen Redding,Princeton University,,,,,,,,,,,Gary Pisano,Male,,,,,,NA,NA,NA,NA,NA
Geert Bekaert,Flights to Safety,Columbia University,Jan 03 2015,2:30 PM,"Westin Copley, Essex Center",American Finance Association,Liquidity Risk,G1,Jennifer Huang,Cheung Kong Graduate School of Business,Albert S. Kyle,University of Maryland,Mathijs van Dijk,Erasmus University Rotterdam,Joel Hasbrouck,New York University,,,,,GEERT BEKAERT,Male,,,,,,NA,NA,NA,NA,NA
Geert Bekaert,Stock Market Valuations Across U.S. States,Columbia University,Jan 05 2015,8:00 AM,"Westin Copley, Essex Center",American Finance Association,Topics in Asset Pricing,G1,Robert Hodrick,Columbia University,Jules van Binsbergen,Stanford University,Ralph Koijen,London Business School,Zhonjin Lu,University of Georgia,Xiaoyan Zhang,Purdue University,,,GEERT BEKAERT,Male,,,,,,NA,NA,NA,NA,NA
Geert Bekaert,"Automatic Enrollment, Escalation, and Retirement Savings",Columbia University,Jan 05 2015,10:15 AM,"Hynes Convention Center, Room 209",American Economic Association,Incentives to Work,J3,Isaac Swensen,Montana State University,,,,,,,,,,,GEERT BEKAERT,Male,,,,,,NA,NA,NA,NA,NA
George Gao,Do Hedge Funds Exploit Rare Disaster Concerns?,Cornell University,Jan 03 2015,2:30 PM,"Westin Copley, Essex South",American Finance Association,Hedge Funds,G2,Neng Wang,Columbia University,Vikas Agarwal,Georgia State University,Jianfeng Yu,University of Minnesota,Jennifer Carpenter,New York University,Itamar Drechsler,New York University,,,George Gao,Male,,,,,,NA,NA,NA,NA,NA
George-Levi Gayle,"Promotion, Turnover and Compensation in the Executive Labor Market",Washington University-St. Louis,Jan 04 2015,10:15 AM,"Sheraton Boston, Beacon H",Econometric Society,"Labor Market Search and Career Dynamics (J2, J3)",,George-Levi Gayle,Washington University-St. Louis,,,,,,,,,,,GEORGE-LEVI GAYLE,Male,,,,,,NA,NA,NA,NA,NA
Georgy Egorov,Single-Issue Campaigns and Multidimensional Politics,Northwestern University,Jan 04 2015,8:00 AM,"Sheraton Boston, Beacon F",Econometric Society,Political Constraints and Voter Persuasion,P1,Emir Kamenica,University of Chicago,,,,,,,,,,,GEORGY EGOROV,Male,,,,,,NA,NA,NA,NA,NA
Gerald Auten,Measuring Income Mobility of Children and Their Parents over 25 Years,U.S. Treasury Department,Jan 05 2015,10:15 AM,"Sheraton Boston, Public Garden",American Economic Association,"Perspectives on Inequality and Mobility of Income and Wealth (D3, H2)",,David Johnson,U.S. Bureau of Economic Analysis,Thomas Hungerford,Economic Policy Institute,Michael Strain,American Enterprise Institute,,,,,,,GERALD AUTEN,Male,,,,,,NA,NA,NA,NA,NA
Gerald Auten,Jazz Combo,Treasury Department: Trumpet,Jan 03 2015,8:00 PM,"Sheraton Boston, Republic Ballroom A & B",American Economic Association,5th Annual Music Session,Y9,Stephen Wu,Hamilton College,,,,,,,,,,,GERALD AUTEN,Male,,,,,,NA,NA,NA,NA,NA
Gerard Hoberg,"Mutual Fund Competition, Managerial Skill and Alpha Persistence",University of Southern California,Jan 03 2015,10:15 AM,"Westin Copley, America North",American Finance Association,Macro Asset Pricing,G2,Lorenzo Garlappi,University of British Columbia,Ravi Jagannathan,Northwestern University,Sheridan Titman,University of Texas-Austin,Tobias Moskowitz,University of Chicago,Jessica Wachter,University of Pennsylvania,,,GERARD HOBERG,Male,,,,,,NA,NA,NA,NA,NA
Gerard Hoberg,Do Fraudulent Firms Produce Abnormal Disclosures?,University of Southern California,Jan 03 2015,2:30 PM,"Westin Copley, America North",American Finance Association,Ethical Norms in Finance,G1,Anjan Thakor,Washington University-St. Louis,Radhakrishnan Gopalan,Washington University-St. Louis,Kelly Shue,University of Chicago,Rajkamal Iyer,Massachusetts Institute of Technology,Manju Puri,Duke University,,,GERARD HOBERG,Male,,,,,,NA,NA,NA,NA,NA
Gian Luca Clementi,"Entry, Exit and the Shape of Aggregate Fluctuations in a General Equilibrium Model with Capital Heterogeneity",New York University,Jan 04 2015,2:30 PM,"Sheraton Boston, Beacon G",Econometric Society,"Labor Markets in the Great Recession (E3, J2)",,Patrick Kehoe,University of Minnesota,,,,,,,,,,,GIAN LUCA CLEMENTI,Male,GIAN-LUCA CLEMENTI,Jian Luca Clementi,,,,NA,NA,NA,NA,NA
Gian Luca Clementi,Investment and the Cross-Section of Equity Returns,New York University,Jan 04 2015,10:15 AM,"Westin Copley, Essex Center",American Finance Association,Cross-Sectional Asset Pricing,G1,Lu Zhang,Ohio State University,Xiaoji Lin,Ohio State University,Chen Xue,University of Cincinnati,Leonid Kogan,Massachusetts Institute of Technology,Tobias Adrian,Federal Reserve Bank of New York,,,GIAN LUCA CLEMENTI,Male,GIAN-LUCA CLEMENTI,Jian Luca Clementi,,,,NA,NA,NA,NA,NA
Giang Nguyen,Order Flow Segmentation and the Role of Dark Pool Trading in the Price Discovery of United States Treasury,University of North Carolina,Jan 04 2015,8:00 AM,"Westin Copley, Essex Center",American Finance Association,Fixed Income Markets,G1,Francis Longstaff,University of California-Los Angeles,Ingrid Werner,Ohio State University,Yuhang Xing,Rice University,Robin Greenwood,Harvard Business School,Pierre Collin-Dufresne,Ecole Polytechnique Federale de Lausanne,,,Giang Nguyen,Female,,,,,,NA,NA,NA,NA,NA
Gianluca Violante,The Wealthy Hand-to-Mouth,New York University,Jan 05 2015,8:00 AM,"Hynes Convention Center, Room 207",American Economic Association,"Credit and Balance Sheets During the Great Recession (E2, D1)",,Christopher Carroll,Johns Hopkins University,Adi Sunderam,Harvard Business School,Tomasz Piskorski,Columbia University,Theresa Kuchler,New York University,Brigitte C. Madrian,Harvard University,,,GIANLUCA VIOLANTE,Male,,,,,,NA,NA,NA,NA,NA
Gianluca Violante,Education Policy and Intergenerational Transfers in Equilibrium,New York University,Jan 03 2015,10:15 AM,"Sheraton Boston, Beacon E",Econometric Society,"Policies to Foster Human Capital (I2, J2)",,Dirk Krueger,University of Pennsylvania,,,,,,,,,,,GIANLUCA VIOLANTE,Male,,,,,,NA,NA,NA,NA,NA
Gilles Duranton,Agglomeration Effects in Colombia,University of Pennsylvania,Jan 04 2015,2:30 PM,"Westin Copley, St. George A & B",American Real Estate & Urban Economic Association/American Economic Association,"Urbanization in Developing Countries (R1, O1)",,Stuart Rosenthal,Syracuse University,Jan Brueckner,University of California-Irvine,Edward Glaeser,Harvard University,Matthew Kahn,University of California-Los Angeles,Douglas Gollin,University of Oxford,,,GILLES DURANTON,Male,,,,,,NA,NA,NA,NA,NA
Giorgio Primiceri,Credit Supply and the Housing Boom,Northwestern University,Jan 05 2015,8:00 AM,"Sheraton Boston, Beacon F",Econometric Society,"Are All Financial Shocks Alike? The Effects of Credit, Housing and Uncertainty Shocks (E3, E5)",,Francesco Furlanetto,Norges Bank,Vincenzo Quadrini,University of Southern California,Andreas Fuster,Federal Reserve Bank of New York,Zheng Liu,Federal Reserve Bank of San Francisco,Jonathan Wright,Johns Hopkins University,,,GIORGIO PRIMICERI,Male,,,,,,NA,NA,NA,NA,NA
