author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4
Costas Meghir,"Employment, Training and Human Capital Accumulation",Yale University,Jan. 6 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, International 4",American Economic Association,New Models of Search and Labor Market Institutions,"J3, E2",Costas Meghir,Yale University,Steven Kaplan,University of Chicago,John Rust,Georgetown University,Paul Beaudry,University of British Columbia,Rasmus Lentz,University of Wisconsin-Madison,,,COSTAS MEGHIR,Male,,,,,,NA,NA,NA,NA,NA
Cristina Arellano,Sovereign Default Risk and Firm Heterogeneity,Federal Reserve Bank of Minneapolis and NBER,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, M302",American Economic Association,Heterogeneous Firms and Credit Risk,"E2, G1",Giulio Seccia,Nazarbayev University,David Benjamin,State University of New York-Buffalo,Grey Gordon,Federal Reserve Bank of Richmond,Eric Young,University of Virginia,Gabriel Mihalache,State University of New York-Stony Brook,,,CRISTINA ARELLANO,Female,,,,,,NA,NA,NA,NA,NA
Crocker Liu,Asymmetric or Incomplete Information about Asset Values?,Cornell University,Jan. 6 2019,10:15 AM - 12:15 PM,"Hilton Atlanta, 215",American Real Estate and Urban Economics Association,Agency Problems,"R3, D8",Alina Arefeva,University of Wisconsin-Madison,David Brasington,University of Cincinnati,Ruchi Singh,University of Georgia,Seung-Hyun Hong,University of Illinois-Urbana-Champaign,Sophia (Sonia) Gilbukh,New York University,,,Crocker Liu,Male,,,,,,NA,NA,NA,NA,NA
Crystal Yang,Racial Bias in Bail Decisions,Harvard University,Jan. 6 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, M106-107",American Economic Association,Sources of Labor Market Discrimination,J7,Marianne Bertrand,University of Chicago,Amanda Pallais,Harvard University,Alex Imas,University of Chicago,Heather Sarsons,Harvard University,,,,,Crystal Yang,Female,,,,,,NA,NA,NA,NA,NA
Dacheng Xiu,Empirical Asset Pricing via Machine Learning,University of Chicago,Jan. 6 2019,10:15 AM - 12:15 PM,"Hilton Atlanta, Grand Ballroom D",American Finance Association,New Methods for the Cross Section of Expected Returns,G1,Michael Weber,University of Chicago,Svetlana Bryzgalova,Stanford University,Alberto Rossi,University of Maryland,Jonathan Lewellen,Dartmouth College,Andreas Neuhierl,University of Notre Dame,,,Dacheng Xiu,Male,,,,,,NA,NA,NA,NA,NA
Dale Jorgenson,Recent United States Economic Performance and the Prospects for Future Growth,Harvard University,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, A706",Society of Policy Modeling,"Technology, Productivity, Growth, and Jobs","E2, D2",Dominick Salvatore,Fordham University,Dominick Salvatore,Fordham University,,,,,,,,,DALE JORGENSON,Male,,,,,,NA,NA,NA,NA,NA
Dallas Burtraw,Unilateral Action under an Emissions Cap,Resources for the Future (RFF),Jan. 6 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 3",American Economic Association,"Economic Perspectives on Potential Future Developments of the EU Emissions Trading Scheme: Multilateral Linkages, Price Floors, and Use of Auction Revenues","Q5, H2",Claire Gavard,Centre for European Economic Research (ZEW),Carolyn Fischer,Vrije University Amsterdam,Luca Taschini,London School of Economics (LSE),Claire Gavard,Centre for European Economic Research (ZEW),Dallas Burtraw,Resources for the Future (RFF),,,DALLAS BURTRAW,Male,,,,,,NA,NA,NA,NA,NA
Daniel Ackerberg,Timing Assumptions and Efficiency: Empirical Evidence in the Production Function Context,University of Michigan,Jan. 5 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, M105",Econometric Society,Identification and Estimation of Production Functions,"C1, C5",David Rivers,University of Western Ontario,,,,,,,,,,,DANIEL ACKERBERG,Male,,,,,,NA,NA,NA,NA,NA
Daniel Elfenbein,The Impact of Socioeconomic and Cultural Differences on Online Trade,Washington University,Jan. 5 2019,10:15 AM - 12:15 PM,"Hilton Atlanta, 203",Association of Financial Economists,The Value of Culture,"G4, G2",Jillian Grennan,Duke University,Diego Garcia,University of Colorado,Paige Ouimet,University of North Carolina,S. Abraham Ravid,Yeshiva University,,,,,Daniel Elfenbein,Male,,,,,,NA,NA,NA,NA,NA
Daniel Gottlieb,Long-Term Contracting with Time-Inconsistent Agents,Washington University-St. Louis,Jan. 4 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, L506",Econometric Society,Dynamic Behavioral Theory,"D9, D8",Kristof Madarasz,London School of Economics,Martin Cripps,University College London,Elliot Lipnowski,University of Chicago,Michael Grubb,Boston College,Kristof Madarasz,London School of Economics,,,Daniel Gottlieb,Male,,,,,,NA,NA,NA,NA,NA
Daniel Greenwald,Financial Fragility with SAM?,Massachusetts Institute of Technology,Jan. 4 2019,10:15 AM - 12:15 PM,"Hilton Atlanta, Grand Ballroom B",American Finance Association,Mortgages,G0,Wenlan Qian,National University of Singapore,Alexei Tchistyi,University of Illinois,Barney Hartman-Glaser,University of California-Los Angeles,Changcheng Song,National University of Singapore,,,,,Daniel Greenwald,Male,,,,,,NA,NA,NA,NA,NA
Daniel Greenwald,Rental Markets and the Effect of Credit Conditions on House Prices,Massachusetts Institute of Technology,Jan. 6 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, A706",American Economic Association,"House Prices, Mortgages, and Monetary Policy","E5, G1",Emi Nakamura,University of California-Berkeley,Joseph Vavra,University of Chicago,Christopher Palmer,Massachusetts Institute of Technology,Benjamin Keys,University of Pennsylvania and NBER,Monika Piazzesi,Stanford University and NBER,,,Daniel Greenwald,Male,,,,,,NA,NA,NA,NA,NA
Daniel Greenwald,Firm Debt Covenants and the Macroeconomy,Massachusetts Institute of Technology,Jan. 6 2019,1:00 PM - 3:00 PM,"Atlanta Marriott Marquis, Marquis Ballroom A",American Economic Association,Macroeconomic Implications of Debt Contracts,"E2, G0",Yueran Ma,University of Chicago,Jesse Schreger,Columbia University,Tim Landvoigt,University of Pennsylvania,Simon Gilchrist,New York University,Douglas Diamond,University of Chicago,,,Daniel Greenwald,Male,,,,,,NA,NA,NA,NA,NA
Daniel Greenwald,Quantitative Tightening,Massachusetts Institute of Technology,Jan. 5 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, International 8",American Economic Association,Mortgages and Monetary Policy Transmission,"G2, E5",Miguel Faria-e-Castro,Federal Reserve Bank of St. Louis,Arlene Wong,Princeton University,Carlos Garriga,Federal Reserve Bank of St. Louis,Pedro Gete,IE University,,,,,Daniel Greenwald,Male,,,,,,NA,NA,NA,NA,NA
Daniel Grodzicki,Why Does Insurance Reduce Borrowing? Evidence from the ACA Medicaid Expansion,Pennsylvania State University,Jan. 4 2019,2:30 PM - 4:30 PM,"Hilton Atlanta, 303",Health Economics Research Organization,Affordable Care Act Issues in the Trump Era,"I0, I1",Jonathan Gruber,Massachusetts Institute of Technology,Robert Kaestner,University of Chicago,Ashley Swanson,University of Pennsylvania,Leemore Dafny,Harvard University,,,,,Daniel Grodzicki,Male,,,,,,NA,NA,NA,NA,NA
Daniel J. Benjamin,A Well-Being Snapshot in a Changing World,University of Southern California,Jan. 6 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, International 10",American Economic Association,Sustainable Economic Growth and Well-Being,I3,Jason Furman,Harvard University,Jason Furman,Harvard University,Jana Gallus,University of California-Los Angeles,Daniel Colin Fehder,University of Southern California,,,,,Daniel J. Benjamin,Male,,,,,,NA,NA,NA,NA,NA
Daniel J. Benjamin,Comparing Survey-Measured Well-Being Across Groups,University of Southern California,Jan. 6 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 10",American Economic Association,Cognitive Economics,"D8, D9",Claudia Sahm,Federal Reserve Board,Ori Heffetz,Cornell University and Hebrew University of Jerusalem,Alex Rees-Jones,University of Pennsylvania,Claudia Sahm,Federal Reserve Board,Jodi Beggs,Economists Do It With Models,,,Daniel J. Benjamin,Male,,,,,,NA,NA,NA,NA,NA
Daniel J. Benjamin,How Do Subjective Consumption Vectors Vary with Age?,University of Southern California,Jan. 6 2019,1:00 PM - 3:00 PM,"Atlanta Marriott Marquis, International 5",American Economic Association,National and International Dimensions of Subjective Well-Being,"I3, D6",Carol Graham,Brookings Institution,,,,,,,,,,,Daniel J. Benjamin,Male,,,,,,NA,NA,NA,NA,NA
Daniel J. Benjamin,Genome-wide Association Analyses of Risk Tolerance and Risky Behaviors in over One Million Individuals Identify Hundreds of Loci and Shared Genetic Influences,University of Southern California,Jan. 5 2019,10:15 AM - 12:15 PM,"Hilton Atlanta, 223",Economic Science Association,Origin and Evolution of Preferences,A1,Ragan Petrie,Texas A&M University,,,,,,,,,,,Daniel J. Benjamin,Male,,,,,,NA,NA,NA,NA,NA
Daniel Paravisini,Specialization in Bank Lending: Evidence from Exporting Firms,London School of Economics,Jan. 4 2019,2:30 PM - 4:30 PM,"Hilton Atlanta, 403",Society for the Study of Emerging Markets,Financial Development,"O1, F3",Ali M. Kutan,Southern Illinois University-Edwardsville,Gonzalo Maturana,Emory University,Wenlan Qian,National University of Singapore,Francesco D'Acunto,Boston College,George Pennacchi,University of Illinois,,,DANIEL PARAVISINI,Male,,,,,,NA,NA,NA,NA,NA
Daniel Shoag,Upskilling: Do Employers Demand Greater Skill When Workers Are Plentiful?,Harvard University,Jan. 5 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, M102",American Economic Association,Demand for Labor,J2,Daniel Hamermesh,Barnard College,,,,,,,,,,,Daniel Shoag,Male,,,,,,NA,NA,NA,NA,NA
Danielle Li,Missing Novelty in Drug Development,Massachussetts Institute of Technology,Jan. 5 2019,2:30 PM - 4:30 PM,"Atlanta Marriott Marquis, International C",American Economic Association,Innovation and Competition in Drug Development,"O3, L1",Leemore Dafny,Harvard Business School,Fiona Scott Morton,Yale University,Jason O’Connor,Federal Trade Commission,Ariel Dora Stern,Harvard Business School,Craig Garthwaite,Northwestern University,,,Danielle Li,Female,,,,,,NA,NA,NA,NA,NA
Danny Yagan,Employment Hysteresis from the Great Recession,University of California-Berkeley,Jan. 5 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, A705",American Economic Association,Hysteresis in the Labor Market,"E2, J2",Laurence Ball,Johns Hopkins University,Matthew Notowidigdo,Northwestern University,Lisa Kahn,Yale University,Jesse Rothstein,University of California-Berkeley,Daniel Aaronson,Federal Reserve Bank of Chicago,,,Danny Yagan,Male,,,,,,NA,NA,NA,NA,NA
Daphne Chen,Use It or Lose It: Efficiency Gains from Wealth Taxation,Econ One Research,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, M301",American Economic Association,Wealth Inequality & Wealth Taxation,"D3, D6",Henrik Kleven,Princeton University,,,,,,,,,,,Daphne Chen,Female,,,,,,NA,NA,NA,NA,NA
Dario Romero,The Impact of Asian Competition on Mexican Labor Outcomes,Inter-American Development Bank,Jan. 5 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 224",Latin American and Caribbean Economic Association,Adjusting to Globalization: The Americas Perspective,F6,Laura Alfaro,Harvard Business School,,,,,,,,,,,Dario Romero,Male,,,,,,NA,NA,NA,NA,NA
Daron Acemoglu,Economic History and Big Questions,Massachusetts Institute of Technology,Jan. 4 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, International 4",American Economic Association,What Role (If Any) Should Economic History Play in the Training of an Economist?,"N0, A1",Peter Temin,Massachusetts Institute of Technology,Paul Rhode,University of Michigan-Ann Arbor,Price Fishback,University of Arizona-Tucson,Martha Bailey,University of Michigan-Ann Arbor,Petra Moser,New York University,,,DARON ACEMOGLU,Male,"DARON ACEMOGLU,",,,,,NA,NA,NA,NA,NA
Daron Acemoglu,Endogenous Production Networks,Massachusetts Institute of Technology,Jan. 5 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 10",American Economic Association,Economics of Networks,"E1, D2",Stephen James Redding,Princeton University,,,,,,,,,,,DARON ACEMOGLU,Male,"DARON ACEMOGLU,",,,,,NA,NA,NA,NA,NA
Daron Acemoglu,Automation and New Tasks: The Implications of the Task Content of Production for Labor Demand,Massachusetts Institute of Technology,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, A706",Society of Policy Modeling,"Technology, Productivity, Growth, and Jobs","E2, D2",Dominick Salvatore,Fordham University,Dominick Salvatore,Fordham University,,,,,,,,,DARON ACEMOGLU,Male,"DARON ACEMOGLU,",,,,,NA,NA,NA,NA,NA
Daron Acemoglu,Demographics and Automation,Massachusetts Institute of Technology,Jan. 5 2019,2:30 PM - 4:30 PM,"Atlanta Marriott Marquis, International 5",American Economic Association,"Automation, Jobs, and Productivity: Aggregate and Micro Evidence","O3, J2",Erik Brynjolfsson,Massachusetts Institute of Technology,Seth Benzell,Massachusetts Institute of Technology,Devesh Raval,Federal Trade Commission,David Dorn,University of Zurich,Kristina McElheran,University of Toronto,,,DARON ACEMOGLU,Male,"DARON ACEMOGLU,",,,,,NA,NA,NA,NA,NA
Darwin Choi,The Effect of Superstar Firms on College Major Choice,Chinese University of Hong Kong,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, Grand Ballroom B",American Finance Association,Behavioral Corporate Finance,G3,Geoffrey Tate,University of North Carolina,Jonathan Cohn,University of Texas-Austin,Vyacheslav (Slava) Fos,Boston College,Ryan Pratt,Brigham Young University,Paige Ouimet,University of North Carolina,,,Darwin Choi,Male,,,,,,NA,NA,NA,NA,NA
Dave Donaldson,The Welfare Effects of Passenger Transportation Infrastructure: Evidence from China,Massachusetts Institute of Technology,Jan. 6 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, L504",Econometric Society,China,"L5, F1",Panle Barwick,Cornell University,,,,,,,,,,,DAVE DONALDSON,Male,,,,,,NA,NA,NA,NA,NA
Dave Donaldson,External Economies of Scale and Industrial Policy: A View from Trade,Massachusetts Institute of Technology,Jan. 4 2019,10:15 AM - 12:15 PM,"Hilton Atlanta, 203",International Economics and Finance Society,International Trade,"F1, F4",Jeffrey Bergstrand,University of Notre Dame,,,,,,,,,,,DAVE DONALDSON,Male,,,,,,NA,NA,NA,NA,NA
David Albouy,Unlocking Amenities: Estimating Public Good Complementarity,University of Illinois,Jan. 6 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 215",American Real Estate and Urban Economics Association,"Density, Spillovers and Amenities","G1, R1",Jan Brueckner,University of California-Irvine,Christopher Severen,Federal Reserve Bank of Philadelphia,Ronni Paven,University of Rochester,Sanghoon Lee,University of British Columbia,Junfu Zhang,Clark University,,,DAVID ALBOUY,Male,,,,,,NA,NA,NA,NA,NA
David Atkin,Measuring Productivity: Lessons from Researcher Designed Surveys,Massachusetts Institute of Technology,Jan. 5 2019,2:30 PM - 4:30 PM,"Atlanta Marriott Marquis, A602",American Economic Association,Using Micro Data to Understand Macro Aggregates,"O4, F6",Stephen James Redding,Princeton University,,,,,,,,,,,David Atkin,Male,,,,,,NA,NA,NA,NA,NA
David Atkin,A New Engel on the Gains from Trade,Massachusetts Institute of Technology,Jan. 6 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 2",American Economic Association,Consumption and Space,"R2, F0",Liran Einav,Stanford University,Jessie Handbury,University of Pennsylvania,Victor Couture,University of California-Berkeley,Cecilia Fieler,University of Pennsylvania,,,,,David Atkin,Male,,,,,,NA,NA,NA,NA,NA
David Atkin,Trucks,Massachusetts Institute of Technology,Jan. 5 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, M303",Econometric Society,Big Data in Spatial Economics,"F1, R1",Dave Donaldson,Massachusetts Institute of Technology,,,,,,,,,,,David Atkin,Male,,,,,,NA,NA,NA,NA,NA
David Autor,When Work Disappears: Manufacturing Decline and the Falling Marriage Market Value of Young Men,Massachusetts Institute of Technology,Jan. 5 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, A602",American Economic Association,"The Impact of Chinese Trade: The Good, The Bad and the Apocryphal","J3, F6",Robert Feenstra,University of California-Davis,,,,,,,,,,,DAVID AUTOR,Male,,,,,,NA,NA,NA,NA,NA
David Autor,Gentrification and the Amenity Value of Crime Reductions: Evidence from Rent Deregulation,Massachusetts Institute of Technology,Jan. 6 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, Marquis Ballroom A",American Economic Association,Dysfunction in the Real Estate Market,"R3, D4",Edward L. Glaeser,Harvard University,Benjamin Keys,University of Pennsylvania,Peter Coles,Airbnb,Eric Zwick,University of Chicago,Charles Gordon Nathanson,Northwestern University,,,DAVID AUTOR,Male,,,,,,NA,NA,NA,NA,NA
David Autor,Gentrification and the Amenity Value of Crime Reductions: Evidence from Rent Deregulation,Massachusetts Institute of Technology,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, A601",American Economic Association,Rent Control,"R3, H7",Richard Arnott,University of California-Riverside,Richard Green,University of Southern California,Edward L. Glaeser,Harvard University,Jakob Munch,University of Copenhagen,Bernard Salanié,Columbia University,,,DAVID AUTOR,Male,,,,,,NA,NA,NA,NA,NA
David Baqaee,Productivity and Misallocation in General Equilibrium,London School of Economics,Jan. 5 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 217",Society for Economic Dynamics,"Productivity, Technical Change, and Public Policies","O3, O4",Stefanie Stantcheva,Harvard University,,,,,,,,,,,David Baqaee,Male,,,,,,NA,NA,NA,NA,NA
David C. Chan,Industry Input in Policymaking: Evidence from Medicare,Stanford University,Jan. 6 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 4",American Economic Association,Health Care Response to Prices and Reimbursement Policies,"I1, H4",Scott Barkowski,Clemson University,Seth Richards-Shubik,Lehigh University,Michael Darden,Johns Hopkins University,Haizhen Lin,Indiana University,Christopher Whaley,RAND Corporation,,,David C. Chan,Male,,,,,,NA,NA,NA,NA,NA
David C. Chan,Selection with Skills: Evidence from Radiologists,Stanford University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 303",Health Economics Research Organization,Personalizing Health Care: Using Economics to Target Treatments,"I1, L1",Gautam Gowrisankaran,University of Arizona,Pierre-Thomas Léger,University of Illinois,Sebastian Fleitas,University of Leuven,Matthew Notowidigdo,Northwestern University,,,,,David C. Chan,Male,,,,,,NA,NA,NA,NA,NA
David Card,The Impacts of Hospital Delivery Practices on Infant Health,University of California-Berkeley,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 303",Health Economics Research Organization,Personalizing Health Care: Using Economics to Target Treatments,"I1, L1",Gautam Gowrisankaran,University of Arizona,Pierre-Thomas Léger,University of Illinois,Sebastian Fleitas,University of Leuven,Matthew Notowidigdo,Northwestern University,,,,,DAVID CARD,Male,,,,,,NA,NA,NA,NA,NA
David Dorn,When Work Disappears: Manufacturing Decline and the Falling Marriage Market Value of Young Men,University of Zurich,Jan. 5 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, A602",American Economic Association,"The Impact of Chinese Trade: The Good, The Bad and the Apocryphal","J3, F6",Robert Feenstra,University of California-Davis,,,,,,,,,,,David Dorn,Male,,,,,,NA,NA,NA,NA,NA
David Dranove,A Dose of Managed Care: Controlling Drug Spending in Medicaid,Northwestern University,Jan. 5 2019,10:15 AM - 12:15 PM,"Hilton Atlanta, 301",Health Economics Research Organization,Economics of the Pharmaceutical Industry: Current Issues,"I1, I1",Robert Kaestner,University of Chicago,David Molitor,University of Illinois Urbana-Champaign,Mark Duggan,Stanford University,Geoffrey Joyce,University of Southern California,,,,,DAVID DRANOVE,Male,,,,,,NA,NA,NA,NA,NA
David Evans,The Optimal Maturity of Government Debt,University of Oregon,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 9",American Economic Association,Debt Management and Optimal Taxation,"E6, H6",Pierre Yared,Columbia University,George-Marios Angeletos,Massachusetts Institute of Technology,Manuel Amador,University of Minnesota,Thomas Winberry,University of Chicago,Satyajit Chatterjee,Federal Reserve Bank of Philadelphia,,,DAVID EVANS,Male,,,,,,NA,NA,NA,NA,NA
David Johnson,Improving the Measure of the Distribution of Personal Income,University of Michigan,Jan. 6 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, International 9",American Economic Association,Distributional Diversity in the National Accounts,"E6, D3",Heather Boushey,Washington Center for Equitable Growth,Claudia Sahm,Federal Reserve Board,Katharine G. Abraham,University of Maryland,,,,,,,DAVID JOHNSON,Male,,,,,,NA,NA,NA,NA,NA
David Johnson,"Inequality and Mobility Over the Past Half Century Using Income, Consumption and Wealth",University of Michigan,Jan. 4 2019,10:15 AM - 12:15 PM,"Hyatt Regency Atlanta, Hanover F",Labor and Employment Relations Association,The Consequences of Rising Inequality for Mobility and Economic Well-Being,D3,David Johnson,University of Michigan,Darrick Hamilton,New School for Social Research,Jonathan Rothbaum,U.S. Census Bureau,,,,,,,DAVID JOHNSON,Male,,,,,,NA,NA,NA,NA,NA
David Johnson,Minding Your Ps and Qs: Going from Micro to Macro in Measuring Prices and Quantities,University of Michigan,Jan. 5 2019,2:30 PM - 4:30 PM,"Atlanta Marriott Marquis, A602",American Economic Association,Using Micro Data to Understand Macro Aggregates,"O4, F6",Stephen James Redding,Princeton University,,,,,,,,,,,DAVID JOHNSON,Male,,,,,,NA,NA,NA,NA,NA
David Kelly,Markets versus Mechanisms,University of Miami,Jan. 5 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, International B",American Economic Association,Mechanisms and Markets,"D4, G2",Piotr Dworczak,University of Chicago,Stephan Lauermann,University of Bonn,Glen Weyl,Microsoft and Yale University,Laura Doval,California Institute of Technology,Eliot Lipnowski,University of Chicago,,,DAVID KELLY,Male,,,,,,NA,NA,NA,NA,NA
David Lagakos,The Role of Energy Capital in Accounting for Africa's Growth Miracle,University of California-San Diego,Jan. 6 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, L505",Econometric Society,Energy and Macroeconomics,"E2, Q4",David Lagakos,University of California-San Diego,,,,,,,,,,,DAVID LAGAKOS,Male,,,,,,NA,NA,NA,NA,NA
David Levine,Interventions when Social Norms are Endogenous: A Critique,European University Institute and Washington University-St. Louis,Jan. 6 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, L505",Econometric Society,Coordination in Social and Political Environments,"D7, C7",Joel Sobel,University of California-San Diego,Heski Bar-Isaac,University of Toronto,David Myatt,London Business School,Jonathan Weinstein,Washington University,,,,,DAVID LEVINE,Male,,,,,,NA,NA,NA,NA,NA
David Molitor,Does When You Die Depend on Where You Live? Evidence from Hurricane Katrina,University of Illinois-Urbana-Champaign,Jan. 5 2019,2:30 PM - 4:30 PM,"Atlanta Marriott Marquis, M202",Association of Environmental and Resource Economists,Environment and Health,"Q5, I1",Jonathan Ketcham,Arizona State University,Jonathan Ketcham,Arizona State University,Fiona Burlig,University of Chicago,John Wooders,New York University Abu Dhabi,Guojun He,Hong Kong University of Science and Technology,,,David Molitor,Male,,,,,,NA,NA,NA,NA,NA
David Rapson,Dynamic Electricity Pricing: Smart Consumers for Smart Pricing,University of California-Davis,Jan. 6 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, International 6",American Economic Association,"Big Data, Consumer Behavior, Energy and Climate Change","Q4, C5",Karen Palmer,Resources for the Future,Judson Boomhower,University of California-San Diego,Richard Sweeney,Boston College,Kenneth Gillingham,Yale University,Katrina Jessoe,University of California-Davis,,,DAVID RAPSON,Male,,,,,,NA,NA,NA,NA,NA
David Rivers,On the Identification of Gross Output Production Functions,University of Western Ontario,Jan. 5 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, M105",Econometric Society,Identification and Estimation of Production Functions,"C1, C5",David Rivers,University of Western Ontario,,,,,,,,,,,David Rivers,Male,,,,,,NA,NA,NA,NA,NA
David Splinter,Top 1% Income Shares: Comparing Estimates Using Tax Data,U.S. Joint Committee on Taxation,Jan. 6 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, International 9",American Economic Association,Distributional Diversity in the National Accounts,"E6, D3",Heather Boushey,Washington Center for Equitable Growth,Claudia Sahm,Federal Reserve Board,Katharine G. Abraham,University of Maryland,,,,,,,David Splinter,Male,,,,,,NA,NA,NA,NA,NA
David Thesmar,New Experimental Evidence on Expectations Formation,Massachusetts Institute of Technology,Jan. 5 2019,10:15 AM - 12:15 PM,"Hilton Atlanta, 205-206-207",American Finance Association,Expectations in Household Finance,G2,Francesco D'Acunto,Boston College,Nicola Gennaioli,Bocconi University,Edward Glaeser,Harvard University,Luigi Guiso,European University Institute,Michael Weber,University of Chicago,,,DAVID THESMAR,Male,,,,,,NA,NA,NA,NA,NA
David Thesmar,CAPM-Based Company (Mis)valuations,Massachusetts Institute of Technology,Jan. 4 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, Grand Ballroom B",American Finance Association,Behavioral Corporate Finance,G3,Geoffrey Tate,University of North Carolina,Jonathan Cohn,University of Texas-Austin,Vyacheslav (Slava) Fos,Boston College,Ryan Pratt,Brigham Young University,Paige Ouimet,University of North Carolina,,,DAVID THESMAR,Male,,,,,,NA,NA,NA,NA,NA
David Wiczer,Cyclical Earnings and Employment Transitions,State University of New York-Stony Brook,Jan. 5 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, L503",Econometric Society,Labor Market Dynamics,"E2, E3",Pawel Krolikowski,Federal Reserve Bank of Cleveland,Laura Pilossoph,Federal Reserve Bank of New York,Christopher Huckfeldt,Cornell University,Regis Barnichon,Federal Reserve Bank of San Francisco,Riccardo Zago,Sciences Po,,,David Wiczer,Male,,,,,,NA,NA,NA,NA,NA
David Yermack,Investment Returns and Distribution Policies of Non-Profit Endowment Funds,New York University,Jan. 5 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, Grand Ballroom C",American Finance Association,Payout,G3,Toni Whited,University of Michigan,Yufeng Wu,University of Illinois,Constantine Yannelis,New York University,Jialan Wang,University of Illinois,,,,,DAVID YERMACK,Male,,,,,,NA,NA,NA,NA,NA
David Yermack,Initial Coin Offerings: Financing Growth with Cryptocurrency Token Sales,New York University & NBER,Jan. 4 2019,2:30 PM - 4:30 PM,"Hilton Atlanta, 203",Association of Financial Economists,Blockchain Economy and Cryptocurrency Markets,"O3, G1",Eric Ghysels,University of North Carolina,Eric Ghysels,University of North Carolina,Nagpurnanand R. Prabhala,University of Maryland,William Mann,University of California-Los Angeles,,,,,DAVID YERMACK,Male,,,,,,NA,NA,NA,NA,NA
Davide Cantoni,The Persistent Power of the Street,University of Munich,Jan. 4 2019,2:30 PM - 4:30 PM,"Hyatt Regency Atlanta, Hanover D & E",Association for Comparative Economic Studies,The Political Economy of Institutional Change,"P5, O1",Richard van Weelden,University of Pittsburgh,Konstantin Sonin,University of Chicago,Gérard Roland,University of California-Berkeley,Ruben Enikolopov,Pompeu Fabra University and New Economic School,Daniel Berkowitz,University of Pittsburgh,,,DAVIDE CANTONI,Male,,,,,,NA,NA,NA,NA,NA
Davide Debortoli,Optimal Taxation and Debt Management without Commitment,Pompeu Fabra University,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 9",American Economic Association,Debt Management and Optimal Taxation,"E6, H6",Pierre Yared,Columbia University,George-Marios Angeletos,Massachusetts Institute of Technology,Manuel Amador,University of Minnesota,Thomas Winberry,University of Chicago,Satyajit Chatterjee,Federal Reserve Bank of Philadelphia,,,Davide Debortoli,Male,,,,,,NA,NA,NA,NA,NA
