paper_title,author,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation
Capabilities and Social Justice: Why Economics Needs Philosophy,Martha Nussbaum,University of Chicago,Jan 02 2014,6:30 pm,"Loews Philadelphia Hotel, Regency Ballroom A & B",Association for Social Economics,Opening Plenary Session and Reception,A1,Mark D. White,City University New York
Deflation Risk,Matthias Fleckenstein,University of California-Los Angeles,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,"Macroeconomics, Deflation and Liquidity",G1,Markus Brunnermeier,Princeton University,Cesaire Meh,Bank of Canada,Anil Kashyap,University of Chicago,Thomas Eisenbach,Federal Reserve Bank of New York,Tyler Muir,Yale University
Deflation Risk,Francis Longstaff,University of California-Los Angeles,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,"Macroeconomics, Deflation and Liquidity",G1,Markus Brunnermeier,Princeton University,Cesaire Meh,Bank of Canada,Anil Kashyap,University of Chicago,Thomas Eisenbach,Federal Reserve Bank of New York,Tyler Muir,Yale University
Deflation Risk,Hanno Lustig,University of California-Los Angeles,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,"Macroeconomics, Deflation and Liquidity",G1,Markus Brunnermeier,Princeton University,Cesaire Meh,Bank of Canada,Anil Kashyap,University of Chicago,Thomas Eisenbach,Federal Reserve Bank of New York,Tyler Muir,Yale University
Banks Exposure to Interest Rate Risk and the Transmission of Monetary Policy,Augustin Landier,University of Toulouse,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,"Macroeconomics, Deflation and Liquidity",G1,Markus Brunnermeier,Princeton University,Cesaire Meh,Bank of Canada,Anil Kashyap,University of Chicago,Thomas Eisenbach,Federal Reserve Bank of New York,Tyler Muir,Yale University
Banks Exposure to Interest Rate Risk and the Transmission of Monetary Policy,David Sraer,Princeton University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,"Macroeconomics, Deflation and Liquidity",G1,Markus Brunnermeier,Princeton University,Cesaire Meh,Bank of Canada,Anil Kashyap,University of Chicago,Thomas Eisenbach,Federal Reserve Bank of New York,Tyler Muir,Yale University
Banks Exposure to Interest Rate Risk and the Transmission of Monetary Policy,David Thesmar,HEC Paris,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,"Macroeconomics, Deflation and Liquidity",G1,Markus Brunnermeier,Princeton University,Cesaire Meh,Bank of Canada,Anil Kashyap,University of Chicago,Thomas Eisenbach,Federal Reserve Bank of New York,Tyler Muir,Yale University
Corporate Cash Hoarding: The Role of Just-in-Time Adoption,Xiaodan Gao,National University of Singapore,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,"Macroeconomics, Deflation and Liquidity",G1,Markus Brunnermeier,Princeton University,Cesaire Meh,Bank of Canada,Anil Kashyap,University of Chicago,Thomas Eisenbach,Federal Reserve Bank of New York,Tyler Muir,Yale University
Funding Liquidity Risk and the Cross-Section of Stock Returns,Jean-Sebastien Fontaine,Bank of Canada,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,"Macroeconomics, Deflation and Liquidity",G1,Markus Brunnermeier,Princeton University,Cesaire Meh,Bank of Canada,Anil Kashyap,University of Chicago,Thomas Eisenbach,Federal Reserve Bank of New York,Tyler Muir,Yale University
Funding Liquidity Risk and the Cross-Section of Stock Returns,Rene Garcia,EDHEC,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,"Macroeconomics, Deflation and Liquidity",G1,Markus Brunnermeier,Princeton University,Cesaire Meh,Bank of Canada,Anil Kashyap,University of Chicago,Thomas Eisenbach,Federal Reserve Bank of New York,Tyler Muir,Yale University
Funding Liquidity Risk and the Cross-Section of Stock Returns,Sermin Gungor,Bank of Canada,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,"Macroeconomics, Deflation and Liquidity",G1,Markus Brunnermeier,Princeton University,Cesaire Meh,Bank of Canada,Anil Kashyap,University of Chicago,Thomas Eisenbach,Federal Reserve Bank of New York,Tyler Muir,Yale University
"Real Earnings Management, Liquidity and SEO dynamics: Evidence from United States REITs",Xiaoying Deng,National University of Singapore,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Commercial Real Estate,G1,Andra Ghent,Arizona State University,Moussa Diop,University of Wisconsin,Rossen Valkanov,University of California-San Diego,Xudong An,San Diego State University,David T. Brown,University of Florida
"Real Earnings Management, Liquidity and SEO dynamics: Evidence from United States REITs",Seow Eng Ong,National University of Singapore,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Commercial Real Estate,G1,Andra Ghent,Arizona State University,Moussa Diop,University of Wisconsin,Rossen Valkanov,University of California-San Diego,Xudong An,San Diego State University,David T. Brown,University of Florida
Using Cash Flow Dynamics to Price Thinly Traded Assets: The Case of Commercial Real Estate,Walter Boudry,Cornell University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Commercial Real Estate,G1,Andra Ghent,Arizona State University,Moussa Diop,University of Wisconsin,Rossen Valkanov,University of California-San Diego,Xudong An,San Diego State University,David T. Brown,University of Florida
Using Cash Flow Dynamics to Price Thinly Traded Assets: The Case of Commercial Real Estate,Crocker Liu,Cornell University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Commercial Real Estate,G1,Andra Ghent,Arizona State University,Moussa Diop,University of Wisconsin,Rossen Valkanov,University of California-San Diego,Xudong An,San Diego State University,David T. Brown,University of Florida
Using Cash Flow Dynamics to Price Thinly Traded Assets: The Case of Commercial Real Estate,Tobias Muhlhofer,Indiana University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Commercial Real Estate,G1,Andra Ghent,Arizona State University,Moussa Diop,University of Wisconsin,Rossen Valkanov,University of California-San Diego,Xudong An,San Diego State University,David T. Brown,University of Florida
Using Cash Flow Dynamics to Price Thinly Traded Assets: The Case of Commercial Real Estate,Walter Torous,Massachusetts Institute of Technology,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Commercial Real Estate,G1,Andra Ghent,Arizona State University,Moussa Diop,University of Wisconsin,Rossen Valkanov,University of California-San Diego,Xudong An,San Diego State University,David T. Brown,University of Florida
What Drives Building-Level Investment Returns?,Serguei Chervachidze,CBRE Econometric Advisors,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Commercial Real Estate,G1,Andra Ghent,Arizona State University,Moussa Diop,University of Wisconsin,Rossen Valkanov,University of California-San Diego,Xudong An,San Diego State University,David T. Brown,University of Florida
What Drives Building-Level Investment Returns?,Jeffery Fisher,Indiana University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Commercial Real Estate,G1,Andra Ghent,Arizona State University,Moussa Diop,University of Wisconsin,Rossen Valkanov,University of California-San Diego,Xudong An,San Diego State University,David T. Brown,University of Florida
What Drives Building-Level Investment Returns?,William Wheaton,Massachusetts Institute of Technology,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Commercial Real Estate,G1,Andra Ghent,Arizona State University,Moussa Diop,University of Wisconsin,Rossen Valkanov,University of California-San Diego,Xudong An,San Diego State University,David T. Brown,University of Florida
"Commercial Real Estate, Distress and Capital Recovery: Analysis of the Special Servicer",David Downs,Virginia Commonwealth University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Commercial Real Estate,G1,Andra Ghent,Arizona State University,Moussa Diop,University of Wisconsin,Rossen Valkanov,University of California-San Diego,Xudong An,San Diego State University,David T. Brown,University of Florida
"Commercial Real Estate, Distress and Capital Recovery: Analysis of the Special Servicer",Tracy Xu,University of Denver,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Commercial Real Estate,G1,Andra Ghent,Arizona State University,Moussa Diop,University of Wisconsin,Rossen Valkanov,University of California-San Diego,Xudong An,San Diego State University,David T. Brown,University of Florida
"Transportation Technologies, Agglomeration, and the Structure of Cities",Jeffrey Brinkman,Federal Reserve Bank of Philadelphia,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington C",American Real Estate & Urban Economic Association,Urban Development and Dynamics,R3,Eleonora Patacchini,Syracuse University,Ronni Pavan,University of Rochester,Giorgio Topa,Federal Reserve Bank of New York,Matthew Turner,University of Toronto,Jessie Handbury,University of Pennsylvania
The Decline of the Rust Belt: A Dynamic Spatial Equilbrium Analysis,Chamna Yoon,Baruch College City University of New York,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington C",American Real Estate & Urban Economic Association,Urban Development and Dynamics,R3,Eleonora Patacchini,Syracuse University,Ronni Pavan,University of Rochester,Giorgio Topa,Federal Reserve Bank of New York,Matthew Turner,University of Toronto,Jessie Handbury,University of Pennsylvania
"The Settlement of the United States, 1800 to 2000: The Long Transition Towards Gibrat's Law",Klaus Desmet,Carlos III,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington C",American Real Estate & Urban Economic Association,Urban Development and Dynamics,R3,Eleonora Patacchini,Syracuse University,Ronni Pavan,University of Rochester,Giorgio Topa,Federal Reserve Bank of New York,Matthew Turner,University of Toronto,Jessie Handbury,University of Pennsylvania
"The Settlement of the United States, 1800 to 2000: The Long Transition Towards Gibrat's Law",Jordan Rappaport,Federal Reserve Bank of Kansas City,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington C",American Real Estate & Urban Economic Association,Urban Development and Dynamics,R3,Eleonora Patacchini,Syracuse University,Ronni Pavan,University of Rochester,Giorgio Topa,Federal Reserve Bank of New York,Matthew Turner,University of Toronto,Jessie Handbury,University of Pennsylvania
"Driving to Opportunity: Local Wages, Commuting, and Sub-Metropolitan Quality of Life",David Albouy,University of Michigan,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington C",American Real Estate & Urban Economic Association,Urban Development and Dynamics,R3,Eleonora Patacchini,Syracuse University,Ronni Pavan,University of Rochester,Giorgio Topa,Federal Reserve Bank of New York,Matthew Turner,University of Toronto,Jessie Handbury,University of Pennsylvania
"Driving to Opportunity: Local Wages, Commuting, and Sub-Metropolitan Quality of Life",Bert Lue,University of Michigan,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Washington C",American Real Estate & Urban Economic Association,Urban Development and Dynamics,R3,Eleonora Patacchini,Syracuse University,Ronni Pavan,University of Rochester,Giorgio Topa,Federal Reserve Bank of New York,Matthew Turner,University of Toronto,Jessie Handbury,University of Pennsylvania
The Quality of Chinese GDP Statistics,Carsten Holz,Stanford University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon A",Association for Comparative Economic Studies,Exploration of New and Existing Macro Data for the Chinese Economy,E2,Carsten Holz,Stanford University,Belton M. Fleisher,Ohio State University,Zheng Michael Song,University of Chicago
Chinese Capital Flight: Questions of Data and Policy,Frank Gunter,Lehigh University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon A",Association for Comparative Economic Studies,Exploration of New and Existing Macro Data for the Chinese Economy,E2,Carsten Holz,Stanford University,Belton M. Fleisher,Ohio State University,Zheng Michael Song,University of Chicago
China's Provincial Capital Stock by Sector: Data and Preliminary Analysis,Yanrui Wu,University of Western Australia,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon A",Association for Comparative Economic Studies,Exploration of New and Existing Macro Data for the Chinese Economy,E2,Carsten Holz,Stanford University,Belton M. Fleisher,Ohio State University,Zheng Michael Song,University of Chicago
China's Human Capital Stock,Haizheng Li,Georgia Institute of Technology,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon A",Association for Comparative Economic Studies,Exploration of New and Existing Macro Data for the Chinese Economy,E2,Carsten Holz,Stanford University,Belton M. Fleisher,Ohio State University,Zheng Michael Song,University of Chicago
Understanding Long-Term Japanese Government Bonds' Low Nominal Yields,Tanweer Akram,Ing Investment Management,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Regency Ballroom C1",Association for Evolutionary Economics,Macro Policy and Financial Stability in the Age of Turbulence,B5,Abu Shonchoy,Institute of Developing Economies,Abu Shonchoy,Institute of Developing Economies,Yuki Takahashi,State University of New York-Stony Brook
Shadow Banking and Credit Driven Growth in China,Yan Liang,Willamette University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Regency Ballroom C1",Association for Evolutionary Economics,Macro Policy and Financial Stability in the Age of Turbulence,B5,Abu Shonchoy,Institute of Developing Economies,Abu Shonchoy,Institute of Developing Economies,Yuki Takahashi,State University of New York-Stony Brook
Economic Consequences of the TARP,Heather Montgomery,International Christian University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Regency Ballroom C1",Association for Evolutionary Economics,Macro Policy and Financial Stability in the Age of Turbulence,B5,Abu Shonchoy,Institute of Developing Economies,Abu Shonchoy,Institute of Developing Economies,Yuki Takahashi,State University of New York-Stony Brook
Three Sector Balance Approach and the Economic Crisis,Eric Tymoigne,Lewis and Clark College,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Regency Ballroom C1",Association for Evolutionary Economics,Macro Policy and Financial Stability in the Age of Turbulence,B5,Abu Shonchoy,Institute of Developing Economies,Abu Shonchoy,Institute of Developing Economies,Yuki Takahashi,State University of New York-Stony Brook
Social Enterprises as Networks of Innovators in the Social Economy,Zohreh Emami,Alverno College,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress A",Association for Social Economics,Social Entrepreneurship: Maximizing Impact and Innovation,L3,Tonia Warnecke,Rollins College
Social Enterprises and the Analysis of Space to Alleviate Financial Constraints,Benjamin Wilson,University of Missouri-Kansas City,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress A",Association for Social Economics,Social Entrepreneurship: Maximizing Impact and Innovation,L3,Tonia Warnecke,Rollins College
Workers' Cooperatives: New Strategies for Finance,Daniel Fireside,Equal Exchange,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress A",Association for Social Economics,Social Entrepreneurship: Maximizing Impact and Innovation,L3,Tonia Warnecke,Rollins College
Workers' Cooperatives: New Strategies for Finance,Christopher Gunn,Hobart and William Smith Colleges,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress A",Association for Social Economics,Social Entrepreneurship: Maximizing Impact and Innovation,L3,Tonia Warnecke,Rollins College
"Social Entrepreneurship, Alternative Currencies, and Post-Transactional Civil Society: The Case of the Sunshine Bank",Matthias Klaes,University of Dundee,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress A",Association for Social Economics,Social Entrepreneurship: Maximizing Impact and Innovation,L3,Tonia Warnecke,Rollins College
Social Entrepreneurship for Students: The Rollins Microfinance Fund,Tonia Warnecke,Rollins College,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress A",Association for Social Economics,Social Entrepreneurship: Maximizing Impact and Innovation,L3,Tonia Warnecke,Rollins College
Moral Attitudes and Financial Decision-Making,Jonathan Haidt,New York University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress B",Association of Financial Economists/American Economic Association,Moral Attitudes and Financial Decision-Making,G3,Michael Jensen,Harvard University,Harrison Hong,Princeton University,Paola Sapienza,Northwestern University,Alexander Dyck,University of Toronto,Adair Morse,University of California-Berkeley,Michael Jensen,Harvard University
Moral Attitudes and Financial Decision-Making,David Hirshleifer,University of California-Irvine,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress B",Association of Financial Economists/American Economic Association,Moral Attitudes and Financial Decision-Making,G3,Michael Jensen,Harvard University,Harrison Hong,Princeton University,Paola Sapienza,Northwestern University,Alexander Dyck,University of Toronto,Adair Morse,University of California-Berkeley,Michael Jensen,Harvard University
Moral Attitudes and Financial Decision-Making,Siew Hong Teoh,University of California-Irvine,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress B",Association of Financial Economists/American Economic Association,Moral Attitudes and Financial Decision-Making,G3,Michael Jensen,Harvard University,Harrison Hong,Princeton University,Paola Sapienza,Northwestern University,Alexander Dyck,University of Toronto,Adair Morse,University of California-Berkeley,Michael Jensen,Harvard University
The Impact of Cultural Aversion on Economic Exchange: Evidence from Shocks to Sino-Japanese Relations,Raymond Fisman,Columbia University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress B",Association of Financial Economists/American Economic Association,Moral Attitudes and Financial Decision-Making,G3,Michael Jensen,Harvard University,Harrison Hong,Princeton University,Paola Sapienza,Northwestern University,Alexander Dyck,University of Toronto,Adair Morse,University of California-Berkeley,Michael Jensen,Harvard University
The Impact of Cultural Aversion on Economic Exchange: Evidence from Shocks to Sino-Japanese Relations,Yasushi Hamao,University of Southern California,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress B",Association of Financial Economists/American Economic Association,Moral Attitudes and Financial Decision-Making,G3,Michael Jensen,Harvard University,Harrison Hong,Princeton University,Paola Sapienza,Northwestern University,Alexander Dyck,University of Toronto,Adair Morse,University of California-Berkeley,Michael Jensen,Harvard University
The Impact of Cultural Aversion on Economic Exchange: Evidence from Shocks to Sino-Japanese Relations,Yongxiang Wang,University of Southern California,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress B",Association of Financial Economists/American Economic Association,Moral Attitudes and Financial Decision-Making,G3,Michael Jensen,Harvard University,Harrison Hong,Princeton University,Paola Sapienza,Northwestern University,Alexander Dyck,University of Toronto,Adair Morse,University of California-Berkeley,Michael Jensen,Harvard University
Honoring One's Word: CEO Integrity and Accruals Quality,Shane S. Dikolli,Duke University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress B",Association of Financial Economists/American Economic Association,Moral Attitudes and Financial Decision-Making,G3,Michael Jensen,Harvard University,Harrison Hong,Princeton University,Paola Sapienza,Northwestern University,Alexander Dyck,University of Toronto,Adair Morse,University of California-Berkeley,Michael Jensen,Harvard University
Honoring One's Word: CEO Integrity and Accruals Quality,William J. Mayew,Duke University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress B",Association of Financial Economists/American Economic Association,Moral Attitudes and Financial Decision-Making,G3,Michael Jensen,Harvard University,Harrison Hong,Princeton University,Paola Sapienza,Northwestern University,Alexander Dyck,University of Toronto,Adair Morse,University of California-Berkeley,Michael Jensen,Harvard University
Honoring One's Word: CEO Integrity and Accruals Quality,Thomas D. Steffen,Duke University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress B",Association of Financial Economists/American Economic Association,Moral Attitudes and Financial Decision-Making,G3,Michael Jensen,Harvard University,Harrison Hong,Princeton University,Paola Sapienza,Northwestern University,Alexander Dyck,University of Toronto,Adair Morse,University of California-Berkeley,Michael Jensen,Harvard University
"Trust, Consumer Debt, and Household Finance",Danling Jiang,Florida State University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress B",Association of Financial Economists/American Economic Association,Moral Attitudes and Financial Decision-Making,G3,Michael Jensen,Harvard University,Harrison Hong,Princeton University,Paola Sapienza,Northwestern University,Alexander Dyck,University of Toronto,Adair Morse,University of California-Berkeley,Michael Jensen,Harvard University
"Trust, Consumer Debt, and Household Finance",Sonya S. Lim,DePaul University,Jan 03 2014,8:00 am,"Loews Philadelphia Hotel, Congress B",Association of Financial Economists/American Economic Association,Moral Attitudes and Financial Decision-Making,G3,Michael Jensen,Harvard University,Harrison Hong,Princeton University,Paola Sapienza,Northwestern University,Alexander Dyck,University of Toronto,Adair Morse,University of California-Berkeley,Michael Jensen,Harvard University
Incidental Endogeneity in High Dimensions,Jianqing Fan,Princeton University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 401",Econometric Society,Big Data and High-Dimensional Problems,C3,Jushan Bai,Columbia University
Program Evaluation with High-Dimensional Data,Victor Chernozhukov,Massachusetts Institute of Technology,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 401",Econometric Society,Big Data and High-Dimensional Problems,C3,Jushan Bai,Columbia University
Asymptotic Analysis of the Squared Estimation Error in Misspecified Factor Models,Alexei Onatski,University of Cambridge,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 401",Econometric Society,Big Data and High-Dimensional Problems,C3,Jushan Bai,Columbia University
Shrinkage Estimation of High-Dimensional Factor Models with Structural Instabilities,Xu Cheng,University of Pennsylvania,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 401",Econometric Society,Big Data and High-Dimensional Problems,C3,Jushan Bai,Columbia University
Shrinkage Estimation of High-Dimensional Factor Models with Structural Instabilities,Zhipeng Liao,University of Pennsylvania,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 401",Econometric Society,Big Data and High-Dimensional Problems,C3,Jushan Bai,Columbia University
Shrinkage Estimation of High-Dimensional Factor Models with Structural Instabilities,Frank Schorfheide,University of Pennsylvania,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 401",Econometric Society,Big Data and High-Dimensional Problems,C3,Jushan Bai,Columbia University
Relaxing Competition Through Speculation: Committing to a Negative Supply Slope,Pär Holmberg,Research Institute of Industrial Economics,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Estimation of Industrial Organization Models,L2,Che-Lin Su,University of Chicago,Ayse Ozgur Pehlivan,Bilkent University,Jorge Balat,Johns Hopkins University,Che-Lin Su,University of Chicago,Pär Holmberg,Research Institute of Industrial Economics
Relaxing Competition Through Speculation: Committing to a Negative Supply Slope,Bert Willems,Tilburg University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Estimation of Industrial Organization Models,L2,Che-Lin Su,University of Chicago,Ayse Ozgur Pehlivan,Bilkent University,Jorge Balat,Johns Hopkins University,Che-Lin Su,University of Chicago,Pär Holmberg,Research Institute of Industrial Economics
Estimating Dynamic Discrete-Choice Games of Incomplete Information,Michael Dannen Egesdal,Harvard University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Estimation of Industrial Organization Models,L2,Che-Lin Su,University of Chicago,Ayse Ozgur Pehlivan,Bilkent University,Jorge Balat,Johns Hopkins University,Che-Lin Su,University of Chicago,Pär Holmberg,Research Institute of Industrial Economics
Estimating Dynamic Discrete-Choice Games of Incomplete Information,Zhenyu Lai,Harvard University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Estimation of Industrial Organization Models,L2,Che-Lin Su,University of Chicago,Ayse Ozgur Pehlivan,Bilkent University,Jorge Balat,Johns Hopkins University,Che-Lin Su,University of Chicago,Pär Holmberg,Research Institute of Industrial Economics
Estimating Dynamic Discrete-Choice Games of Incomplete Information,Che-Lin Su,University of Chicago,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Estimation of Industrial Organization Models,L2,Che-Lin Su,University of Chicago,Ayse Ozgur Pehlivan,Bilkent University,Jorge Balat,Johns Hopkins University,Che-Lin Su,University of Chicago,Pär Holmberg,Research Institute of Industrial Economics
Identification and Estimation of Heterogeneous Production Functions,Jorge Balat,Johns Hopkins University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Estimation of Industrial Organization Models,L2,Che-Lin Su,University of Chicago,Ayse Ozgur Pehlivan,Bilkent University,Jorge Balat,Johns Hopkins University,Che-Lin Su,University of Chicago,Pär Holmberg,Research Institute of Industrial Economics
Identification and Estimation of Heterogeneous Production Functions,Yuya Sasaki,Johns Hopkins University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Estimation of Industrial Organization Models,L2,Che-Lin Su,University of Chicago,Ayse Ozgur Pehlivan,Bilkent University,Jorge Balat,Johns Hopkins University,Che-Lin Su,University of Chicago,Pär Holmberg,Research Institute of Industrial Economics
Supply Function Competition and Exporters: Nonparametric Identification and Estimation of Productivity Distributions and Marginal Costs,Ayse Ozgur Pehlivan,Bilkent University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Estimation of Industrial Organization Models,L2,Che-Lin Su,University of Chicago,Ayse Ozgur Pehlivan,Bilkent University,Jorge Balat,Johns Hopkins University,Che-Lin Su,University of Chicago,Pär Holmberg,Research Institute of Industrial Economics
Supply Function Competition and Exporters: Nonparametric Identification and Estimation of Productivity Distributions and Marginal Costs,Quang Vuong,New York University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Estimation of Industrial Organization Models,L2,Che-Lin Su,University of Chicago,Ayse Ozgur Pehlivan,Bilkent University,Jorge Balat,Johns Hopkins University,Che-Lin Su,University of Chicago,Pär Holmberg,Research Institute of Industrial Economics
"Primary Dealers, Indirect Bidders, and Direct Bidding: A Structural Model of United States Treasury Auctions",Eiichiro Kazumori,State University of New York,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Estimation of Industrial Organization Models,L2,Che-Lin Su,University of Chicago,Ayse Ozgur Pehlivan,Bilkent University,Jorge Balat,Johns Hopkins University,Che-Lin Su,University of Chicago,Pär Holmberg,Research Institute of Industrial Economics
"Primary Dealers, Indirect Bidders, and Direct Bidding: A Structural Model of United States Treasury Auctions",Leonard Tchuindjo,United States Treasury and George Washington University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Estimation of Industrial Organization Models,L2,Che-Lin Su,University of Chicago,Ayse Ozgur Pehlivan,Bilkent University,Jorge Balat,Johns Hopkins University,Che-Lin Su,University of Chicago,Pär Holmberg,Research Institute of Industrial Economics
The Role of Allocative Efficiency in a Decade of Recovery,Kaiji Chen,Emory University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 404",Econometric Society,Long Run Changes in Labor Market Outcomes,J1,Sephorah Mangin,Monash University
Factors Affecting College Completion and Student Ability in the United States since 1900,Christopher Michael Herrington,Arizona State University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 404",Econometric Society,Long Run Changes in Labor Market Outcomes,J1,Sephorah Mangin,Monash University
Factors Affecting College Completion and Student Ability in the United States since 1900,Kevin Donovan,Arizona State University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 404",Econometric Society,Long Run Changes in Labor Market Outcomes,J1,Sephorah Mangin,Monash University
EPL and Capital-Labor Ratios,Alexandre Janiak,University of Chile,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 404",Econometric Society,Long Run Changes in Labor Market Outcomes,J1,Sephorah Mangin,Monash University
EPL and Capital-Labor Ratios,Etienne Wasmer,Sciences-Po,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 404",Econometric Society,Long Run Changes in Labor Market Outcomes,J1,Sephorah Mangin,Monash University
A Theory of Factor Shares,Sephorah Joanne Mangin,Monash University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 404",Econometric Society,Long Run Changes in Labor Market Outcomes,J1,Sephorah Mangin,Monash University
