Does Culture Matter to Prosocial Behavior? Evidence from a Cross-Ethnic Lab Experiment,Xunzhou Ma,Southwest University for Nationalities,Jan 03 2016,10:15 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Culture, Prosocial Behavior and Ethnicity",Z1,Khawaja Mamun,Sacred Heart University,Khawaja Mamun,Sacred Heart University,Pedro Pablo Romero,Universidad San Francisco de Quito,Xunzhou Ma,Southwest University for Nationalities,Erik Duhaime,Massachusetts Institute of Technology
Does Culture Matter to Prosocial Behavior? Evidence from a Cross-Ethnic Lab Experiment,Fengwei Sun,Southwest University for Nationalities,Jan 03 2016,10:15 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Culture, Prosocial Behavior and Ethnicity",Z1,Khawaja Mamun,Sacred Heart University,Khawaja Mamun,Sacred Heart University,Pedro Pablo Romero,Universidad San Francisco de Quito,Xunzhou Ma,Southwest University for Nationalities,Erik Duhaime,Massachusetts Institute of Technology
Does Culture Matter to Prosocial Behavior? Evidence from a Cross-Ethnic Lab Experiment,Xiaoxiao Wang,Southwest University for Nationalities,Jan 03 2016,10:15 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Culture, Prosocial Behavior and Ethnicity",Z1,Khawaja Mamun,Sacred Heart University,Khawaja Mamun,Sacred Heart University,Pedro Pablo Romero,Universidad San Francisco de Quito,Xunzhou Ma,Southwest University for Nationalities,Erik Duhaime,Massachusetts Institute of Technology
Does Culture Matter to Prosocial Behavior? Evidence from a Cross-Ethnic Lab Experiment,Quanlan Yi,Southwest University for Nationalities,Jan 03 2016,10:15 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Culture, Prosocial Behavior and Ethnicity",Z1,Khawaja Mamun,Sacred Heart University,Khawaja Mamun,Sacred Heart University,Pedro Pablo Romero,Universidad San Francisco de Quito,Xunzhou Ma,Southwest University for Nationalities,Erik Duhaime,Massachusetts Institute of Technology
Bargaining and Ethnicity: A Field Experiment with Students and Villagers,Pedro Pablo Romero,Universidad San Francisco de Quito,Jan 03 2016,10:15 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Culture, Prosocial Behavior and Ethnicity",Z1,Khawaja Mamun,Sacred Heart University,Khawaja Mamun,Sacred Heart University,Pedro Pablo Romero,Universidad San Francisco de Quito,Xunzhou Ma,Southwest University for Nationalities,Erik Duhaime,Massachusetts Institute of Technology
Bargaining and Ethnicity: A Field Experiment with Students and Villagers,Sebastián Oleas,Universidad San Francisco de Quito,Jan 03 2016,10:15 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Culture, Prosocial Behavior and Ethnicity",Z1,Khawaja Mamun,Sacred Heart University,Khawaja Mamun,Sacred Heart University,Pedro Pablo Romero,Universidad San Francisco de Quito,Xunzhou Ma,Southwest University for Nationalities,Erik Duhaime,Massachusetts Institute of Technology
National Culture and Income Inequality: A Cross–Country Analysis,Khawaja Mamun,Sacred Heart University,Jan 03 2016,10:15 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Culture, Prosocial Behavior and Ethnicity",Z1,Khawaja Mamun,Sacred Heart University,Khawaja Mamun,Sacred Heart University,Pedro Pablo Romero,Universidad San Francisco de Quito,Xunzhou Ma,Southwest University for Nationalities,Erik Duhaime,Massachusetts Institute of Technology
National Culture and Income Inequality: A Cross–Country Analysis,Mohammad Elahee,Quinnipiac University,Jan 03 2016,10:15 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Culture, Prosocial Behavior and Ethnicity",Z1,Khawaja Mamun,Sacred Heart University,Khawaja Mamun,Sacred Heart University,Pedro Pablo Romero,Universidad San Francisco de Quito,Xunzhou Ma,Southwest University for Nationalities,Erik Duhaime,Massachusetts Institute of Technology
National Culture and Income Inequality: A Cross–Country Analysis,Farid Sadrieh,Quinnipiac University,Jan 03 2016,10:15 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Culture, Prosocial Behavior and Ethnicity",Z1,Khawaja Mamun,Sacred Heart University,Khawaja Mamun,Sacred Heart University,Pedro Pablo Romero,Universidad San Francisco de Quito,Xunzhou Ma,Southwest University for Nationalities,Erik Duhaime,Massachusetts Institute of Technology
Government Old-Age Support and Labor Supply: Evidence from the Old Age Assistance Program,Daniel Fetter,Wellesley College,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 25",American Economic Association,Determinants of Labor Supply,J2,Lee Lockwood,Northwestern University
Government Old-Age Support and Labor Supply: Evidence from the Old Age Assistance Program,Lee Lockwood,Northwestern University,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 25",American Economic Association,Determinants of Labor Supply,J2,Lee Lockwood,Northwestern University
The Effect of Wealth on Individual and Household Labor Supply: Evidence from Swedish Lotteries,David Cesarini,New York University,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 25",American Economic Association,Determinants of Labor Supply,J2,Lee Lockwood,Northwestern University
The Effect of Wealth on Individual and Household Labor Supply: Evidence from Swedish Lotteries,Erik Lindqvist,Stockholm School of Economics,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 25",American Economic Association,Determinants of Labor Supply,J2,Lee Lockwood,Northwestern University
The Effect of Wealth on Individual and Household Labor Supply: Evidence from Swedish Lotteries,Mathew J. Notowidigdo,Northwestern University,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 25",American Economic Association,Determinants of Labor Supply,J2,Lee Lockwood,Northwestern University
The Effect of Wealth on Individual and Household Labor Supply: Evidence from Swedish Lotteries,Robert Ostling,Institutet för Internationell Ekonomi,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 25",American Economic Association,Determinants of Labor Supply,J2,Lee Lockwood,Northwestern University
Nonparametric Evidence on the Effects of Financial Incentives on Retirement Decisions,Dayanand Manoli,University of Texas-Austin,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 25",American Economic Association,Determinants of Labor Supply,J2,Lee Lockwood,Northwestern University
Nonparametric Evidence on the Effects of Financial Incentives on Retirement Decisions,Andrea Weber,University of Mannheim,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 25",American Economic Association,Determinants of Labor Supply,J2,Lee Lockwood,Northwestern University
The Effect of Pension Income on Elderly Earnings: Evidence from the Social Security Notch and Full Population Data,Alexander Gelber,University of California-Berkeley,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 25",American Economic Association,Determinants of Labor Supply,J2,Lee Lockwood,Northwestern University
The Effect of Pension Income on Elderly Earnings: Evidence from the Social Security Notch and Full Population Data,Adam Isen,U.S. Department of the Treasury,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 25",American Economic Association,Determinants of Labor Supply,J2,Lee Lockwood,Northwestern University
The Effect of Pension Income on Elderly Earnings: Evidence from the Social Security Notch and Full Population Data,Jae Song,Social Security Administration,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 25",American Economic Association,Determinants of Labor Supply,J2,Lee Lockwood,Northwestern University
The Wealth of Wealthholders,John Ameriks,Vanguard Group,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
The Wealth of Wealthholders,Andrew Caplin,New York University,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
The Wealth of Wealthholders,Minjoon Lee,University of Michigan,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
The Wealth of Wealthholders,Matthew Shapiro,University of Michigan,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
The Wealth of Wealthholders,Christopher Tonetti,Stanford University,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
Do Imputed Earnings Earn Their Keep? Evaluating SIPP Earnings and Non-Response with Administrative Records,Rebecca L. Chenevert,U.S. Census Bureau,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
Do Imputed Earnings Earn Their Keep? Evaluating SIPP Earnings and Non-Response with Administrative Records,Mark A. Klee,U.S. Census Bureau,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
Do Imputed Earnings Earn Their Keep? Evaluating SIPP Earnings and Non-Response with Administrative Records,Kelly R. Wilkin,U.S. Census Bureau,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
"Measuring Levels and Trends in Earnings Inequality with Nonresponse, Imputations, and Topcoding",Christopher Bollinger,University of Kentucky,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
"Measuring Levels and Trends in Earnings Inequality with Nonresponse, Imputations, and Topcoding",Barry Hirsch,Georgia State University,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
"Measuring Levels and Trends in Earnings Inequality with Nonresponse, Imputations, and Topcoding",Charles Hokayem,Centre College,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
"Measuring Levels and Trends in Earnings Inequality with Nonresponse, Imputations, and Topcoding",James P. Ziliak,University of Kentucky,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
SRMI Multiple Imputation in the CPS ASEC,Charles Hokayem,Centre College,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
SRMI Multiple Imputation in the CPS ASEC,Trivellore Raghunathan,University of Michigan,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
SRMI Multiple Imputation in the CPS ASEC,Jonathan Rothbaum,U.S. Census Bureau,Jan 03 2016,10:15 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,Evaluating Survey Data Quality Using Administrative Records,C8,Christopher Bollinger,University of Kentucky,Joanne Hsu,Federal Reserve Board,David Johnson,U.S. Bureau of Economic Analysis,Nikolas Mittag,CERGE-EI,Jeff Larrimore,Federal Reserve Board
Financial Stability and Optimal Interest-Rate Policy,Andrea Ajello,Federal Reserve Board,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
Financial Stability and Optimal Interest-Rate Policy,Thomas Laubach,Federal Reserve Board,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
Financial Stability and Optimal Interest-Rate Policy,David Lopez-Salido,Federal Reserve Board,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
Financial Stability and Optimal Interest-Rate Policy,Taisuke Nakata,Federal Reserve Board,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
"Systemic Risk, Contagion and Joint Default Probability: A Copula Approach",Jacob Kleinow,Freiberg University,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
"Systemic Risk, Contagion and Joint Default Probability: A Copula Approach",Fernando Moreira,University of Edinburgh,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
From Financial to Real Economic Crisis – Evidence from Individual Firm-Bank Relationships in Germany,Martin Simmler,DIW Berlin and Oxford University,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
From Financial to Real Economic Crisis – Evidence from Individual Firm-Bank Relationships in Germany,Nadja Dwenger,Max Planck Institute for Tax Law and Public Finance,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
From Financial to Real Economic Crisis – Evidence from Individual Firm-Bank Relationships in Germany,Frank M. Fossen,"Freie Universitaet-Berlin, DIW Berlin and IZA",Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
"International Banking Flows and ""Bad"" Credit Booms: Do Booms Go with the Flow?",Regina Martinez,George Washington University,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
Endogenous Uncertainty and Credit Crunches,Ludwig Straub,Massachusetts Institute of Technology,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
Endogenous Uncertainty and Credit Crunches,Robert Ulbricht,Toulouse School of Economics,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
The Risky Capital of Emerging Markets,Ina Simonovska,University of California-Davis,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
The Risky Capital of Emerging Markets,Joel M. David,University of Southern California,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
The Risky Capital of Emerging Markets,Espen Henriksen,University of California-Davis,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 13",American Economic Association,Financial Stability,G2,Chiara Scotti,Federal Reserve Board
Gender Differences in Intergenerational Mobility Across the U.S,Raj Chetty,Harvard University,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial A",American Economic Association,"Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",I2,David Autor,Massachusetts Institute of Technology,David Figlio,Northwestern University,Melissa S. Kearney,University of Maryland,Abigail Payne,McMaster University
Gender Differences in Intergenerational Mobility Across the U.S,Nathaniel Hendren,Harvard University,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial A",American Economic Association,"Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",I2,David Autor,Massachusetts Institute of Technology,David Figlio,Northwestern University,Melissa S. Kearney,University of Maryland,Abigail Payne,McMaster University
Family Disadvantage and the Gender Gap in Behavioral and Educational Outcomes,David Autor,Massachusetts Institute of Technology,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial A",American Economic Association,"Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",I2,David Autor,Massachusetts Institute of Technology,David Figlio,Northwestern University,Melissa S. Kearney,University of Maryland,Abigail Payne,McMaster University
Family Disadvantage and the Gender Gap in Behavioral and Educational Outcomes,David Figlio,Northwestern University,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial A",American Economic Association,"Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",I2,David Autor,Massachusetts Institute of Technology,David Figlio,Northwestern University,Melissa S. Kearney,University of Maryland,Abigail Payne,McMaster University
Family Disadvantage and the Gender Gap in Behavioral and Educational Outcomes,Krzysztof Karbownik,University of Uppsula,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial A",American Economic Association,"Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",I2,David Autor,Massachusetts Institute of Technology,David Figlio,Northwestern University,Melissa S. Kearney,University of Maryland,Abigail Payne,McMaster University
Family Disadvantage and the Gender Gap in Behavioral and Educational Outcomes,Jeffrey Roth,University of Florida,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial A",American Economic Association,"Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",I2,David Autor,Massachusetts Institute of Technology,David Figlio,Northwestern University,Melissa S. Kearney,University of Maryland,Abigail Payne,McMaster University
Family Disadvantage and the Gender Gap in Behavioral and Educational Outcomes,Melanie Wasserman,Massachusetts Institute of Technology,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial A",American Economic Association,"Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",I2,David Autor,Massachusetts Institute of Technology,David Figlio,Northwestern University,Melissa S. Kearney,University of Maryland,Abigail Payne,McMaster University
What Explains the Gender Gap in Education? Experimental and Administrative Evidence,Ingvild Almas,Norwegian School of Economics,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial A",American Economic Association,"Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",I2,David Autor,Massachusetts Institute of Technology,David Figlio,Northwestern University,Melissa S. Kearney,University of Maryland,Abigail Payne,McMaster University
What Explains the Gender Gap in Education? Experimental and Administrative Evidence,Alexander Cappelen,Norwegian School of Economics,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial A",American Economic Association,"Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",I2,David Autor,Massachusetts Institute of Technology,David Figlio,Northwestern University,Melissa S. Kearney,University of Maryland,Abigail Payne,McMaster University
What Explains the Gender Gap in Education? Experimental and Administrative Evidence,Kjell G. Salvanes,Norwegian School of Economics,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial A",American Economic Association,"Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",I2,David Autor,Massachusetts Institute of Technology,David Figlio,Northwestern University,Melissa S. Kearney,University of Maryland,Abigail Payne,McMaster University
What Explains the Gender Gap in Education? Experimental and Administrative Evidence,Erik Sorensen,Norwegian School of Economics,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial A",American Economic Association,"Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",I2,David Autor,Massachusetts Institute of Technology,David Figlio,Northwestern University,Melissa S. Kearney,University of Maryland,Abigail Payne,McMaster University
What Explains the Gender Gap in Education? Experimental and Administrative Evidence,Bertil Tungodden,Norwegian School of Economics,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial A",American Economic Association,"Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",I2,David Autor,Massachusetts Institute of Technology,David Figlio,Northwestern University,Melissa S. Kearney,University of Maryland,Abigail Payne,McMaster University
Information Design and Multi-Player Bayesian Persuasion,Dirk Bergemann,Yale University,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial B",American Economic Association,"Information Design and Bayesian Persuasion (D7, D8)",,Drew Fudenberg,Harvard University,Drew Fudenberg,Harvard University,Laura Veldkamp,New York University,Marina Halac,Columbia University,Michael Woodford,Columbia University
Information Design and Multi-Player Bayesian Persuasion,Stephen Morris,Princeton University,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial B",American Economic Association,"Information Design and Bayesian Persuasion (D7, D8)",,Drew Fudenberg,Harvard University,Drew Fudenberg,Harvard University,Laura Veldkamp,New York University,Marina Halac,Columbia University,Michael Woodford,Columbia University
Credit Rating Inflation and Firms' Investment Behavior,Itay Goldstein,University of Pennsylvania,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial B",American Economic Association,"Information Design and Bayesian Persuasion (D7, D8)",,Drew Fudenberg,Harvard University,Drew Fudenberg,Harvard University,Laura Veldkamp,New York University,Marina Halac,Columbia University,Michael Woodford,Columbia University
Credit Rating Inflation and Firms' Investment Behavior,Chong Huang,University of California-Irvine,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial B",American Economic Association,"Information Design and Bayesian Persuasion (D7, D8)",,Drew Fudenberg,Harvard University,Drew Fudenberg,Harvard University,Laura Veldkamp,New York University,Marina Halac,Columbia University,Michael Woodford,Columbia University
Dynamic Multi-Agent Persuasion,Jeff Ely,Northwestern University,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial B",American Economic Association,"Information Design and Bayesian Persuasion (D7, D8)",,Drew Fudenberg,Harvard University,Drew Fudenberg,Harvard University,Laura Veldkamp,New York University,Marina Halac,Columbia University,Michael Woodford,Columbia University
A Rothschild-Stiglitz Approach to Bayesian Persuasion,Emir Kamenica,University of Chicago,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial B",American Economic Association,"Information Design and Bayesian Persuasion (D7, D8)",,Drew Fudenberg,Harvard University,Drew Fudenberg,Harvard University,Laura Veldkamp,New York University,Marina Halac,Columbia University,Michael Woodford,Columbia University
A Rothschild-Stiglitz Approach to Bayesian Persuasion,Matthew Gentzkow,Stanford University,Jan 03 2016,10:15 am,"Hilton Union Square, Imperial B",American Economic Association,"Information Design and Bayesian Persuasion (D7, D8)",,Drew Fudenberg,Harvard University,Drew Fudenberg,Harvard University,Laura Veldkamp,New York University,Marina Halac,Columbia University,Michael Woodford,Columbia University
Human Capital and Expectations about Career and Family,Matthew Wiswall,Arizona State University,Jan 03 2016,10:15 am,"Hilton Union Square, Franciscan D",American Economic Association,"Information, Expectations, and Education Choices I (D8, I2)",,Matthew Wiswall,Arizona State University,Adam Osman,University of Illinois-Urbana Champaign,James W. Berry,Cornell University,Eleanor W. Dillon,Arizona State University
Human Capital and Expectations about Career and Family,Basit Zafar,Federal Reserve Bank of New York,Jan 03 2016,10:15 am,"Hilton Union Square, Franciscan D",American Economic Association,"Information, Expectations, and Education Choices I (D8, I2)",,Matthew Wiswall,Arizona State University,Adam Osman,University of Illinois-Urbana Champaign,James W. Berry,Cornell University,Eleanor W. Dillon,Arizona State University
College Attrition and the Dynamics of Information Revelation,Arnaud Maurel,Duke University,Jan 03 2016,10:15 am,"Hilton Union Square, Franciscan D",American Economic Association,"Information, Expectations, and Education Choices I (D8, I2)",,Matthew Wiswall,Arizona State University,Adam Osman,University of Illinois-Urbana Champaign,James W. Berry,Cornell University,Eleanor W. Dillon,Arizona State University
College Attrition and the Dynamics of Information Revelation,Peter Arcidiacono,Duke University,Jan 03 2016,10:15 am,"Hilton Union Square, Franciscan D",American Economic Association,"Information, Expectations, and Education Choices I (D8, I2)",,Matthew Wiswall,Arizona State University,Adam Osman,University of Illinois-Urbana Champaign,James W. Berry,Cornell University,Eleanor W. Dillon,Arizona State University
College Attrition and the Dynamics of Information Revelation,Esteban Aucejo,London School of Economics,Jan 03 2016,10:15 am,"Hilton Union Square, Franciscan D",American Economic Association,"Information, Expectations, and Education Choices I (D8, I2)",,Matthew Wiswall,Arizona State University,Adam Osman,University of Illinois-Urbana Champaign,James W. Berry,Cornell University,Eleanor W. Dillon,Arizona State University
College Attrition and the Dynamics of Information Revelation,Tyler Ransom,Duke University,Jan 03 2016,10:15 am,"Hilton Union Square, Franciscan D",American Economic Association,"Information, Expectations, and Education Choices I (D8, I2)",,Matthew Wiswall,Arizona State University,Adam Osman,University of Illinois-Urbana Champaign,James W. Berry,Cornell University,Eleanor W. Dillon,Arizona State University
"Beliefs, Information and the Education Plans of Middle School Children in the Dominican Republic",Christopher A. Neilson,Princeton University,Jan 03 2016,10:15 am,"Hilton Union Square, Franciscan D",American Economic Association,"Information, Expectations, and Education Choices I (D8, I2)",,Matthew Wiswall,Arizona State University,Adam Osman,University of Illinois-Urbana Champaign,James W. Berry,Cornell University,Eleanor W. Dillon,Arizona State University
"Beliefs, Information and the Education Plans of Middle School Children in the Dominican Republic",James W. Berry,Cornell University,Jan 03 2016,10:15 am,"Hilton Union Square, Franciscan D",American Economic Association,"Information, Expectations, and Education Choices I (D8, I2)",,Matthew Wiswall,Arizona State University,Adam Osman,University of Illinois-Urbana Champaign,James W. Berry,Cornell University,Eleanor W. Dillon,Arizona State University
"Beliefs, Information and the Education Plans of Middle School Children in the Dominican Republic",Lucas Coffman,Ohio State University,Jan 03 2016,10:15 am,"Hilton Union Square, Franciscan D",American Economic Association,"Information, Expectations, and Education Choices I (D8, I2)",,Matthew Wiswall,Arizona State University,Adam Osman,University of Illinois-Urbana Champaign,James W. Berry,Cornell University,Eleanor W. Dillon,Arizona State University
"Beliefs, Information and the Education Plans of Middle School Children in the Dominican Republic",Daniel Morales,IDEICE,Jan 03 2016,10:15 am,"Hilton Union Square, Franciscan D",American Economic Association,"Information, Expectations, and Education Choices I (D8, I2)",,Matthew Wiswall,Arizona State University,Adam Osman,University of Illinois-Urbana Champaign,James W. Berry,Cornell University,Eleanor W. Dillon,Arizona State University
"Beliefs, Information and the Education Plans of Middle School Children in the Dominican Republic",Ryan Cooper,Cientifika,Jan 03 2016,10:15 am,"Hilton Union Square, Franciscan D",American Economic Association,"Information, Expectations, and Education Choices I (D8, I2)",,Matthew Wiswall,Arizona State University,Adam Osman,University of Illinois-Urbana Champaign,James W. Berry,Cornell University,Eleanor W. Dillon,Arizona State University
Returns to ICT Skills,Oliver Falck,University of Munich,Jan 03 2016,10:15 am,"Hilton Union Square, Union Square 14",American Economic Association,Labor Productivity and Wage Determination,J3,Kara D. Smith,Belmont University
