"first_name","author","paper_title","author_affiliation","date","time","location","association","session_title","session_jel_code","session_chair","session_chair_affiliation","discussant_1","discussant_1_affiliation","discussant_2","discussant_2_affiliation","discussant_3","discussant_3_affiliation","discussant_4","discussant_4_affiliation","discussant_5","discussant_5_affiliation","firstname","total_male","total_female","prob_male","prob_female","total_names","male_75","female_75","male_95","female_95"
"Erich","Erich Muehlegger","Do Americans Consume Too Little Natural Gas? An Empirical Test of Marginal Cost Pricing","Harvard University","Jan 08 2011","10:15 AM","Sheraton, Director's Row J","American Economic Association","Frontier Issues in Utility Regulation","Q4","Erin Mansur","Dartmouth College and NBER","Ryan Kellogg","University of Michigan","Steve Puller","Texas A&M University","Stephen Ryan","Massachusetts Institute of Technology","Joseph Cullen","Harvard University","","","ERICH",28,0,1,0,28,1,0,1,0
"Erik","Erik Grönqvist","The Headmaster Ritual","Institute for Labor Market Policy Evaluation","Jan 08 2011","8:00 AM","Sheraton, Gold","American Economic Association","Schools","I2","Peter McHenry","College of William & Mary","","","","","","","","","","","ERIK",440,0,1,0,440,1,0,1,0
"Erik","Erik Devos","Elective Stock Dividends and REITs: Evidence from the Financial Crisis","University of Texas-El Paso","Jan 07 2011","8:00 AM","Marriott, Denver Suite IV","American Real Estate & Urban Economic Association","REITs: Dividend Policy","G3","Erasmo Giambona","University of Amsterdam","Xudong An","San Diego State University","Brad Case","NAREIT","Milena Petrova","Syracuse University","","","","","ERIK",440,0,1,0,440,1,0,1,0
"Erik","Erik Grönqvist","The intergenerational transmission of cognitive and noncognitive abilities","Institute for Labour Market Policy Evaluation, Sweden","Jan 08 2011","10:15 AM","Sheraton, Plaza Court 1","American Economic Association","Intergenerational Transfers","J2","Arthur Diamond","University of Nebraska-Omaha","","","","","","","","","","","ERIK",440,0,1,0,440,1,0,1,0
"Erik","Erik Olsen","A Profile of Majority Employee Owned Enterprises in the U.S","University of Missouri-Kansas City","Jan 09 2011","8:00 AM","Hyatt Regency, Agate A","Union for Radical Political Economists","Issues in Economic Democracy: Worker Ownership, Management and Control","J5","Al Campbell","University of Utah","David Kotz","University of Massachusetts-Amherst","Robin Hahnel","Portland State University","","","","","","","ERIK",440,0,1,0,440,1,0,1,0
"Erika","Erika Martinez","Do Housing Prices Account for School Accountability?","Duke University","Jan 09 2011","8:00 AM","Sheraton, Director's Row J","American Economic Association","AEA Committee on the Status of Minority Groups in the Economics Profession--Dissertation Session","Y9","Ngina Chiteji","Skidmore College","Patrick Mason","Florida State University","Mark Hugh Lopez","Pew Hispanic Center","Darrick Hamilton","The New School","Maria Mora","University of Texas-Pan American","Sue Stockly","Eastern New Mexico University","ERIKA",1,457,0.0021834,0.9978166,458,0,1,0,1
"Erin","Erin Krupka","Choosing to Fight Fair: Endogenous Selection of Reporting Standards and Ethical Behavior","University of Michigan","Jan 08 2011","8:00 AM","Hyatt Regency, Mineral Hall D & E","Economic Science Association","Norms and Ethical Behavior","C9","Roberto Weber","Carnegie Mellon University","Uri Gneezy","University of California-San Diego","Stephen Leider","University of Michigan","Pamela Jakiela","Washington University","Rachel Croson","University of Texas-Dallas","","","ERIN",17,817,0.0203837,0.9796163,834,0,1,0,1
"Ernst","Ernst Berndt","Assessing the Productivity of Healthcare Spending on Chronic Disease: Evidence from Diabetes Treatment, 1997-2009","Massachusetts Institute of Technology","Jan 09 2011","8:00 AM","Sheraton, Governor's Square 9","American Economic Association","Frontiers of Productivity and Output Measurement","O4","Matthew Shapiro","University of Michigan","Charles Jones","Stanford University","Emi Nakamura","Columbia University","Ana Aizcorbe","Bureau of Economic Analysis","","","","","ERNST",14,0,1,0,14,1,0,1,0
"Erwin","Erwin Diewert","Irving Fisher and Index Number Theory","University of British Columbia","Jan 08 2011","10:15 AM","Hyatt Regency, Mineral Hall G","History of Economics Society/American Economic Association","Irving Fisher and Modern Economics: 100 Years After The Purchasing Power of Money","B3","David Laidler","University of Western Ontario","Alice Orcutt Nakamura","University of Alberta","David E. W. Laidler","University of Western Ontario","Robert W. Dimand","Brock University","","","","","ERWIN",39,0,1,0,39,1,0,1,0
"Erwin","Erwin Bulte","Using Artefactual Field Experiments to Learn about the Incentives for Sustainable Forest Use in Developing Economies","Wageningen University and Tilburg University","Jan 07 2011","10:15 AM","Sheraton, Governor's Square 10","American Economic Association","Using Field Experiments in Environmental and Resource Economics","Q5","John List","University of Chicago","Hunt Allcott","Massachusetts Institute of Technology and New York University","Margaret McConnell","Harvard University","Jeffrey Carpenter","Middlebury College","Lint Barrage","Yale University","","","ERWIN",39,0,1,0,39,1,0,1,0
"Esther","Esther Jeffers","Central Bank Interventions during the Crisis: What Have We Learned About Europe and the Euro","University of Paris 8","Jan 07 2011","2:30 PM","Hyatt Regency, Agate B","Union for Radical Political Economists","The European Crisis and the Future of the Euro and Europe","E5","David Kotz","University of Massachusetts-Amherst","Michael Perelman","California State University-Chico","Yves Smith","Naked Capitalism Blog","","","","","","","ESTHER",0,334,0,1,334,0,1,0,1
"Etan","Etan Schwartz","Wine Retail Price Dispersion in the United States","New York University","Jan 09 2011","10:15 AM","Sheraton, Director's Row H","American Economic Association","Topics in Wine Economics","Q1","Karl Storchmann","New York University","Joyce Jacobson","Wesleyan University","Victor Ginsburgh","University of Brussels","Bronwyn Hall","University of California-Berkeley","Charles Mason","University of Wyoming","","","ETAN",10,0,1,0,10,1,0,1,0
"Ethan","Ethan B Cohen-Cole","Risk and Default: Understanding Macro Drivers of Bankruptcy","University of Maryland-College Park","Jan 08 2011","10:15 AM","Sheraton, Colorado","American Economic Association","Household Borrowing and the Financial Crisis","E2","Enrichetta Ravina","Columbia University","Victoria Ivashina","Harvard University","Adair Morse","University of Chicago","Arnoud Boot","Universiteit van Amsterdam","Vikrant Vig","London Business School","","","ETHAN",196,1,0.9949238,0.0050761,197,1,0,1,0
"Ethan","Ethan Singer","Airline Competition and Domestic U.S. Airfares: A Comprehensive Reappraisal","LECG, LLC","Jan 07 2011","10:15 AM","Sheraton, Capitol","Transportation & Public Utilities Group","Competition, Fares and Quality of Service in the Airline Industry","L9","James Peoples","University of Wisconsin-Milwaukee","B. Starr McMullen","Oregon State University","Wesley Wilson","University of Oregon","Wim Vijverberg","CUNY Graduate Center","John Howard Brown","Georgia Southern University","","","ETHAN",196,1,0.9949238,0.0050761,197,1,0,1,0
"Eugen","Eugen Kovac","Reversibility in Dynamic Coordination Problems","University of Bonn","Jan 07 2011","2:30 PM","Sheraton, Plaza Court 7","Econometric Society","Dynamic Games","C7","","","Mikhail Golosov","Yale University","Sylvain Chassang","Princeton University","Patrick Bolton","Columbia University","","","","","EUGEN",4,0,1,0,4,1,0,1,0
"Eugene","Eugene Beaulieu","Exchange Rate Movements and Firm Dynamics in Canadian Retail Industries","University of Calgary","Jan 08 2011","8:00 AM","Sheraton, Plaza Court 6","Econometric Society","Firms in the International Economy","F4","Samuel Kortum","University of Chicago","Ralph Ossa","University of Chicago","Kalina Manova","Stanford University","Costas Arkolakis","Yale University","","","","","EUGENE",358,7,0.9808219,0.0191781,365,1,0,1,0
"Eva","Eva Vivalt","Peacekeeping: What Is It Good For?","University of California-Berkeley","Jan 07 2011","8:00 AM","Sheraton, Gold","American Economic Association","Conflict: Beginnings, Ends, and Aftermaths","O1","Eva Vivalt","University of California-Berkeley","Patricia Justino","University of Sussex","Ioana Petrescu","American Enterprise Institute","Gianmarco Leon","University of California-Berkeley","Pauline Grosjean","University of San Francisco","","","EVA",0,356,0,1,356,0,1,0,1
"Evelyn","Evelyn Wamboye","Trade Liberalization and Welfare of Farmers in Developing Countries: The Case of Poultry Farmers in Ghana","Pennsylvania State University","Jan 08 2011","8:00 AM","Sheraton, Capitol","African Finance & Economics Association","Country-Specific Studies on Aspects of Economic Development in Africa","O1","Mwangi Wa Githinji","University of Massachusetts","Edward Kutsoati","Tufts University","Kwabena Gyimah-Brempong","University of South Florida","Mina Baliamoune-Lutz","University of North Florida","Evelyn Wamboye","Pennsylvania State University","Edward Ghartey","University of the West Indies, Jamaica","EVELYN",2,556,0.0035842,0.9964158,558,0,1,0,1
"Evgeny","Evgeny Lyandres","A Theory of Merger-Driven IPOs","Boston University","Jan 08 2011","10:15 AM","Marriott, Colorado Salons I & J","American Finance Association","Real Effects of Financing and Risk Management","G3","Krishnamurthy Subramanian","Emory University","Merih Sevilir","University of North Carolina-Chapel Hill","Yongxiang Wang","Columbia University","Philipp Schnabbl","New York University","Arthur Korteweg","Stanford University","","","EVGENY",10,0,1,0,10,1,0,1,0
"Fabio","Fabio Castiglionesi","The Optimality of Interbank Liquidity Insurance","Tilburg University","Jan 08 2011","8:00 AM","Sheraton, Spruce","American Economic Association","Banking Regulation and Risk Sharing","G2","Robert DeYoung","University of Kansas","","","","","","","","","","","FABIO",91,1,0.9891304,0.0108696,92,1,0,1,0
"Fabio","Fabio Trojani","Learning and Rare Disasters in the Lucas Orchard","Swiss Finance Institute","Jan 07 2011","10:15 AM","Marriott, Colorado Salon F","American Finance Association","The Next Generation of Rare Events Models in Asset Pricing","G1","Hanno Lustig","University of California, Los Angeles","Ian Martin","Stanford University","Lars Lochstoer","Columbia University","Mikhail Chernov","London Business School","Pietro Veronesi","University of Chicago","","","FABIO",91,1,0.9891304,0.0108696,92,1,0,1,0
"Fabio","Fabio Braggion","Mergers and Acquisitions in British Banking: Forty Years of Evidence from 1885 until 1925","Tilburg University","Jan 09 2011","10:15 AM","Sheraton, Spruce","American Economic Association","Economic History","N4","Linda Carter","Baylor University","","","","","","","","","","","FABIO",91,1,0.9891304,0.0108696,92,1,0,1,0
"Fabrizio","Fabrizio Mattesini","Banking: A Mechanism Design Approach","Rome Tor Vergata","Jan 07 2011","2:30 PM","Sheraton, Governor's Square 9","Econometric Society","The Role of Money and Banks","E5","","","Ruilin Zhou","Pennsylvania State University","David Andolfatto","Federal Reserve Bank of St. Louis","Warren Weber","Federal Reserve Bank of Minneapolis","Daniel Paravisini","Columbia University","","","FABRIZIO",30,0,1,0,30,1,0,1,0
"Facundo","Facundo Albornoz","Sequential Exporting","University of Birmingham, UK","Jan 09 2011","1:00 PM","Sheraton, Gold","American Economic Association","Export Entry and Growth","F1","Ignatius Horstmann","University of Toronto","","","","","","","","","","","FACUNDO",4,0,1,0,4,1,0,1,0
"Farida","Farida Khan","The Fourth World Crisis in Development Policy","University of Wisconsin-Parkside","Jan 08 2011","2:30 PM","Hyatt Regency, Mineral Hall B","Association for Social Economics/International Association for Feminist Economics","Well-Being and Gender Under Globalization","D6","Marianne Hill","Mississippi Center for Policy Research","Yavuz Yasar","University of Denver","Martha Starr","American University","","","","","","","FARIDA",0,17,0,1,17,0,1,0,1
"Faruk","Faruk Balli","The Role of Institutions, Culture, and Wellbeing in Explaining Bilateral Remittance Flows: Evidence Both Cross-Country and Individual-Level Analysis from Turkey","Massey University","Jan 07 2011","10:15 AM","Sheraton, Plaza Court 3","Middle East Economic Association","Human Capital Topics in the Middle East","J6","Serdar Sayan","TOBB University, Turkey","Mona Said","American University in Cairo","Guzin Erlat","Middle East Technical University","Daniel Egel","University of California-Berkeley","Mohamed Benbouziane","University of Tlemcen, Algeria","Hala Al Ramly","American University in Cairo","FARUK",14,0,1,0,14,1,0,1,0
"Faruk","Faruk Balli","Risk Sharing and Welfare Gains from Risk Sharing across GCC Members and MENA Countries: Who Gains More and From What?","Massey University","Jan 08 2011","2:30 PM","Sheraton, Plaza Court 3","Middle East Economic Association","Economies of the GCC Countries: Oil, Stocks, and Sustainability","O5","Jeffery Nugent","University of Southern California","Shawkat Hammoudeh","Drexel University","Ali Kutan","Southern Illinois University-Edwardsville","Hassan Y. Aly","African Development Bank","İsmail Genc","Amrican University of Sharjah","Haluk Erlat","Middle East Technical University","FARUK",14,0,1,0,14,1,0,1,0
"Fatma","Fatma Gül Ünal","Agrarian Transformation in Tajikistan: Possibilities for Female Farmers","Bard College at Simon’s Rock, and Levy Institute of Economics","Jan 07 2011","8:00 AM","Hyatt Regency, Mineral Hall C","Association for Evolutionary Economics","The Policy Relevance of Institutional Economics: Papers in Honor of Paul Dale Bush","B5","Mary Wrenn","Weber State University","John T. Harvey","Texas Christian University","Pascal Petit","CEPN and CNRS","","","","","","","FATMA",0,5,0,1,5,0,1,0,1
"Federico","Federico A. Bugni","Identication on Regressions with Missing Covariate Data","Duke University","Jan 08 2011","10:15 AM","Sheraton, Plaza Court 6","Econometric Society","Econometric Inference in Inequality based models","C1","Ivan Canay","Northwestern University","Antonio F. Galvao","University of Iowa","Shinichi Sakata","University of British Columbia","Sung Jae Jun","Pennsylvania State University","Matias Damian Cattaneo","University of Michigan","","","FEDERICO",58,0,1,0,58,1,0,1,0
"Federico","Federico A. Bugni","Asymptotic Distortions in Locally Misspecified Moment Inequality Models","Duke University","Jan 08 2011","10:15 AM","Sheraton, Plaza Court 6","Econometric Society","Econometric Inference in Inequality based models","C1","Ivan Canay","Northwestern University","Antonio F. Galvao","University of Iowa","Shinichi Sakata","University of British Columbia","Sung Jae Jun","Pennsylvania State University","Matias Damian Cattaneo","University of Michigan","","","FEDERICO",58,0,1,0,58,1,0,1,0
"Federico","Federico Ravenna","Business Cycles and Labor Market Flows with Sequential Screening","HEC Montreal and University of California-Santa Cruz","Jan 07 2011","2:30 PM","Sheraton, Spruce","American Economic Association","Labor Market Shocks","E2","Chris Stoddard","Montana State University","","","","","","","","","","","FEDERICO",58,0,1,0,58,1,0,1,0
"Federico","Federico M. Bandi","Bandwidth Selection for Continuous-Time Markov Processes","John Hopkins University and EDHEC Risk","Jan 09 2011","10:15 AM","Sheraton, Plaza Court 8","Econometric Society","Continuous Time Econometrics","C1","Xiaohong Chen","Yale University","Nour Meddahi","Toulouse School of Economics","Ernst Schaumburg","Federal Reserve Bank of New York","Yacine Ait-Sahalia","Princeton University","Bjorn Eraker","University of Wisconsin","","","FEDERICO",58,0,1,0,58,1,0,1,0
"Fei","Fei Qin","Not a Lonely Journey: Social Embeddedness and the Return Migration of Highly Skilled Chinese Engineers from the U.S","London School of Economics","Jan 09 2011","1:00 PM","Westin Tabor, Lawrence A","Labor & Employment Relations Association","LERA Refereed Papers Session II","J5","Ann Frost","University of Western Ontario","Mark Stuart","University of Leeds","","","","","","","","","FEI",12,9,0.5714286,0.4285714,21,0,0,0,0
"Fei","Fei Xie","Globalizing the Boardroom - The Effects of Foreign Directors on Corporate Governance and Firm Performance","George Mason University","Jan 07 2011","8:00 AM","Marriott, Colorado Salon F","American Finance Association","Board of Directors","G3","Anil Shivdasani","University of North Carolina at Chapel Hill","Matthias Kahl","University of Colorado-Boulder","David Yermack","New York University","Michael Weisbach","Ohio State University","Kai Ki","University of British Columbia","","","FEI",12,9,0.5714286,0.4285714,21,0,0,0,0
"Felice","Felice B. Klein","CEO Pay: Testing Agency Theory and Tournament Theory in American Unions","Cornell University","Jan 09 2011","1:00 PM","Westin Tabor, Lawrence A","Labor & Employment Relations Association","LERA Refereed Papers Session II","J5","Ann Frost","University of Western Ontario","Mark Stuart","University of Leeds","","","","","","","","","FELICE",3,40,0.0697674,0.9302326,43,0,1,0,0
"Felipe","Felipe C. Rezende","Minsky and the Evolution of the U.S. Financial System: The Impacts of Fiscal and Monetary Policy","University of Missouri-Kansas City","Jan 07 2011","2:30 PM","Hyatt Regency, Mineral Hall C","Association for Evolutionary Economics","Explaining and Taming Financial Crises and Business Cycles","E6","Stephanie Kelton","University of Missouri-Kansas City","","","","","","","","","","","FELIPE",118,1,0.9915966,0.0084034,119,1,0,1,0
"Felipe","Felipe Serrano","Institutions, Uncertainty and Social Security Systems","University of the Basque Country","Jan 09 2011","1:00 PM","Hyatt Regency, Mineral Hall C","Association for Evolutionary Economics","New Thinking in Economics: The Policy Dimension","B5","Giuseppe Fontana","University of Leeds and University of Sannio","","","","","","","","","","","FELIPE",118,1,0.9915966,0.0084034,119,1,0,1,0
"Felix","Felix Munoz-Garcia","A Tale of Two Externalities: Environmental Policy and Market Structure","Washington State University","Jan 08 2011","2:30 PM","Hyatt Regency, Capitol 6","Association of Environmental & Resource Economists","Competitiveness and the Environment","Q5","Carolyn Fischer","Resources for the Future","Lori Bennear","Duke University","Mario Teisl","University of Maine","Carolyn Fischer","Resources for the Future","Alexander Pfaff","Duke University","","","FELIX",326,1,0.9969419,0.0030581,327,1,0,1,0
"Feng","Feng Li","Is There a Pecking-Order of Consumer Default?","Office of the Comptroller of the Currency","Jan 09 2011","10:15 AM","Sheraton, Silver","American Economic Association","Consumer Responses to Financial Market Incentives","D1","Xavier Gabaix","New York University","Jeremy Tobacman","University of Pennsylvania","Brad Barber","University of California-Davis","Wilko Bolt","De Nederlandsche Bank","Paige Marta Skiba","Vanderbilt University","","","FENG",14,7,0.6666667,0.3333333,21,0,0,0,0
"Ferdinand","Ferdinand Rauch","Urbanization and Structural Transformation","University of Vienna","Jan 07 2011","2:30 PM","Sheraton, Gold","American Economic Association","Theoretical and Empirical Advances in Agglomeration Economics","R1","Edward Glaeser","Harvard University","","","","","","","","","","","FERDINAND",17,0,1,0,17,1,0,1,0
"Ferdinand","Ferdinand A. Gul","Investor Sentiment, Arbitrage Constraints and Stock Return Synchronicity","City University of Hong Kong","Jan 08 2011","10:15 AM","Marriott, Colorado Salon E","American Finance Association","Investor Sentiment","G1","Robin Greenwood","Harvard Business School","Itamar Drechsler","New York University","Alok Kumar","University of Texas-Austin","Lily Fang","INSEAD","David McLean","University of Alberta","","","FERDINAND",17,0,1,0,17,1,0,1,0
"Fernanda","Fernanda Leite Lopez de Leon","The Tuesday Advantage of Candidates Endorsed by American Newspapers","University of East Anglia","Jan 08 2011","8:00 AM","Sheraton, Terrace","American Economic Association","Political Economy","P1","Patrick Warren","Clemson University","","","","","","","","","","","FERNANDA",0,55,0,1,55,0,1,0,1
"Fernando","Fernando M. Aragon","The Blessing of Natural Resources: Evidence from a Peruvian Gold Mine","London School of Economics","Jan 07 2011","2:30 PM","Sheraton, Plaza Court 8","Econometric Society","Development II: Industrial Organization","O1","Benjamin Moll","Princeton University","Gabriel Ulyssea","University of Chicago","Donald John Roberts","Stanford University","Fernando Martin Aragon","London School of Economics","Benjamin Moll","Princeton University","","","FERNANDO",389,3,0.9923469,0.0076531,392,1,0,1,0
"Fernando","Fernando Perez-Cervantes","Sensitivity of Global Carbon Emissions","University of Chicago","Jan 08 2011","2:30 PM","Sheraton, Director's Row I","American Economic Association","Economic Policy Responses to Climate Change","Q5","Kenneth Judd","Hoover Institution","Sam Kortum","University of Chicago","Kenneth Judd","Hoover Institution","Todd Munson","Argonne National Laboratories","David Weisbach","University of Chicago","","","FERNANDO",389,3,0.9923469,0.0076531,392,1,0,1,0
"Fernando","Fernando Anjos","Social Ties and Economic Development","University of Texas-Austin","Jan 09 2011","10:15 AM","Sheraton, Plaza Court 3","American Economic Association","Social Structure","O1","Bruce Sacerdote","Dartmouth College","","","","","","","","","","","FERNANDO",389,3,0.9923469,0.0076531,392,1,0,1,0
"Fidan","Fidan Ana Kurtulus","An Empirical Analysis of Risk Preferences, Compensation Risk and Employee Outcomes","University of Massachusetts-Amherst","Jan 09 2011","10:15 AM","Westin Tabor, Continental A","Labor & Employment Relations Association","Employee Ownership and Shared Capitalism: New Directions and Debates for the 21st Century","J5","Edward Carberry","Erasmus University","Erik Olsen","University of Missouri-Kansas City","","","","","","","","","FIDAN",2,1,0.6666667,0.3333333,3,0,0,0,0
"Fikret","Fikret Adaman","The Impact of Financial Development on Homeownership and Housing Quality: Evidence from Turkey","Bogazici University","Jan 07 2011","10:15 AM","Sheraton, Director's Row H","American Economic Association","Neighborhood Effects","R2","Amy Schwartz","New York University","Andrew Haughwout","Federal Reserve Bank of New York","Peter Zorn","Freddie Mac","Claudia Sitgrave","New York University","Jonah Rockoff","Columbia University","","","FIKRET",3,0,1,0,3,1,0,1,0
"Fiona","Fiona Fiona Scott Morton","Regulating Direct Cremations: The Cost of Tweaking Licensing Regulations","Yale University and NBER","Jan 09 2011","1:00 PM","Sheraton, Governor's Square 10","American Economic Association","Professional Licensing","L5","Morris Kleiner","University of Minnesota and NBER","Charles Wheelan","University of Chicago","Marc Law","University of Vermont","Mindy Marks","University of California-Riverside","Daniela Del Boca","University of Turin and Collegio Carlo Alberto","","","FIONA",1,105,0.009434,0.990566,106,0,1,0,1
"Firat","Firat Demir","Trade Liberalization, Preferential Trade Agreements and Direction of Trade: Does Trade Liberalization Help or Hinder Regional Integration","University of Oklahoma","Jan 07 2011","2:30 PM","Hyatt Regency, Agate A","Union for Radical Political Economists","Heterodox International Trade Theory","F1","Omar Dahi","Hampshire college","Justin Dubas","Texas Lutheran University","Robert Blecker","American University","","","","","","","FIRAT",3,0,1,0,3,1,0,1,0
"Flavio","Flavio Toxvaerd","Recurrent Infection and Externalities in Prevention","University of Cambridge","Jan 07 2011","8:00 AM","Sheraton, Plaza Court 6","Econometric Society","Original Themes in Economic Theory","C6","","","Marzena Rostek","University of Wisconsin-Madison","John Morgan","University of California-Berkeley","Jin Li","","David Miller","University of California-San Diego","","","FLAVIO",16,0,1,0,16,1,0,1,0
"Florian","Florian Jung","Lipset Reconsidered: A Rational Theory of the Stability of Democracy","University of St. Gallen, Switzerland","Jan 08 2011","8:00 AM","Sheraton, Terrace","American Economic Association","Political Economy","P1","Patrick Warren","Clemson University","","","","","","","","","","","FLORIAN",29,0,1,0,29,1,0,1,0
"Florian","Florian Plum","Political Determinants of Labor Market Reforms in Post-Socialist Countries","IZA","Jan 09 2011","8:00 AM","Hyatt Regency, Mineral Hall D & E","Association for Comparative Economic Studies","Labor Market Institutions and Policies in Developed and Emerging Market Countries","J4","John Earle","George Mason University and Central European University","John Bonin","Wesleyan University","Jan Svejnar","University of Michigan","","","","","","","FLORIAN",29,0,1,0,29,1,0,1,0
"Forrest","Forrest Briscoe","Career Success for Flexible Work Program Users: Evidence from Personnel Records in a Large Law Firm","Pennsylvania State University","Jan 07 2011","10:15 AM","Westin Tabor, Curtis","Labor & Employment Relations Association","Gender and Professional Work","J7","Thomas Kochan","Massachusetts Institute of Technology","Peter Cappelli","University of Pennsylvania","","","","","","","","","FORREST",19,0,1,0,19,1,0,1,0
"Frances","Frances Woolley","The Impact of Ethnic Identity on Gender Discrimination: Double Disadvantage or Hidden Advantage?","Carleton University, Canada","Jan 08 2011","12:30 PM","Sheraton, Colorado","International Association for Feminist Economics","Gender Constructions","J7","Eudine Barriteau","University of West Indies – Cave Hill, Barbados","Elissa Braunstein","Colorado State University","Randy Albelda","University of Massachusetts-Boston","","","","","","","FRANCES",0,303,0,1,303,0,1,0,1
"Francesca","Francesca Mazzolari","Immigration and Product Diversity","University of California-Irvine","Jan 07 2011","10:15 AM","Sheraton, Columbine","American Economic Association","Economics of Immigration","J2","Mathis Wagner","Collegio Carlo Alberto","Albrecht Glitz","Universitat Pompeu Fabra","Kevin Lang","Boston University","Jessica Pan","National University of Singapore","Stephen Trejo","University of Texas-Austin","","","FRANCESCA",0,223,0,1,223,0,1,0,1
"Francesca","Francesca Molinari","The Nature of Risk Preferences: Evidence from Insurance Choices","Cornell University","Jan 08 2011","2:30 PM","Sheraton, Denver","American Economic Association","The Stability of Preferences Across Contexts","D1","Amy Finkelstein","Massachusetts Institute of Technology","Benjamin Handel","Northwestern University","Ulrike Malmendier","University of California-Berkeley","Botond Koszegi","University of California-Berkeley","","","","","FRANCESCA",0,223,0,1,223,0,1,0,1
"Francesca","Francesca Gino","Choosing to Fight Fair: Endogenous Selection of Reporting Standards and Ethical Behavior","Harvard University","Jan 08 2011","8:00 AM","Hyatt Regency, Mineral Hall D & E","Economic Science Association","Norms and Ethical Behavior","C9","Roberto Weber","Carnegie Mellon University","Uri Gneezy","University of California-San Diego","Stephen Leider","University of Michigan","Pamela Jakiela","Washington University","Rachel Croson","University of Texas-Dallas","","","FRANCESCA",0,223,0,1,223,0,1,0,1
"Francesca","Francesca Rondina","The Role of Model Uncertainty and Learning in the U.S. Postwar Policy Response to Oil Prices","Institute for Economic Analysis, CSIC and Barcelona GSE","Jan 09 2011","10:15 AM","Sheraton, Plaza Court 7","Econometric Society","Empirical Macroeconomics 2","E4","Carlos Carvalho","Macroeconomic and Monetary Studies, R&S Federal Reserve Bank of New York","Francesco Bianchi","Duke University","Timothy Cogley","New York University","Simon Gilchrist","Boston University","Alejandro Justiniano","Federal Reserve Bank of Chicago","","","FRANCESCA",0,223,0,1,223,0,1,0,1
"Francesco","Francesco Strobbe","Bilateral Financial Linkages and Global Imbalances: A View on the Eve of the Financial Crisis","European Central Bank","Jan 08 2011","8:00 AM","Sheraton, Vail","American Economic Association","Global Financial Contagion","F3","Stijn Claessens","International Monetary Fund","Carmen Reinhart","University of Maryland","Menzie Chinn","University of Wisconsin","Marcel Fratzscher","European Central Bank","Kenneth Kuttner","Williams College","","","FRANCESCO",91,0,1,0,91,1,0,1,0
"Francesco","Francesco Bova","Shared Capitalism, Corporate Disclosure, and Management's Incentive to Signal a Positive Outlook","University of Toronto","Jan 09 2011","10:15 AM","Westin Tabor, Continental A","Labor & Employment Relations Association","Employee Ownership and Shared Capitalism: New Directions and Debates for the 21st Century","J5","Edward Carberry","Erasmus University","Erik Olsen","University of Missouri-Kansas City","","","","","","","","","FRANCESCO",91,0,1,0,91,1,0,1,0
"Francesco","Francesco Parisi","Deterrence of Wrongdoing in Ancient Law","University of Minnesota","Jan 09 2011","10:15 AM","Sheraton, Governor's Square 9","American Economic Association","Economics of Ancient Societies","N4","Carmine Guerriero","University of Amsterdam","Peter Temin","Massachusetts Institute of Technology","Giuseppe Dari-Mattiacci","University of Amsterdam","F. Andrew Hanssen","Colby College","Bryan C. McCannon","Wake Forest University","Francesco Parisi","University of Minnesota","FRANCESCO",91,0,1,0,91,1,0,1,0
"Francesco","Francesco A. Franzoni","The Behavior of Hedge Funds During Liquidity Crises","Swiss Finance Institute","Jan 08 2011","2:30 PM","Marriott, Colorado Salons A & B","American Finance Association","Mutual Funds and Hedge Funds: Information and Behavior","G2","Marcin Kacperczyk","New York University","Stefan Nagel","Stanford University","Susan Kerr Christoffersen","McGill University","Robin Greenwood","Harvard Business School","Dimitri Vayanos","London School of Economics and Political Science","","","FRANCESCO",91,0,1,0,91,1,0,1,0
"Francine","Francine D. Blau","Gender, Source Country Characteristics and Labor Market Assimilation among Immigrants","Cornell University, NBER, IZA and CESifo","Jan 09 2011","8:00 AM","Sheraton, Terrace","American Economic Association","Family Economics: New Results on Mothers' Labor Market Success and Children's Long-Run Wellbeing","J1","Joshua Angrist","Massachusetts Institute of Technology and NBER","Betsey Stevenson","University of Pennsylvania","David Blau","Ohio State University","Rafael Lalive","University of Lausanne and CEPR","Joshua D. Angrist","angrist@mit.edu","","","FRANCINE",0,189,0,1,189,0,1,0,1
"Francisco","Francisco J Nogales","Stock Return Serial Dependence and Out-of-Sample Portfolio Performance","Universidad Carlos III de Madrid","Jan 07 2011","8:00 AM","Marriott, Colorado Salons A & B","American Finance Association","Portfolio Choice: Theory and Evidence","G1","Francisco Gomes","London Busines School","Amir Yaron","University of Pennsylvania","Steffen Meyer","Goethe University Frankfurt","Jeffrey Brown","University of Illinois-Urbana-Champaign","Francisco Barillas","Emory University","","","FRANCISCO",346,0,1,0,346,1,0,1,0
"Francisco","Francisco Rodriguez-Fernandez","The Safety-Net Benefits of DFU Banks During the Crisis: Evidence from the US and Europe","University of Grenada, Spain","Jan 07 2011","10:15 AM","Marriott, Nat Hill","International Banking Economics & Finance Association","Lessons Learned from Empirical Studies of the Financial Crisis","G1","James Wilcox","University of California, Berkeley","James A. Wilcox","University of California-Berkeley","","","","","","","","","FRANCISCO",346,0,1,0,346,1,0,1,0
