"first_name","author","paper_title","author_affiliation","date","time","location","association","session_title","session_jel_code","session_chair","session_chair_affiliation","discussant_1","discussant_1_affiliation","discussant_2","discussant_2_affiliation","discussant_3","discussant_3_affiliation","discussant_4","discussant_4_affiliation","discussant_5","discussant_5_affiliation","firstname","total_male","total_female","prob_male","prob_female","total_names","male_75","female_75","male_95","female_95"
"Carlos","Carlos Carrillo-Tudela","The Extent and Cyclicality of Career Changes: Evidence for the U.K","Essex","Jan 03 2016","8:00 AM","Hilton Union Square, Union Square 20","Econometric Society","Macro Labor","A1","Bart Hobijn","Federal Reserve Bank of San Francisco","","","","","","","","","","","CARLOS",1450,6,0.9958791,0.0041209,1456,1,0,1,0
"Carlos","Carlos J. Asarta","Comparing Student Performance in Blended and Traditional Courses: Does Prior Academic Achievement Matter?","University of Delaware","Jan 05 2016","10:15 AM","Hilton Union Square, Union Square 22","National Association of Economic Educators","Online versus Face to Face Teaching","A2","Helen H. Roberts","University of Illinois-Chicago","John R. Swinton","Georgia College and State University","Carlos J. Asarta","University of Delaware","Kim Holder","University of West Georgia","Helen H. Roberts","University of Illinois-Chicago","","","CARLOS",1450,6,0.9958791,0.0041209,1456,1,0,1,0
"Carly","Carly Urban","Information Matters: Salient Student Loan Information Affects College Students’ Behavior","Montana State University","Jan 04 2016","2:30 PM","Hilton Union Square, Continental – Parlor 1","American Economic Association","Public Economics: Education (H8, I2)","","Terra G. McKinnish","University of Colorado-Boulder","Kelly Bedard","University of California-Santa Barbara","Caroline Hoxby","Stanford University","Sarah Turner","University of Virginia","Paula Stephan","Georgia State University","","","CARLY",2,135,0.0145985,0.9854015,137,0,1,0,1
"Carmen","Carmen Rosa Marull Maita","Sustainability of the Decline in Inequality in Latin America: The Effects of Changing Trade Patterns","Freie Universität Berlin","Jan 03 2016","2:30 PM","Marriott Marquis, Sierra J","Union for Radical Political Economics","Heterodox Approaches to Trade and Development","F1","Paul Cooney","Universidad Nacional de General Sarmiento","Peter Bent","University of Oxford/University of Massachusetts-Amherst","Alexandria Eisenbarth","New School","Paul Cooney","Universidad Nacional de General Sarmiento","","","","","CARMEN",12,710,0.0166205,0.9833795,722,0,1,0,1
"Carol","Carol Bresnahan","Integrating Social Innovation into the Academy: The Perspective of Academic Leadership","Rollins College","Jan 03 2016","8:00 AM","Marriott Marquis, Pacific C","Association for Evolutionary Economics","Inside Entrepreneurship: Social Entrepreneurship in Practice (B5, L3)","","Zohreh Emami","Alverno College","Benjamin C. Wilson","State University New York-Cortland","","","","","","","","","CAROL",1,1019,0.0009804,0.9990196,1020,0,1,0,1
"Carole","Carole Brunet","The Impact of the Financial Crisis on Gender Inequalities: Evidence from Europe","University of Paris 8","Jan 04 2016","12:30 PM","Marriott Marquis, Sierra B","International Association for Feminist Economics","Gendered Responses to Upheaval and Recession","F6","Joyce Jacobsen","Wesleyan University","Joyce Jacobsen","Wesleyan University","Olagoke Akintola","University of KwaZulu Natal","","","","","","","CAROLE",0,156,0,1,156,0,1,0,1
"Carolina","Carolina Osorio","Union Power and Inequality","International Monetary Fund","Jan 04 2016","10:15 AM","Parc 55, Davidson","Labor & Employment Relations Association","Income and Wealth Inequality: Recent Empirical Research","J3","Kevin Hallock","Cornell University","David Card","University of California-Berkeley","Kevin Hallock","Cornell University","","","","","","","CAROLINA",2,266,0.0074627,0.9925373,268,0,1,0,1
"Carolina","Carolina Caetano","Identifying Multiple Marginal Effects with a Single Binary Instrument or by Regression Discontinuity","University of Rochester","Jan 05 2016","1:00 PM","Hilton Union Square, Union Square 15","Econometric Society","Frontiers in Regression Discontinuity Designs","A1","Marinho Bertanha","Stanford University","","","","","","","","","","","CAROLINA",2,266,0.0074627,0.9925373,268,0,1,0,1
"Caroline","Caroline Fohlin","Rumors and Runs in Opaque Markets: Evidence from the 1907 Panic","Emory University","Jan 03 2016","2:30 PM","Hilton Union Square, Union Square 3 & 4","Econometric Society","Financial Crises in Historical Perspective","A1","Thomas Gehrig","University of Wien","Charles Calomiris","Columbia University","Valentin Haddad","Princeton","Gary Gorton","Yale University","Thomas Gehrig","University of Wien","","","CAROLINE",0,505,0,1,505,0,1,0,1
"Caroline","Caroline Fohlin","Bank Concentration in the United States, 1800-1914","Emory University","Jan 03 2016","2:30 PM","Hilton Union Square, Union Square 24","Cliometric Society","Money and Banking: Local and Global","N2","Claude Diebolt","University of Strasbourg","Vincent Bignon","Banque of France","Eric Monnet","Bank of France","Sumner La Croix","University of Hawaii","Gary Richardson","University of California-Irvine","","","CAROLINE",0,505,0,1,505,0,1,0,1
"Carrie","Carrie Colla","Measuring the Incremental Benefit of Medicare Expenditures: Evidence from the Healthcare Cost Slowdown","Dartmouth College","Jan 05 2016","8:00 AM","Hilton Union Square, Union Square 3 & 4","Health Economics Research Organization/American Economic Association","Evidence on Health Spending Growth and Slowdown Using Medicaid, Medicare, and Household Data (I1, H5)","","Donald E. Yett","University of Southern California","Martin Gaynor","Carnegie Mellon University","Joshua Gottlieb","University of British Columbia","M. Kate Bundorf","Stanford University","","","","","CARRIE",0,301,0,1,301,0,1,0,1
"Cary","Cary Deck","The Effect of Arousal on Economic Decision Making","University of Alaska-Anchorage","Jan 05 2016","8:00 AM","Hilton Union Square, Plaza A","American Economic Association","Physiology and Economics","D8","Justin Sydnor","University of Wisconsin-Madison","Colin F. Camerer","California Institute of Technology","David Laibson","Harvard University","","","","","","","CARY",29,11,0.725,0.275,40,0,0,0,0
"Casey","Casey Wichman","The Effect of Water Supply Shocks on the Electricity Generation Mix: Implications for Climate Change","Resources for the Future","Jan 05 2016","10:15 AM","Hilton Union Square, Union Square 5 & 6","Association of Environmental & Resource Economists","Drought, Heat, and Economic Activity","Q5","Nicholas J. Sanders","Cornell University","Ahmed Mushfiq Mobarak","Yale University","Edson Severnini","Carnegie Mellon University","Nicholas J. Sanders","Cornell University","","","","","CASEY",122,116,0.5126051,0.487395,238,0,0,0,0
"Catalina","Catalina Amuedo-Dorantes","The Impact of Authorization on the Schooling and Labor Market Outcomes of Undocumented Immigrants: Evidence from the Deferred Action for Childhood Arrivals Program","San Diego State University","Jan 04 2016","2:30 PM","Hilton Union Square, Continental – Parlor 1","American Economic Association","Public Economics: Education (H8, I2)","","Terra G. McKinnish","University of Colorado-Boulder","Kelly Bedard","University of California-Santa Barbara","Caroline Hoxby","Stanford University","Sarah Turner","University of Virginia","Paula Stephan","Georgia State University","","","CATALINA",0,37,0,1,37,0,1,0,1
"Caterina","Caterina Calsamiglia","Structural Estimation of a Model of School Choices: The Boston Mechanism Versus Its Alternatives","Universitat Autonoma de Barcelona","Jan 05 2016","8:00 AM","Hilton Union Square, Franciscan D","American Economic Association","Market Design for Student Placement: Econometrics and Empirical Evidence (I2, D4)","","Bernard Salanie","Columbia University","Christopher A. Neilson","Princeton University","Jeremy Fox","University of Michigan","Alfred Galichon","Sciences Po Paris","Bernard Salanie","Columbia University","","","CATERINA",0,25,0,1,25,0,1,0,1
"Catherine","Catherine Massey","Do Grandparents Matter? Multigenerational Mobility in the US from 1940-2013","U.S. Census Bureau","Jan 04 2016","2:30 PM","Marriott Marquis, Sierra I","Society of Government Economists","Using Linked Census and Administrative Data to Analyze Intergenerational and Geographic Mobility (J6, D1)","","Joseph Ferrie","Northwestern University","Gary Solon","University of Arizona","Miles Corak","University of Ottawa","Sarena Goodman","Federal Reserve Board","Matthew Freedman","Drexel University","","","CATHERINE",0,784,0,1,784,0,1,0,1
"Catherine","Catherine Buffington","STEM Training and Early Career Outcomes of Female and Male Graduate Students: Evidence from UMETRICS Data linked to the 2010 Census","U.S. Census Bureau","Jan 04 2016","2:30 PM","Hilton Union Square, Continental – Parlor 1","American Economic Association","Public Economics: Education (H8, I2)","","Terra G. McKinnish","University of Colorado-Boulder","Kelly Bedard","University of California-Santa Barbara","Caroline Hoxby","Stanford University","Sarah Turner","University of Virginia","Paula Stephan","Georgia State University","","","CATHERINE",0,784,0,1,784,0,1,0,1
"Catherine","Catherine Herfeld","Imagination Rather Than Observation in Econometrics: The Case of Ragnar Frisch’s Hypothetical Experiments","Ludwig Maximilians University Munich","Jan 04 2016","12:30 PM","Marriott Marquis, Sierra C","International Network for Economic Method","Thought Experiments in Economics, Past and Present (B4, B2)","","John B. Davis","Marquette University","John B. Davis","Marquette University","","","","","","","","","CATHERINE",0,784,0,1,784,0,1,0,1
"Catherine","Catherine Eckel","Bursting the Bubble: Gender Differences in Financial Bubbles with Anonymous Traders","Texas A&M University","Jan 04 2016","2:30 PM","Hilton Union Square, Franciscan C","American Economic Association","Experimental Gender Economics (C9, D8)","","Muriel Niederle","Stanford University","Johanna Mollerstrom","George Mason University","Maria Recalde","International Food Policy Research Institute","Anya Samek","University of Southern Califiornia","Olga Shurchkov","Wellesley College","","","CATHERINE",0,784,0,1,784,0,1,0,1
"Catherine","Catherine Eckel","Making Decisions for Others: The Consequences of Gender Stereotypes","Texas A&M University","Jan 04 2016","10:15 AM","Marriott Marquis, Walnut","Association for the Study of Generosity in Economics/International Association for Feminist Economics","Gender and Altruistic Decisions (D6, J1)","","Catherine Eckel","Texas A&M University","Jonathan Meer","Texas A&M University","","","","","","","","","CATHERINE",0,784,0,1,784,0,1,0,1
"Catia","Catia Batista","A Randomized Impact Evaluation of Mobile Money in Mozambique","Nova University of Lisbon, CREAM and IZA","Jan 05 2016","10:15 AM","Hilton Union Square, Union Square 13","Econometric Society","Finance in Developing Economies","A1","Emily Breza","Columbia University","","","","","","","","","","","CATIA",1,5,0.1666667,0.8333333,6,0,1,0,0
"Cecilia","Cecilia Dassatti Camors","Macroprudential and Monetary Policy: Loan-Level Evidence from Reserve Requirements","Banco Central de Uruguay","Jan 05 2016","8:00 AM","Hilton Union Square, Golden Gate 6 & 7","American Economic Association","Macroprudential Policy (E5, G2)","","Hyun Song Shin","Bank for International Settlements","Steven Ongena","University of Zurich","James Vickery","Federal Reserve Bank of New York","Ricardo Correa","Federal Reserve Board","Markus K. Brunnermeier","Princeton University","","","CECILIA",0,196,0,1,196,0,1,0,1
"Cecilia","Cecilia McInnis-Bowers","Revolutionizing Business Education for Social Impact","Rollins College","Jan 03 2016","8:00 AM","Marriott Marquis, Pacific C","Association for Evolutionary Economics","Inside Entrepreneurship: Social Entrepreneurship in Practice (B5, L3)","","Zohreh Emami","Alverno College","Benjamin C. Wilson","State University New York-Cortland","","","","","","","","","CECILIA",0,196,0,1,196,0,1,0,1
"Chadwick","Chadwick C. Curtis","Demographics and Aggregate Household Saving in Japan, China, and India","University of Richmond-Virginia","Jan 03 2016","8:00 AM","Parc 55, Market Street","Association for Comparative Economic Studies","Economic Developments in China, India, and Japan (E2, E6)","","Daniel Michael Berkowitz","University of Pittsburgh","Gerhard Glomm","Indiana University-Bloomington","Laura Solanko","Bank of Finland","Pierre L. Siklos","Wilfrid Laurier University","Steven Lugauer","University of Notre Dame","","","CHADWICK",13,0,1,0,13,1,0,1,0
"Chao","Chao Gu","Money and Credit Redux","University of Missouri","Jan 05 2016","1:00 PM","Hilton Union Square, Union Square 19","Econometric Society","Debt Constraints and the Macroeconomy","A1","Patrick J. Kehoe","University of Minnesota","","","","","","","","","","","CHAO",20,7,0.7407407,0.2592593,27,0,0,0,0
"Charan","Charan Singh","Housing Price Indices in India","Indian Institute of Management-Bangalore","Jan 04 2016","12:30 PM","Parc 55, Mason","Association of Indian Economic & Financial Studies","Trade, Finance and Macro Policy (E2, E2)","","Amitrajeet A. Batabyal","Rochester Institute of Technology","K. V. Ramaswamy","Indira Gandhi Institute of Development Research (IGIDR)","Rajeev Sooreea","Dominican University of California","Kusum Mundra","Rutgers University","Tanweer Akram","Voya Investment Management","Chandana Chakraborty","Montclair State University","CHARAN",2,0,1,0,2,1,0,1,0
"Charles","Charles Regnacq","The Gravity of Water: Water Trade Frictions in California","Université de Pau et des Pays de l’Adour","Jan 03 2016","8:00 AM","Marriott Marquis, Sierra C","Agricultural & Applied Economics Association","Water Resource Management Challenges: Efficient Institutions and Policies","Q5","Levan Elbakidze","West Virginia University","Jeffrey Peterson","University of Minnesota","","","","","","","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles Noussair","Recreating the South Sea Bubble: Lessons from an Experiment in Financial History","Tilburg University","Jan 05 2016","8:00 AM","Hilton Union Square, Yosemite A","American Economic Association","Financial History and Asset Pricing (G1, N2)","","David Chambers","University of Cambridge","Ralph Koijen","London Business School","Stijn Van Nieuwerburgh","New York University","Stefan Nagel","University of Michigan","Tim Jenkinson","University of Oxford","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles Hokayem","SRMI Multiple Imputation in the CPS ASEC","Centre College","Jan 03 2016","10:15 AM","Hilton Union Square, Golden Gate 3 & 4","American Economic Association","Evaluating Survey Data Quality Using Administrative Records","C8","Christopher Bollinger","University of Kentucky","Joanne Hsu","Federal Reserve Board","David Johnson","U.S. Bureau of Economic Analysis","Nikolas Mittag","CERGE-EI","Jeff Larrimore","Federal Reserve Board","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles Hokayem","Measuring Levels and Trends in Earnings Inequality with Nonresponse, Imputations, and Topcoding","Centre College","Jan 03 2016","10:15 AM","Hilton Union Square, Golden Gate 3 & 4","American Economic Association","Evaluating Survey Data Quality Using Administrative Records","C8","Christopher Bollinger","University of Kentucky","Joanne Hsu","Federal Reserve Board","David Johnson","U.S. Bureau of Economic Analysis","Nikolas Mittag","CERGE-EI","Jeff Larrimore","Federal Reserve Board","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles Towe","Impact Assessment of Habitat Restoration Policies: Empirical Evidence the River Restoration Policy in Switzerland","University of Connecticut","Jan 04 2016","2:30 PM","Hilton Union Square, Golden Gate 5","American Economic Association","Environmental Controls and Effects","Q5","Rebecca Judge","St Olaf College","","","","","","","","","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles F. Mason","What's in the Secret Sauce? An Evaluation of the Toxicity of Hydraulic Fracturing Injectants","University of Wyoming","Jan 04 2016","8:00 AM","Hilton Union Square, Union Square 5 & 6","Association of Environmental & Resource Economists","Pollution, Regulation, and Technical Change (Q5, Q4)","","Shanjun Li","Cornell University","Antonio M. Bento","Cornell University","Mark Jacobsen","University of California-San Diego","W. Walker Hanlon","University of California-Los Angeles","Alan Krupnick","Resources for the Future","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles Kolstad","Mining and Quasi-Option Value","Stanford University","Jan 04 2016","10:15 AM","Hilton Union Square, Union Square 5 & 6","Association of Environmental & Resource Economists","Management of Natural Resources: Theory and Applications (Q2, Q3)","","Harrison Fell","Colorado School of Mines","Harrison Fell","Colorado School of Mines","Michael Hanemann","Arizona State University","Eduardo Souza-Rodrigues","University of Toronto","Christopher Costello","University of California-Santa Barbara","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles Clarke","The Level, Slope and Curve Model for Stocks","University of Connecticut","Jan 03 2016","10:15 AM","Marriott Marquis, Yerba Buena Salons 1 & 2","American Finance Association","Equity Factors","G1","Stefan Nagel","University of Michigan","Dong Lou","London School of Economics","Serhiy Kozak","University of Michigan","Bryan Kelly","University of Chicago","","","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles Baum","Maternal Household Services and Children","Middle Tennessee State University","Jan 04 2016","10:15 AM","Marriott Marquis, Pacific J","National Association of Forensic Economics","Methods in Forensic Economics (K1, D1)","","Lane Hudgins","Lane Hudgins Analysis","Craig Allen","Commonwealth Research Group, Inc","Robert Thornton","Lehigh University","Kevin E. Cahill","Boston College","","","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles Varner","Millionaire Migration and the Taxation of the Elite: Evidence from Administrative Data","Stanford University","Jan 04 2016","10:15 AM","Hilton Union Square, Union Square 13","American Economic Association","Inequality, Mobility, and Taxation (H2, J3)","","David Seim","University of Toronto","Itzik Fadlon","Harvard University","Mathew J. Notowidigdo","Northwestern University","Kory Kroft","University of Toronto","","","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles Calomiris","Liquidity Risk, Bank Networks, and the Value of Joining the Fed","Columbia University","Jan 03 2016","2:30 PM","Hilton Union Square, Union Square 3 & 4","Econometric Society","Financial Crises in Historical Perspective","A1","Thomas Gehrig","University of Wien","Charles Calomiris","Columbia University","Valentin Haddad","Princeton","Gary Gorton","Yale University","Thomas Gehrig","University of Wien","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles F. Mason","An Evaluation of the Toxicity of Hydraulic Fracturing Injectants","University of Wyoming","Jan 04 2016","12:30 PM","Parc 55, Divisadero","International Association for Energy Economics","Economic Implications of New Energy Technologies","Q4","Anastasia Shcherbakova","University of Texas-Dallas","Matthew Oliver","Georgia Institute of Technology","Sevil Acar","Istanbul Kemerburgaz University","Martin Stuermer","Federal Reserve Bank of Dallas","Nadejda Victor","Booz Allen Hamilton and National Energy Technology Laboratory","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles Calomiris","How Does Credit Supply Respond to Monetary Policy and Bank Minimum Capital Requirements?","Columbia University","Jan 05 2016","8:00 AM","Hilton Union Square, Golden Gate 6 & 7","American Economic Association","Macroprudential Policy (E5, G2)","","Hyun Song Shin","Bank for International Settlements","Steven Ongena","University of Zurich","James Vickery","Federal Reserve Bank of New York","Ricardo Correa","Federal Reserve Board","Markus K. Brunnermeier","Princeton University","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles Calomiris","How Collateral Laws Shape Lending and Sectoral Activity","Columbia University","Jan 03 2016","8:00 AM","Marriott Marquis, Yerba Buena Salons 5 & 6","American Finance Association","Law and the Business and Social Environment","G1","Jarrad Harford","University of Washington","David Robinson","Duke University","Scott Frame","Federal Reserve Bank of Atlanta","Greg Nini","Drexel University","Jonathan Karpoff","University of Washington","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles Jones","Potential Pilot Problems: Treatment Spillovers in Financial Regulatory Experiments","Columbia University","Jan 03 2016","2:30 PM","Marriott Marquis, Yerba Buena Salons 12 & 13","American Finance Association","Information Processing, Transmission and Trading","G1","Vyacheslav Fos","Boston College","Heather Tookes","Yale University","Chester Spatt","Carnegie Mellon University","Peter Koudijs","Stanford University","Lily Fang","Massachusetts Institute of Technology","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charles","Charles J. Whalen","Wallace Peterson: Post-Keynesian Institutionalist","Congressional Budget Office","Jan 05 2016","8:00 AM","Marriott Marquis, Pacific H","Association for Evolutionary Economics","Historical Analysis of Institutions (B5, B2)","","Tae-Hee Jo","State University New York-Buffalo State","Tae-Hee Jo","State University New York-Buffalo State","Robert Dimand","Brock University","","","","","","","CHARLES",1190,1,0.9991603,0.0008396,1191,1,0,1,0
"Charlie","Charlie Eaton","Fresh Cracks in the Divided Welfare State: The Rise of Finance and the Emergence of New Higher Education Policy Coalitions in the U.S","University of California-Berkeley","Jan 03 2016","2:30 PM","Parc 55, Davidson","Labor & Employment Relations Association","Public Higher Education under Stress: Toward New Social Coalitions Amidst Changing Employment Relations?","J5","Gregory Saltzman","Albion College","Robert Shireman","Century Foundation","Kathryn Lybarger","California Labor Federation","","","","","","","CHARLIE",494,21,0.9592233,0.0407767,515,1,0,1,0
"Chen","Chen Zhu","Can Voluntary Nutrition Labeling Lead to a Healthier Food Market?","China Agricultural University","Jan 04 2016","2:30 PM","Marriott Marquis, Sierra C","Agricultural & Applied Economics Association","Frontiers in the Economics of Food Labeling","Q1","Xiaoyong Zheng","North Carolina State University","","","","","","","","","","","CHEN",37,26,0.5873016,0.4126984,63,0,0,0,0
"Chen","Chen Zhen","Measuring the Informational Value of Interpretive Shelf Nutrition Labels to Shoppers","University of Georgia","Jan 04 2016","2:30 PM","Marriott Marquis, Sierra C","Agricultural & Applied Economics Association","Frontiers in the Economics of Food Labeling","Q1","Xiaoyong Zheng","North Carolina State University","","","","","","","","","","","CHEN",37,26,0.5873016,0.4126984,63,0,0,0,0
"Chengwei","Chengwei Wang","Investing in Low-Trust Countries: Trust in the Global Mutual Fund Industry","INSEAD","Jan 04 2016","10:15 AM","Marriott Marquis, Yerba Buena Salons 12 & 13","American Finance Association","Fund Managers","G1","Peter Kondor","London School of Economics","Dong Lou","London School of Economics","Clemens Sialm","University of Texas-Austin and NBER","Michael Ewens","California Institute of Technology","Philip Strahan","Boston College","","","CHENGWEI",2,0,1,0,2,1,0,1,0
"Cheryl","Cheryl A. Grim","Dispersion in Dispersion: Measuring Establishment-Level Differences in Productivity","U.S. Census Bureau","Jan 03 2016","8:00 AM","Hilton Union Square, Golden Gate 1 & 2","American Economic Association","Productivity Dispersion and Wage Inequality (D2, J3)","","John Haltiwanger","University of Maryland","Chad Syverson","University of Chicago","Gary Solon","University of Arizona","Jason Faberman","Federal Reserve Bank of Chicago","Steven J. Davis","University of Chicago","","","CHERYL",1,552,0.0018083,0.9981917,553,0,1,0,1
"Cheryl","Cheryl A. Grim","Firm-Level Dispersion in Productivity: Is the Devil in the Details?","U.S. Census Bureau","Jan 05 2016","1:00 PM","Hilton Union Square, Continental Parlors 7 & 8","American Economic Association","Productivity, Regulation and Allocation: Macro, Industry- and Firm-Level Evidence (D2, O4)","","Catherine L. Mann","OECD","Jan K. De Loecker","Princeton University","Jonathan Haskel","Imperial College London","Catherine L Mann","OECD","Daniel Sichel","Wellesley College","","","CHERYL",1,552,0.0018083,0.9981917,553,0,1,0,1
"Chiara","Chiara Scotti","Unconventional Monetary Policy and International Risk Premia","Federal Reserve Board","Jan 04 2016","8:00 AM","Hilton Union Square, Continental – Parlor 2","American Economic Association","Unconventional Monetary Policies, Asset Prices and Transmission Mechanisms (E5, G1)","","Athanasios Orphanides","Massachusetts Institute of Technology","Frank Smets","European Central Bank","Arvind Krishnamurthy","Stanford University","Eric T. Swanson","University of California-Irvine","Jens Christensen","Federal Reserve Bank of San Francisco","","","CHIARA",0,28,0,1,28,0,1,0,1
"Chloe","Chloe Le Coq","Economic Distress and Consumers' Credit Choice","Stockholm School of Economics","Jan 03 2016","2:30 PM","Hilton Union Square, Imperial B","American Economic Association","Behavioral Finance and Consumer Choice (D1, G2)","","David Laibson","Harvard University","Devin Pope","University of Chicago","Brigitte Madrian","Harvard University","Justin Sydnor","University of Wisconsin","Stephan Meier","Columbia University","","","CHLOE",0,124,0,1,124,0,1,0,1
"Chong","Chong Kee Yip","To Stay or to Migrate? The One-Child Policy, Work-Based Migration and Land Entitlement in China","Chinese University of Hong Kong","Jan 03 2016","10:15 AM","Parc 55, Divisadero","Chinese Economic Association in North America/American Economic Association","Innovation, Growth and Development (O3, O1)","","Ping Wang","Washington University-St. Louis","Been-Lon Chen","Academia Sinica","Zheng Song","Chinese University of Hong Kong","Minchung Hsu","National Graduate Institute for Policy Studies, Japan","Douglas Almond","Columbia University","","","CHONG",5,0,1,0,5,1,0,1,0
"Chong","Chong Huang","Credit Rating Inflation and Firms' Investment Behavior","University of California-Irvine","Jan 03 2016","10:15 AM","Hilton Union Square, Imperial B","American Economic Association","Information Design and Bayesian Persuasion (D7, D8)","","Drew Fudenberg","Harvard University","Drew Fudenberg","Harvard University","Laura Veldkamp","New York University","Marina Halac","Columbia University","Michael Woodford","Columbia University","","","CHONG",5,0,1,0,5,1,0,1,0
"Chong","Chong Kee Yip","Education and Rural-Urban Migration: The Role of Zhaosheng in China","Chinese University of Hong Kong","Jan 03 2016","2:30 PM","Parc 55, Mission I","American Real Estate & Urban Economic Association","Chinese Housing Markets (R2, O1)","","Tsur Somerville","University of British Columbia","Kaiji Chen","Emory University","Thomas Davidoff","University of British Columbia","Raven Molloy","Federal Reserve Board","Hua Sum","Iowa State University","","","CHONG",5,0,1,0,5,1,0,1,0
"Chris","Chris Ody","How Does Competition Impact the Quality of Health Care? A Case Study of the U.S. Dialysis Industry","Northwestern University","Jan 04 2016","2:30 PM","Hilton Union Square, Golden Gate 3 & 4","American Economic Association","Competition, Hospitals' Negotiated Prices, and Health Care Spending (I1, L1)","","Zack Cooper","Yale University","","","","","","","","","","","CHRIS",3688,122,0.967979,0.032021,3810,1,0,1,0
"Chris","Chris Benner","Workforce Intermediaries, Regional Economic Resilience, and Just Growth","University of California-Davis","Jan 03 2016","12:30 PM","Parc 55, Balboa","Labor & Employment Relations Association","Cities, Equity, and Labor Market Policies","J3","Rick McGahey","New School","William M. Rodgers III","Rutgers University","Sylvia Allegretto","University of California-Berkeley","","","","","","","CHRIS",3688,122,0.967979,0.032021,3810,1,0,1,0
"Chris","Chris Papageorgiu","Export Quality in Advanced and Developing Economies: Evidence from a New Data Set","International Monetary Fund","Jan 04 2016","12:30 PM","Hilton Union Square, Yosemite A","Society of Policy Modeling","Growth Prospects for Developing Countries (F4, F4)","","Fred Campano","Fordham University","Dominick Salvatore","Fordham University","","","","","","","","","CHRIS",3688,122,0.967979,0.032021,3810,1,0,1,0
"Chris","Chris Wignall","Fathers, Children, and the Intergenerational Transmission of Employers","U.S. Census Bureau","Jan 04 2016","2:30 PM","Marriott Marquis, Sierra I","Society of Government Economists","Using Linked Census and Administrative Data to Analyze Intergenerational and Geographic Mobility (J6, D1)","","Joseph Ferrie","Northwestern University","Gary Solon","University of Arizona","Miles Corak","University of Ottawa","Sarena Goodman","Federal Reserve Board","Matthew Freedman","Drexel University","","","CHRIS",3688,122,0.967979,0.032021,3810,1,0,1,0
"Christian","Christian Cordes","Governance Structures, Cultural Distance, and Socialization Dynamics: Further Challenges for the Modern Corporation","University of Bremen","Jan 04 2016","10:15 AM","Marriott Marquis, Pacific B","Association for Social Economics/Association for Evolutionary Economics","Financialisation and Institutional Changes (B5, G3)","","Tonia L. Warnecke","Rollins College","","","","","","","","","","","CHRISTIAN",905,12,0.9869139,0.0130862,917,1,0,1,0
"Christian","Christian Dreger","The Impact of Economic Sanctions and Oil Prices on the Ruble and Hryvnia","DIW Berlin","Jan 05 2016","8:00 AM","Parc 55, Divisadero","Association for Comparative Economic Studies","Money, Income and Exchange Rates in Transition Economies (E5, F3)","","Byung-Yeon Kim","Seoul National University","Thomas Hyclak","Lehigh University","Martin Stuermer","Federal Reserve Bank of Dallas","Michael Plante","Federal Reserve Bank of Dallas","Wojciech Charemza","University of Leicester","","","CHRISTIAN",905,12,0.9869139,0.0130862,917,1,0,1,0
"Christian","Christian Wagner","Exchange Rates and Sovereign Risk","Copenhagen Business School","Jan 04 2016","10:15 AM","Hilton Union Square, Union Square 22","American Economic Association","Global Imbalances and Exchange Rates","F3","Xavier Gabaix","New York University","Hanno Lustig","Stanford University","Matteo Maggiori","Harvard University","Paolo Cavallino","International Monetary Fund","","","","","CHRISTIAN",905,12,0.9869139,0.0130862,917,1,0,1,0
"Christian","Christian Henn","Export Quality in Advanced and Developing Economies: Evidence from a New Data Set","International Monetary Fund","Jan 04 2016","12:30 PM","Hilton Union Square, Yosemite A","Society of Policy Modeling","Growth Prospects for Developing Countries (F4, F4)","","Fred Campano","Fordham University","Dominick Salvatore","Fordham University","","","","","","","","","CHRISTIAN",905,12,0.9869139,0.0130862,917,1,0,1,0
"Christian","Christian Traeger","Smart Cap","University of California-Berkeley","Jan 03 2016","2:30 PM","Hilton Union Square, Sutter A & B","Association of Environmental & Resource Economists/American Economic Association","Economics of Climate Change","Q5","Vic Adamowicz","University of Alberta","Gernot Wagner","Environmental Defense Fund","Lawrence Goulder","Stanford University","Severin Borenstein","University of California-Berkeley","Benjamin Groom","London School of Economics","","","CHRISTIAN",905,12,0.9869139,0.0130862,917,1,0,1,0
