"author","gender"
"Kati Kraehnert","Female"
"Katie Schultz","Female"
"Katie Farrin","Female"
"Kay Giesecke","?"
"Keith Teltser","Male"
"Kelley Pace","?"
"Kelly Maguire","?"
"Ken Rebeck","Male"
"Ken Frank","Male"
"Kenneth Ahern","Male"
"Kenneth Couch","Male"
"Kenneth Payson","Male"
"Kenneth B. Medlock III","Male"
"Kenton Hoyem","Male"
"Keren Horn","Female"
"Kerry Tan","?"
"Kevin Keith Sheppard","Male"
"Kevin Gomes","Male"
"Kevin Hassett","Male"
"Kevin Cahill","Male"
"Kevin Neuman","Male"
"Kevin Pflum","Male"
"Kevin Moran","Male"
"Kevin J. Mumford","Male"
"Kevin X.D. Huang","Male"
"Kevin W. Capehart","Male"
"Kim Tae Seon","?"
"Kim Holder","?"
"Kimberly Krawiec","Female"
"Kjell G. Salvanes","Male"
"Klaas Van 'T Veld","Male"
"Klara Sabirianova Peter","Female"
"Koen Inghelbrecht","Male"
"Kofi Kwarteng","Male"
"Konstantin Egorov","Male"
"Konstantin Magin","Male"
"Konstantinos Serfes","Male"
"Kris Jacobs","?"
"Kristen Monaco","Female"
"Kristina Bott","Female"
"Kristoffer Jackson","Male"
"Kunal Sen","Male"
"Kurt Krueger","Male"
"Kurt Schaefer","Male"
"Kurt Dopfer","Male"
"Kwabena Gyimah-Brempong","Male"
"Kyle Emerick","Male"
"Kyle Carlson","Male"
"Kyle Meng","Male"
"Kyle Hood","Male"
"Kyung Shim","?"
"Lamont Black","Male"
"Lance J. Lochner","Male"
"Larissa Tiedens","Female"
"Larry Spizman","Male"
"Larry Qiu","Male"
"Laura Zimmermann","Female"
"Laura N. Beny","Female"
"Lauren Schmitz","Female"
"Lauren Lambie-Hanson","Female"
"Lauren Heller","Female"
"Lauren Thompson","Female"
"Laurence Wilse-Samson","?"
"Laurent Simula","Male"
"Laurie Nsiah Jefferson","Female"
"Laurie Goodman","Female"
"Lawrence H. Summers","Male"
"Leah Hoogstra","Female"
"Lei Lu","?"
"Leigh Ann Leung","?"
"Leila Davis","Female"
"Lena Suchanek","Female"
"Lena Jaroszek","Female"
"Leslie McGranahan","?"
"Leslie A. Muller","?"
"Leslie Marx","?"
"Liam Wren-Lewis","Male"
"Liang Lu","?"
"Liang Peng","?"
"Liang Xiong","?"
"Lieven Baele","Male"
"Lilia Zhurakhovska","Female"
"Lincoln Quillian","Male"
"Lindon Robison","Male"
"Lionel Page","Male"
"Lisa Dodson","Female"
"Lisa Leslie","Female"
"Lisa Schur","Female"
"Lisa D. Cook","Female"
"Liyan Yang","Female"
"Loren Rodgers","?"
"Louis Jaeck","Male"
"Lu Zheng","?"
"Luba Petersen","Female"
"Lucas Goodman","Male"
"Lucas Maestri","Male"
"Lucy Stokes","Female"
"Lucy Chernykh","Female"
"Ludovic Phalippou","Male"
"Lukas Vogel","Male"
"Luke DeVault","Male"
"Luz M. Salas","Female"
"Lynn Fisher","Female"
"Lynne Chester","Female"
"Lyudmyla Kompaniyets","Female"
"Maarten Bosker","Male"
"Maciej H. Kotowski","Male"
"Magaly Sanchez-R","Female"
"Magdalena Pisa","Female"
"Magdalena A. Stroka","Female"
"Magdalena Ignatowski","Female"
"Maggie Chen","Female"
"Magnus Carlsson","?"
"Mahdi Nezafat","Male"
"Mahir Binici","Male"
"Mahmoud Abdel Baky","Male"
"Mahmoud Al Iriani","Male"
"Manish Gupta","Male"
"Manuel Foerster","Male"
"Manuel Arellano","Male"
"Marc Weinstein","Male"
"Marc Fleurbaey","Male"
"Marc Conte","Male"
"Marcel Rindisbacher","Male"
"Marco di Domizio","Male"
"Marco Gonzalez Navarro","Male"
"Marco Casari","Male"
"Marco Ratto","Male"
"Marco Cavalieri","Male"
"Marcus Dillender","Male"
"Marcus M. Opp","Male"
"Margaret McConnell","Female"
"Margaret McMillian","Female"
"Margaret Lubke","Female"
"Margaret Walls","Female"
"Maria N. Ivanova","Female"
"Maria Apostolova-Mihaylova","Female"
"Maria Bigoni","Female"
"Maria Waldinger","Female"
"Mariana Rojas-Breu","Female"
"Marianne Hill","Female"
"Marianne Saam","Female"
"Mariano Massimiliano Croce","Male"
"Mariko Sakakibara","Female"
"Mariko Chang","Female"
"Mario J. Miranda","Male"
"Mario Centeno","Male"
"Mario J. Crucini","Male"
"Mario Larch","Male"
"Mario Seccareccia","Male"
"Mark Bernard","Male"
"Mark Grinblatt","Male"
"Mark Pauly","Male"
"Mark Shackleton","Male"
"Mark Sunderman","Male"
"Mark Agerton","Male"
"Mark D. White","Male"
"Mark Humphery-Jenner","Male"
"Mark Klinedinst","Male"
"Mark Gallagher","Male"
"Markus Broman","Male"
"Markus Reiss","Male"
"Marlene Kim","Female"
"Marlon Seror","Male"
"Marshall Steinbaum","Male"
"Marta Troya Martinez","Female"
"Marta Guerriero","Female"
"Marta Serra-Garcia","Female"
"Marta Felis","Female"
"Marta Maras","Female"
"Marte Stroem","Male"
"Martha Starr","Female"
"Martha Caulkins","Female"
"Martijn van den Assem","Male"
"Martin Guzman","Male"
"Martin Nybom","Male"
"Martin Hoesli","Male"
"Martin Cherkes","Male"
"Martin Dresner","Male"
"Martin Dribe","Male"
"Martin Goetz","Male"
"Martin Weidner","Male"
"Mary Borrowman","Female"
"Mary Beth Landrum","Female"
"Mary V. Wrenn","Female"
"Mary Evans","Female"
"Mary Rowe","Female"
"Mary Suiter","Female"
"Mary Lopez","Female"
"Mary Gatta","Female"
"Mary O’Mahony","Female"
"Mason Ameri","?"
"Massimiliano Barbi","Male"
"Mathias Huebener","Male"
"Mathieu Fournier","Male"
"Matt Massey","Male"
"Matt Dickson","Male"
"Matt Backus","Male"
"Matthew Grennan","Male"
"Matthew Billett","Male"
"Matthew Rabin","Male"
"Matthew Hendrey","Male"
"Matthew Leisten","Male"
"Matthew Bidwell","Male"
"Matthew M. Wynter","Male"
"Matthew Gentry","Male"
"Matthew Cain","Male"
"Matthias Kredler","Male"
"Matthias Morys","Male"
"Matti Sarvimäki","?"
"Mattia Landoni","?"
"Maurizio Iacopetta","Male"
"Max Bazerman","Male"
"Maximilian D. Schmeiser","Male"
"Mayo Sakai","?"
"Mazhar Waseem","Male"
"Meera Adya","Female"
"Mehdi Karoui","Male"
"Mehdi Benatiya Andaloussi","Male"
"Mehmet Fatih Ulu","Male"
"Mehmet Cihan","Male"
"Mehmet Saglam","Male"
"Mehmet Ekmekci","Male"
"Melanie Doupe Gaiser","Female"
"Melissa R. Trussell","Female"
"Melissa McInerney","Female"
"Melissa Siegel","Female"
"Merle Hazard","Female"
"Merve Meral","Female"
"Micah Officer","?"
"Michael Thomsen","Male"
"Michael Joffe","Male"
"Michael Carr","Male"
"Michael Kosfeld","Male"
"Michael Fleming","Male"
"Michael Grill","Male"
"Michael Song","Male"
"Michael Zweig","Male"
"Michael Bauer","Male"
"Michael L. Stern","Male"
"Michael Shafer","Male"
"Michael M. Hutchison","Male"
"Michael Mandler","Male"
"Michael Eriksen","Male"
"Michael Kvasnicka","Male"
"Michael Hankin","Male"
"Michael Ashton","Male"
"Michael Richard McKellar","Male"
"Michael G. Plummer","Male"
"Michael Mattock","Male"
"Michael Powell","Male"
"Michaela Patton","Female"
"Michal Kolesár","?"
"Michel van der Wel","?"
"Michele Pezzoni","Female"
"Michelle Holder","Female"
"Michelle Garfinkel","Female"
"Mika Maliranta","?"
"Mikaela Backman","Female"
"Mikhail Simutin","Male"
"Mikko Mäkinen","?"
"Min Wu","?"
"Mina Baliamoune-Lutz","?"
"Ming Li","?"
"Misa Tanaka","Female"
"Mitch Green","Male"
"Mitch Warachka","Male"
"Modupe Wintoki","Female"
"Mohamed Trabelsi","Male"
"Mohammed El Amin Metaiche","Male"
"Mohammed Benbouziane","Male"
"Molly Dahl","Female"
"Monika Mrázová","Female"
"Morgan McClellon","?"
"Morris Altman","Male"
"Moussa Blimpo","Male"
"Moussa Diop","Male"
"Muhammad Umar Boodoo","Male"
"Murray Carlson","Male"
"Mustafa Karakaplan","Male"
"Myat Mon","?"
"Myles J. Watts","Male"
"Myung Hwan Seo","?"
"Nadege D. Yameogo","Female"
"Nadejda Victor","Female"
"Nadia Greenhalgh-Stanley","Female"
"Nadia S. Karamcheva","Female"
"Namrata Chindarkar","Female"
"Nan Guo","?"
"Nan Zhu","?"
"Nancy Folbre","Female"
"Nandita Dasgupta","Female"
"Nara Mijid","Female"
"Natalia Bodrug","Female"
"Nathalie Lahire","Female"
"Nathan Tefft","Male"
"Nathan Wilson","Male"
"Nathan Kallus","Male"
"Nathan Dong","Male"
"Nathan Fong","Male"
"Naveen Khanna","Male"
"Nayana Bose","Female"
"Nelson Gouveia","Male"
"Nese Yildiz","Female"
"Ngina S. Chiteji","Female"
"Nicholas Papageorge","Male"
"Nicholas Z. Muller","Male"
"Nicholas Sambanis","Male"
"Nick Arnosti","Male"
"Niclas Berggren","Male"
"Nico Bottan","?"
"Nico Ravanilla","?"
"Nicole M. Boyson","Female"
"Nikolas Mittag","Male"
"Nils Otter","Male"
"Nina Karnaukh","Female"
"Nina Drange","Female"
"Nishith Prakash","Male"
"Nitin Kumar","Male"
"Noah Dormady","Male"
"Noha Emara","Female"
"Nora Ostrofe","Female"
"Norbert Metiu","Male"
"Norm Medeiros","Male"
"Norman Schuerhoff","Male"
"Norman Bishara","Male"
"Nzinga Broussard","Female"
"Oleg Gredil","Male"
"Olga Ukhaneva","Female"
"Olga Lebedeva","Female"
"Olga Belskaya","Female"
"Olga Zlatkin-Troitschanskaia","Female"
"Olga Shemyakina","Female"
"Olga Kolokolova","Female"
"Oliver Holtemoeller","Male"
"Oliver Boguth","Male"
"Oliver Dessaint","Male"
"Olivier Tercieux","Male"
"Olubunmi Faleye","?"
"Omar Al-Ubaydli","Male"
"Omari Swinton","Male"
"Omesh Kini","Male"
"Onur Altinag","Male"
"Oskar Harmon","Male"
"Ousman Gajigo","Male"
"Owen Thompson","Male"
"Pablo D'Erasmo","Male"
"Padmaja Ayyagari","Female"
"Paolo Sckokai","Male"
"Patrice Laroche","?"
"Patrick John Bayer","Male"
"Patrick Behr","Male"
"Patrick Anderson","Male"
"Patrick J. Walsh","Male"
"Patrick Gerhard","Male"
"Patrick Westhoff","Male"
"Paul Adjei Kwakwa","Male"
"Paul D. Deng","Male"
"Paul De Grauwe","Male"
"Paul Smeets","Male"
"Paul Glewwe","Male"
"Paul Soderlind","Male"
"Paul Wolfson","Male"
"Paul W. Grimes","Male"
"Paul Ehling","Male"
"Paul Healy","Male"
"Paul Calem","Male"
"Paul Hogan","Male"
"Paula M. Cole","Female"
"Pauline Leung","Female"
"Paulo Somaini","Male"
"Paulo Fulghieri","Male"
"Pavel Kapinos","Male"
"Pawan Jain","?"
"Pedro Sant'Anna","Male"
"Pedro C. Vicente","Male"
"Pedro Bento","Male"
"Per Aslak Mykland","Male"
"Percival Matthews","Male"
"Peter Zimmerman","Male"
"Peter Dorman","Male"
"Peter de Goeij","Male"
"Peter Hartley","Male"
"Peter Zweifel","Male"
"Peter Hans Matthews","Male"
"Peter Loeb","Male"
"Peter Katuscak","Male"
"Peter Arcidiacono","Male"
"Peter Debbaut","Male"
"Peter Nijkamp","Male"
"Peter Coyte","Male"
"Peter Brummund","Male"
"Peter Hull","Male"
"Peter Heemeijer","Male"
"Peter Pronovost","Male"
"Peter A. Petri","Male"
"Petra Geraats","Female"
"Phil Mellizo","Male"
"Philip G. Pardey","Male"
"Philip Leat","Male"
"Philip Howard","Male"
"Philip Arestis","Male"
"Philipp Strack","Male"
"Philippe Ruh","Male"
"Philippe Jehiel","Male"
"Phillip H. Ross","Male"
"Pia Raffler","Female"
"Pierre Boyer","Male"
"Pietro Ortoleva","Male"
"Pietro Peretto","Male"
"Ping McLemore","?"
"Ping Wang","?"
"Pramila Krishnan","Female"
"Praveen Kumar","Male"
"Priscila Hermida","Female"
"Qi Sun","?"
"Qian Guo","?"
"Qing Liu","?"
"Quentin Wodon","Male"
"Rachel A. Pownall","Female"
"Rafal M. Wojakowski","Male"
"Rahul Guha","Male"
"Raj Arunachalam","Male"
"Raja Kali","Male"
"Rajani Kanth","Female"
"Rajdeep Sengupta","Male"
"Rajeev Sooreea","Male"
"Raju Huidrom","Male"
"Ralf R. Meisenzahl","Male"
"Ralph Rogalla","Male"
"Raluca A. Roman","Female"
"Ram Yamarthy","Male"
"Ran Lu-Andrews","?"
"Randall Akee","Male"
"Randy Casstevens","?"
"Randy Albelda","?"
"Ravi Batra","Male"
"Raymond Brastow","Male"
"Rebecca Dizon-Ross","Female"
"Regis Breton","Male"
"Ren Woltering","?"
"Renato Gomes","Male"
"Rey Koslowski","Male"
"Reynold F. Nesiba","Male"
"Rhonda Sharp","Female"
"Rhys Bidder","Male"
"Ricardo Alonso","Male"
"Ricardo Correa","Male"
"Ricardo Pérez-Truglia","Male"
"Riccardo Maria Masolo","Male"
"Riccardo Di Cecio","Male"
"Richard V. Burkhauser","Male"
"Richard Winder","Male"
"Richard Fowles","Male"
"Richard Sias","Male"
"Richard John Murphy","Male"
"Richard Sweeney","Male"
"Richard Anderson","Male"
"Richard J. Zeckhauser","Male"
"Richard Volpe","Male"
"Richard Baker","Male"
"Richard Ball","Male"
"Richard Wagner","Male"
"Richard Martin","Male"
"Richard Thaler","Male"
"Richard B. Freeman","Male"
"Richmond Matthews","Male"
"Robert Dittmar","Male"
"Robert Dimand","Male"
"Robert N. Stavins","Male"
"Robert Garnett","Male"
"Robert M. Hunt","Male"
"Robert Akerlof","Male"
"Robert Williams","Male"
"Robert Van Order","Male"
"Robert J. R. Elliott","Male"
"Robert Lucas, Jr","Male"
"Robert Connolly","Male"
"Robert Baumann","Male"
"Robert Edelstein","Male"
"Robert Kaplan","Male"
"Robert Shupp","Male"
"Robert E. Moore","Male"
"Robert Nielsen","Male"
"Robert Pollak","Male"
"Robert Axtell","Male"
"Robert Mundell","Male"
"Robert Reed","Male"
"Robert Litterman","Male"
"Robert F. Engle","Male"
"Robert Pollin","Male"
"Robert H. Scott III","Male"
"Robert Parham","Male"
"Robert McKee","Male"
"Robert Valletta","Male"
"Robert Kollmann","Male"
"Robert Rosanna","Male"
"Robert McMaster","Male"
"Robert Allen Miller","Male"
"Roberto Querica","Male"
"Roberto A. De Santis","Male"
"Roberto M. Samaniego","Male"
"Roberto Mura","Male"
"Rodolfo Nayga","Male"
"Roger Loh","Male"
"Roger Fouquet","Male"
"Roger Edelen","Male"
"Rohan Gandhuri","Male"
"Rohit Parasar","Male"
"Rohit Lamba","Male"
"Roland Meeks","Male"
"Roland Cheo","Male"
"Roland Happ","Male"
"Roland Pongou","Male"
"Romain Boulland","?"
"Romain Gauriot","?"
"Roman Kozhan","Male"
"Roman David Zarate","Male"
"Roman Matousek","Male"
"Romina Boarini","Female"
"Ron Kaniel","Male"
"Ronald Mahieu","Male"
"Ronald MacDonald","Male"
"Ronald McKinnon","Male"
"Rong Zhou","?"
"Roni Kisin","?"
"Roni Golan","?"
"Ronny Razin","?"
"Rose Lai","Female"
"Rosemarie Nagel","Female"
"Rosemary Batt","Female"
"Roslyn Fuller","Female"
"Rui Li","?"
"Rui Pedro Esteves","?"
"Rupa Dattagupta","Female"
"Russ Wermers","Male"
"Ryan Taliaferro","Male"
"Ryan Williams","Male"
"Ryan Pfirrmann-Powell","Male"
"Ryan A. Compton","Male"
"Sabrina Chi","Female"
"Salvatore Modica","Male"
"Salvatore Nunnari","Male"
"Sam Langfield","?"
"Sam Grondahl","?"
"Samad Sarferaz","Male"
"Sami Bibi","?"
"Samuel H. Zuvekas","Male"
"Samuel Amponsah","Male"
"Sandra Orozco-Aleman","Female"
"Sandra J. Peart","Female"
"Sandro Ambuehl","Male"
"Sang Yoon (Tim) Lee","?"
"Sanjay Srivastava","Male"
"Sanjiv Jaggia","Male"
"Sara Ellison","Female"
"Sara Chaganti","Female"
"Sara Elezaby","Female"
"Sara Formai","Female"
"Sarah Riley","Female"
"Sarah Adelman","Female"
"Sarah Bohn","Female"
"Sascha Muennich","?"
"Satish Joshi","Male"
"Saurabh Bhargava","Male"
"Scott N. Swisher","Male"
"Scott M. Gilpatric","Male"
"Scott Holladay","Male"
"Scott Page","Male"
"Scott Rozelle","Male"
"Scott Kominers","Male"
"Scott Gilbert","Male"
"Scott Bentley","Male"
"Scott Wentland","Male"
"Scott Ross Baker","Male"
"Sean Horan","Male"
"Sean Crockett","Male"
"Sebastian Otten","Male"
"Sebastian Pfeil","Male"
"Sebastian Brueckner","Male"
"Sebastian Braun","Male"
"Sebastien Turban","Male"
"Sebastien Roux","Male"
"Serena Wu","Female"
"Sergey V. Mityakov","Male"
"Sergey Borisov","Male"
"Sergey Zhuk","Male"
"Sergio Currarini","Male"
"Sergio Canavati","Male"
"Serguei Chervachidze","Male"
"Seth Zimmerman","Male"
"Seth Gershenson","Male"
"Shahriar Azizpour","Male"
"Shaikh Galab","Male"
"Shane Sherlund","Male"
"Shannon Seitz","?"
"Sharad Goel","Male"
"Sharon Traiberman","Female"
"Shaun Bond","Male"
"Shaun McRae","Male"
"Shaun Jin","Male"
"Shawn Arita","?"
"Shereef Ellaboudy","Male"
"Sheri Tice","Female"
"Sherman A. Cooper","?"
"Sherry Davis Kasper","Female"
"Shi Li","?"
"Shilpa Aggarwal","Female"
"Shoshana Grossbard","Female"
"Shoshana Vasserman","Female"
"Shu Wee","?"
"Shuang Zhu","Female"
"Silvio Contessi","Male"
"Simone Sepe","?"
"Siobhan Austen","Female"
"Smriti Rao","Female"
"So Young Sohn","?"
"Soham Sahoo","Male"
"Solomon Aboagye","Male"
"Solomon Hsiang","Male"
"Sonja Fransen","Female"
"Sophie Bade","Female"
"Sorin Sorescu","Male"
"Sridhar Gogineni","Male"
"Stace Sirmans","?"
"Stathis Tompaidis","Male"
"Stefanie Schraeder","Female"
"Stefano Lucarelli","Male"
"Stefanos Delikouras","Male"
"Steffen Sebastian","Male"
"Stephanie Moulton","Female"
"Stephanie Schmitt-Grohé","Female"
"Stephen Billings","Male"
"Stephen Bannister","Male"
"Stephen Holland","Male"
"Stephen McKeon","Male"
"Stephen L. Ross","Male"
"Stephen Michael Nei","Male"
"Stephen Teng Sun","Male"
"Stephen Burks","Male"
"Stephen Horner","Male"
"Stephen Wu","Male"
"Steve Blader","Male"
"Steve Newbold","Male"
"Steve Onyeiwu","Male"
"Steven Davidoff","Male"
"Steven C. Hill","Male"
"Steven P. Lalley","Male"
"Steven Payson","Male"
"Steven Kou","Male"
"Steven Ho","Male"
"Steven Bosworth","Male"
"Steven Riddiough","Male"
"Steven Chong Xiao","Male"
"Steven Matusz","Male"
"Steven F. Lehrer","Male"
"Steven Poelhekke","Male"
"Steven M. Laufer","Male"
"Steven Pressman","Male"
"Steven Glazerman","Male"
"Sudeep Regmi","Male"
"Sue Howson","Female"
"Sui Yang","?"
"Suman Banerjee","?"
"Suman Sambha Basu","?"
"Sun Go","?"
"Sun Ki Choi","?"
"Sungjin Cho","Male"
"Susan Johnson","Female"
"Susan N. Houseman","Female"
"Susan F. Lu","Female"
"Susan Wachter","Female"
"Susan Christoffersen","Female"
"Susan Steiner","Female"
"Susan James","Female"
"Susanne Neckermann","Female"
"Sven Beckert","Male"
"Svetlana Kirdina","Female"
"Syed Ali Asjad Naqvi","Male"
"Tai Young-Taft","?"
"Tamara Stenn","Female"
"Tami Gurley-Calvez","Female"
"Tan Li","?"
"Tanguy Bernard","Male"
"Tania Singer","Female"
"Tanya S. Rosenblat","Female"
"Tao Shu","?"
"Tao Chen","?"
"Tara Natarajan","Female"
"Tarun Jain","Male"
"Tatiana Komarova","Female"
"Ted O'Donoghue","Male"
"Ted Joyce","Male"
"Ted Rosenbaum","Male"
"Ted Temzelides","Male"
"Teresa Gibson","Female"
"Teresa Romano","Female"
"Teresa Ghilarducci","Female"
"Thais Lærkholm Jensen","Female"
"The Instrumental Variables","Male"
"The Geek Week Players","Male"
"Theresa Owusu-Danso","Female"
"Therese Nilsson","Female"
"Therese Jefferson","Female"
"Thierry Foucault","Male"
"Thierry Magnac","Male"
"Thomas McGuire","Male"
"Thomas Helbling","Male"
"Thomas G. Koch","Male"
"Thomas A. Kochan","Male"
"Thomas Niebel","Male"
"Thomas Blake","Male"
"Thomas Roney","Male"
"Thomas Dohmen","Male"
"Thomas Masterson","Male"
"Thomas Post","Male"
"Thomas A. Lubik","Male"
"Thomas Kruse","Male"
"Thomas Wang","Male"
"Thomas W. Sproul","Male"
"Thomas Meissner","Male"
"Thomas Buchmueller","Male"
"Thomas Lambert","Male"
"Thomas Tao Yang","Male"
"Thomas Thibodeau","Male"
"Thomas E. Getzen","Male"
"Thomas DeLeire","Male"
"Thomas K. Bauer","Male"
"Thu Truong","?"
"Tiago V. Cavalcanti","Male"
"Tien Sing","?"
"Till von Wachter","Male"
"Timo Hogendoorn","Male"
"Timothy M. Diette","Male"
"Timothy McQuade","Male"
"Timothy A. Wunder","Male"
"Timothy Beatty","Male"
"Timothy Layton","Male"
"Timothy Cheston","Male"
"Timur Kuran","Male"
"Tingting Zhang","Female"
"Tingting Ding","Female"
"Tiziana Assenza","Female"
"Toan Phan","Male"
"Tobias Schulze-Cleven","Male"
"Tobias Muhlhofer","Male"
"Tobias Cagala","Male"
"Todd Elder","Male"
"Tom Siedler","Male"
"Tom Stanley","Male"
"Tomasz Kamil Michalski","Male"
"Tomasz Strzalecki","Male"
"Tong Yu","?"
"Tong Yao","?"
"Tonia Warnecke","Female"
"Tony Fang","Male"
"Tracy Turner","Female"
"Travis Ng","Male"
"Trevon D. Logan","?"
"Trevor Young-Hyman","Male"
"Trey Trosper","Male"
"Tri Vi Dang","?"
"Trudi Renwick","Female"
"Tuan Nyugen","Male"
"Tuna Baskoy","Male"
"Turan Bali","Male"
"Ulrich Glogowsky","Male"
"Ulrich Witt","Male"
"Ulrich K. Müller","Male"
"Umair Khalil","Male"
"Usha Nair-Reichert","?"
"Uwe Deichmann","Male"
"Valentin Verdier","Male"
"Valentina Raimondi","Female"
"Valerie K. Kepner","Female"
"Valeriya Dinger","Female"
"Vanessa Alviarez","Female"
"Veronika K. Bertram-Huemmer","Female"
"Vicki Bogan","Female"
"Victoria Vernon","Female"
"Vijay Yerramili","Male"
"Vikesh Amin","Male"
"Vikram Nanda","Male"
"Vikram Rai","Male"
"Vincent W. Yao","Male"
"Vincent Pohl","Male"
"Vincent Bignon","Male"
"Vincent H. Smith","Male"
"Vitaly Bord","Male"
"Vivian Hoffmann","Female"
"Vladimir Mukharlyamov","Male"
"Volodymyr Korsun","Male"
"Vyacheslav Fos","Male"
"Walter Matthias Kirsten","Male"
"Walter McManus","Male"
"Wayne Kenneth Talley","Male"
"Wayne Edwards","Male"
"Wei Li","?"
"Wei Yang","?"
"Wei Shi","?"
"Wei Ha","?"
"Weina Zhou","Female"
"Wen Chen","?"
"Werner Roeger","Male"
"Werner Smolny","Male"
"Wesley C. Marshall","Male"
"Wesley Wilson","Male"
"Whitney Schott","?"
"Whitney Newey","?"
"William Kennedy","Male"
"William Cooper","Male"
"William Baah-Boateng","Male"
"William Lazonick","Male"
"William Wohlforth","Male"
"William Walstad","Male"
"William Goffe","Male"
"William A. Clarke","Male"
"William Boal","Male"
"William Armstrong","Male"
"William Litsch","Male"
"William Alpert","Male"
"William A. Darity, Jr","Male"
"William Branch","Male"
"William E. Becker","Male"
"William Johnson","Male"
"William Redmond","Male"
"Wing Wah Tham","?"
"Woong Yong Park","Male"
"Xavier Vives","Male"
"Xavier D'Haultfoeuille","Male"
"Xiao Jiang","?"
"Xiaoying Deng","Female"
"Xin Wang","?"
"Xing Zhou","?"
"Xuan Tian","?"
"Xue (Jennifer) Hu","?"
"Xueli Tang","?"
"Xun Tang","?"
"Xun Bian","?"
"Yair Antler","Male"
"Yan Li","?"
"Yana Rodgers","Female"
"Yang Zhao","?"
"Yang Tang","?"
"Yang Yaho","?"
"Yao Zeng","?"
"Yao Pan","?"
"Yaron Yehezkel","Male"
"Yasemin Ozerkek","Female"
"Yash Kanoria","Male"
"Yaz Gulnur Muradoglu","?"
"Ye Cai","?"
"Yevgeniy Davydov","Male"
"Yi Wen","?"
"Yi Lu","?"
"Yi Tang","?"
"Yiling Deng","?"
"Yiming Qian","Male"
"Ying Zhou","?"
"Ying Ge","?"
"Yingyi Liu","Female"
"Yoichi Sugita","Male"
"Yong Suk Lee","Male"
"Yong Tan","Male"
"Yong Chen","Male"
"Young han Andy Kim","?"
"Yuan Ma","?"
"Yuan Wang","?"
"Yuan Yang","?"
"Yuanyuan Sun","Female"
"Yuming Fu","Male"
"Yunus Aksoy","Male"
"Yusuf Soner Baskaya","Male"
"Yuval Heller","Male"
"Yuya Sasaki","Male"
"Yvonne Jie Chen","Female"
"Zach Weinersmith","Male"
"Zachary Mozenter","Male"
"Zack Rezendes","Male"
"Zeynep Basak","Female"
"Zeynep Onder","Female"
"Zhao Jin","?"
"Zhen Shi","?"
"Zhong Zhao","?"
"Zoe Sherman","Female"
"Zuzana Brixiova","Female"
"A. Mark Fendrick","Male"
"Aaron Chalfin","Male"
"Aaron Sojourner","Male"
"Abderrezak Benhabib","Male"
"Abe Dunn","Male"
"Abhijit Banerjee","Male"
"Abhilasha Srivastava","Female"
"Abhiroop Mukherjee","Male"
"Abhiroop Mukhopadhyay","Male"
"Adair Morse","Female"
"Adam Clark-Joseph","Male"
"Adam Storeygard","Male"
"Adeline Delavande","Female"
"Adi Sunderam","Male"
"Adlai Fisher","Male"
"Adriana Lleras-Muney","Female"
"Adriano Rampini","Male"
"Adrien Verdelhan","Male"
"Afrasiab Mirzayand","Male"
"African Development Bank","??"
"Ahmed Mushfiq Mobarak","Male"
"Ahmed Tahoun","Male"
"Ahsanuzzaman Ahsanuzzaman","Male"
"Akhmed Umyarov","Male"
"Alain Trannoy","Male"
"Alan Barreca","Male"
"Alan J. Auerbach","Male"
"Alberto Abadie","Male"
"Alberto Galasso","Male"
"Alberto Martin","Male"
"Alberto Salvo","Male"
"Aldo Rustichini","Male"
"Alec Brandon","Male"
"Alejandro Cunat","Male"
"Alejandro Justiniano","Male"
"Alejandro Molnar","Male"
"Alessandra Cassar","Female"
"Alessandro Lizzeri","Male"
"Alessandro Pavan","Male"
"Alessandro Previtero","Male"
"Alessandro Rebucci","Male"
"Alex Armand","Unknown"
"Alex Bryson","Male"
"Alex Rees-Jones","Male"
"Alex Solis","Male"
"Alexander Ljungqvist","Male"
"Alexander Monge-Naranjo","Male"
"Alexander Strand","Male"
"Alexander Wolitzky","Male"
"Alexandra Roulet","Female"
"Alexandre Mas","Male"
"Alexi Savov","Male"
"Ali Hortacsu","Male"
"Ali Yurukoglu","Male"
"Alireza Tahbaz-Salehi","Male"
"Almas Heshmati","Male"
"Almudena Sevilla","Female"
"Alon Brav","Male"
"Alp Simsek","Male"
"Alvin Murphy","Male"
"Amanda Kowalski","Female"
"Amanda Pallais","Female"
"Amanda Starc","Female"
"Amir Jina","Male"
"Amir Sufi","Male"
"Amit Gandhi","Male"
"Amit Khandelwal","Male"
"Amit Seru","Male"
"Amitabh Chandra","Male"
"Amitrajeet A. Batabyal","Male"
"Amy Finkelstein","Female"
"Ana Cecilia Fieler","Female"
"Ananth Seshadri","Male"
"Andra Ghent","Female"
"Andrea Frazzini","Male"
"Andrea Prat","Male"
"Andrea Tambalotti","Male"
"Andrea Tamoni","Male"
"Andrea Vedolin","Female"
"Andrea Vindigni","Male"
"Andrea Weber","Female"
"Andreas Hackethal","Male"
"Andreas Kostol","Male"
"Andreas Leibbrandt","Male"
"Andreas Moxnes","Male"
"Andreas Mueller","Male"
"Andrei Shleifer","Male"
"Andrei Simonov","Male"
"Andrei Zlate","Male"
"Andres Aradillas-Lopez","Male"
"Andres Rodriguez-Clare","Male"
"Andres Vargas","Male"
"Andrew Ang","Male"
"Andrew B. Bernard","Male"
